,id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,tsne_0,tsne_1
791,S00752,0.0,0.0,0.2,0.8,0.0,0.0,0.2,0.0,0.8,0.0,0.10392515,0.23224397
792,S00753,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.10397364,0.23226704
793,S00754,0.0,0.0,0.2,0.8,0.0,0.2,0.0,0.8,0.0,0.0,0.2890253,0.86307615
794,S00755,0.0,0.0,0.2,0.8,0.0,0.2,0.8,0.0,0.0,0.0,0.63281375,0.91200763
795,S00756,0.0,0.0,0.2,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.10390551,0.23225039
796,S00757,0.0,0.0,0.2,0.8,0.0,0.8,0.0,0.2,0.0,0.0,0.9881983,0.38193965
797,S00758,0.0,0.0,0.2,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.98813856,0.38191316
798,S00759,0.0,0.0,0.2,0.8,0.0,0.8,0.0,0.0,0.0,0.2,0.9881535,0.3819275
799,S00760,0.0,0.0,0.2,0.8,0.0,0.8,0.0,0.0,0.2,0.0,0.98822534,0.3819062
800,S00761,0.0,0.0,0.2,0.8,0.0,0.0,0.4,0.6,0.0,0.0,0.32714653,0.86661136
801,S00762,0.0,0.0,0.2,0.8,0.0,0.0,0.6,0.4,0.0,0.0,0.60721105,0.92436415
802,S00763,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.6,0.0,0.4,0.35123402,0.88164157
803,S00764,0.0,0.0,0.2,0.8,0.0,0.0,0.6,0.0,0.0,0.4,0.5697764,0.90583885
804,S00765,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.6,0.4,0.0,0.34300208,0.9202711
805,S00766,0.0,0.0,0.2,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.5991562,0.8953656
806,S00767,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.4,0.6,0.0,0.37165245,0.94639826
807,S00768,0.0,0.0,0.2,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.50819165,0.9200837
808,S00769,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.42914405,0.9440548
809,S00770,0.0,0.0,0.2,0.8,0.0,0.4,0.0,0.6,0.0,0.0,0.31095567,0.88614804
810,S00771,0.0,0.0,0.2,0.8,0.0,0.4,0.6,0.0,0.0,0.0,0.57154024,0.94464487
811,S00772,0.0,0.0,0.2,0.8,0.0,0.4,0.0,0.0,0.6,0.0,0.4403195,0.9897747
812,S00773,0.0,0.0,0.2,0.8,0.0,0.6,0.0,0.4,0.0,0.0,0.51026905,0.999996
813,S00774,0.0,0.0,0.2,0.8,0.0,0.6,0.4,0.0,0.0,0.0,0.5441614,0.9659534
814,S00775,0.0,0.0,0.2,0.8,0.0,0.6,0.0,0.0,0.0,0.4,0.50094527,0.9660166
815,S00776,0.0,0.0,0.2,0.8,0.0,0.6,0.0,0.0,0.4,0.0,0.4662265,0.9953393
816,S00777,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.8,0.0,0.0,0.28823608,0.86894774
817,S00778,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,0.0,0.6230064,0.913221
818,S00779,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.8,0.0,0.2,0.28729495,0.8689869
819,S00780,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.0,0.0,0.2,0.63085806,0.90103596
820,S00781,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.8,0.2,0.0,0.28611866,0.8696991
821,S00782,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.0,0.2,0.0,0.62224686,0.90264064
822,S00783,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.2,0.8,0.0,0.10468223,0.24086744
823,S00784,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.0,0.8,0.0,0.10467019,0.24081841
824,S00785,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.8,0.2,0.10466237,0.24082227
825,S00786,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.8,0.0,0.0,0.28881788,0.8702265
826,S00787,0.0,0.0,0.0,0.8,0.2,0.2,0.8,0.0,0.0,0.0,0.6334612,0.9128202
827,S00788,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.0,0.8,0.0,0.104632,0.24084032
828,S00789,0.0,0.0,0.0,0.8,0.2,0.8,0.0,0.2,0.0,0.0,0.9904828,0.3728502
829,S00790,0.0,0.0,0.0,0.8,0.2,0.8,0.2,0.0,0.0,0.0,0.99047476,0.3728229
830,S00791,0.0,0.0,0.0,0.8,0.2,0.8,0.0,0.0,0.0,0.2,0.9904358,0.37283075
831,S00792,0.0,0.0,0.0,0.8,0.2,0.8,0.0,0.0,0.2,0.0,0.99056494,0.3728046
832,S00793,0.0,0.0,0.0,0.8,0.2,0.0,0.4,0.6,0.0,0.0,0.32723057,0.8667592
833,S00794,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.4,0.0,0.0,0.60722166,0.9244971
834,S00795,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.6,0.0,0.4,0.3512294,0.8817007
835,S00796,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.0,0.0,0.4,0.5697396,0.9059103
836,S00797,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.6,0.4,0.0,0.34295794,0.92028123
837,S00798,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.0,0.4,0.0,0.5986564,0.89571846
838,S00799,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.4,0.6,0.0,0.37164104,0.9464153
839,S00800,0.0,0.0,0.0,0.8,0.2,0.0,0.4,0.0,0.6,0.0,0.5082342,0.920132
840,S00801,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.6,0.4,0.42914325,0.94405544
841,S00802,0.0,0.0,0.0,0.8,0.2,0.4,0.0,0.6,0.0,0.0,0.31095588,0.8863016
842,S00803,0.0,0.0,0.0,0.8,0.2,0.4,0.6,0.0,0.0,0.0,0.57136554,0.94472384
843,S00804,0.0,0.0,0.0,0.8,0.2,0.4,0.0,0.0,0.6,0.0,0.44032916,0.98978394
844,S00805,0.0,0.0,0.0,0.8,0.2,0.6,0.0,0.4,0.0,0.0,0.5102723,0.99999493
845,S00806,0.0,0.0,0.0,0.8,0.2,0.6,0.4,0.0,0.0,0.0,0.54419374,0.96596104
846,S00807,0.0,0.0,0.0,0.8,0.2,0.6,0.0,0.0,0.0,0.4,0.5009463,0.9660157
847,S00808,0.0,0.0,0.0,0.8,0.2,0.6,0.0,0.0,0.4,0.0,0.46622548,0.99533623
848,S00809,0.2,0.8,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.22581181,0.7055453
849,S00810,0.2,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.85155606,0.7098905
850,S00811,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2214858,0.703471
851,S00812,0.2,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.84590393,0.70449275
852,S00813,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.20700005,0.16579925
853,S00814,0.2,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.207176,0.16580513
854,S00815,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.22246255,0.6964411
855,S00816,0.2,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.8582313,0.7029089
856,S00817,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.20708665,0.16565476
857,S00818,0.2,0.8,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.8435087,0.30185565
858,S00819,0.2,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.8442286,0.30102563
859,S00820,0.2,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.84403694,0.3008741
860,S00821,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.35013038,0.6546744
861,S00822,0.2,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.5354164,0.63392705
862,S00823,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.22038579,0.4892238
863,S00824,0.2,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.82726425,0.6970986
864,S00825,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.23364691,0.4607728
865,S00826,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.33192703,0.30901775
866,S00827,0.2,0.8,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.23102693,0.6738642
867,S00828,0.2,0.8,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.85852057,0.5753354
868,S00829,0.2,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.56198645,0.3262218
869,S00830,0.2,0.8,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.8249185,0.32762575
870,S00831,0.2,0.8,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.8717124,0.5344734
871,S00832,0.2,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6464415,0.34614193
872,S00833,0.2,0.0,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.15235148,0.6356187
873,S00834,0.2,0.0,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.7436084,0.7602671
874,S00835,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.15229088,0.63439393
875,S00836,0.2,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.7383173,0.75795853
876,S00837,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.24803299,0.2546612
877,S00838,0.2,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.2533627,0.25593787
878,S00839,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.15360916,0.6343539
879,S00840,0.2,0.0,0.8,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.7468007,0.753732
880,S00841,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.24888408,0.2538347
881,S00842,0.2,0.0,0.8,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.89069134,0.21152437
882,S00843,0.2,0.0,0.8,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.89078885,0.21153441
883,S00844,0.2,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.89070743,0.21153992
884,S00845,0.2,0.0,0.8,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.39254746,0.6193535
885,S00846,0.2,0.0,0.8,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.516649,0.6857011
886,S00847,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.19588557,0.5480973
887,S00848,0.2,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.71516204,0.7451536
888,S00849,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.19215584,0.45787376
889,S00850,0.2,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.2784585,0.2650245
890,S00851,0.2,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.18771116,0.6143819
891,S00852,0.2,0.0,0.8,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.80359554,0.60407454
892,S00853,0.2,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.5927696,0.35459095
893,S00854,0.2,0.0,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.7401336,0.37088406
894,S00855,0.2,0.0,0.8,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.75758255,0.44523367
895,S00856,0.2,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.71337664,0.36101013
896,S00857,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.8,0.0,0.0,0.09971557,0.73230916
897,S00858,0.2,0.0,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.77829164,0.8746422
898,S00859,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.2,0.0,0.09971617,0.7321676
899,S00860,0.2,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.0,0.7782581,0.8745879
900,S00861,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.8,0.0,0.13553312,0.34667954
901,S00862,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.8,0.0,0.14613901,0.34585243
902,S00863,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.0,0.0,0.099767685,0.7321357
903,S00864,0.2,0.0,0.0,0.0,0.8,0.2,0.8,0.0,0.0,0.0,0.7785079,0.8745782
904,S00865,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.8,0.0,0.14020702,0.33965313
905,S00866,0.2,0.0,0.0,0.0,0.8,0.8,0.0,0.2,0.0,0.0,0.9671988,0.28119627
906,S00867,0.2,0.0,0.0,0.0,0.8,0.8,0.2,0.0,0.0,0.0,0.9672913,0.2812373
907,S00868,0.2,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.2,0.0,0.9672565,0.28106615
908,S00869,0.2,0.0,0.0,0.0,0.8,0.0,0.4,0.6,0.0,0.0,0.43981656,0.65583664
909,S00870,0.2,0.0,0.0,0.0,0.8,0.0,0.6,0.4,0.0,0.0,0.46385562,0.6585578
910,S00871,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.4,0.0,0.26705256,0.56167877
911,S00872,0.2,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.4,0.0,0.6153867,0.6925536
912,S00873,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.6,0.0,0.17916767,0.40843952
913,S00874,0.2,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.6,0.0,0.16192089,0.35476106
914,S00875,0.2,0.0,0.0,0.0,0.8,0.4,0.0,0.6,0.0,0.0,0.25985357,0.59490037
915,S00876,0.2,0.0,0.0,0.0,0.8,0.4,0.6,0.0,0.0,0.0,0.78697455,0.544655
916,S00877,0.2,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.6,0.0,0.53407204,0.38627443
917,S00878,0.2,0.0,0.0,0.0,0.8,0.6,0.0,0.4,0.0,0.0,0.78568023,0.4111737
918,S00879,0.2,0.0,0.0,0.0,0.8,0.6,0.4,0.0,0.0,0.0,0.8050575,0.48169369
919,S00880,0.2,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.4,0.0,0.6848514,0.3884647
920,S00881,0.2,0.0,0.0,0.8,0.0,0.0,0.2,0.8,0.0,0.0,0.2806462,0.8558557
921,S00882,0.2,0.0,0.0,0.8,0.0,0.0,0.8,0.2,0.0,0.0,0.62331694,0.91247123
922,S00883,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.2,0.2800562,0.8558408
923,S00884,0.2,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.2,0.63169193,0.8996713
924,S00885,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.27907854,0.85616654
925,S00886,0.2,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.2,0.0,0.6228598,0.9016442
926,S00887,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.10747502,0.22334409
927,S00888,0.2,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.8,0.0,0.107498325,0.223325
928,S00889,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.107548624,0.22335848
929,S00890,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.8,0.0,0.0,0.28067827,0.85624796
930,S00891,0.2,0.0,0.0,0.8,0.0,0.2,0.8,0.0,0.0,0.0,0.63386476,0.91186905
931,S00892,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.10748312,0.22331539
932,S00893,0.2,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.0,0.0,0.9927291,0.39288655
933,S00894,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.99263096,0.39289296
934,S00895,0.2,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.2,0.9926374,0.3929476
935,S00896,0.2,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.2,0.0,0.99267286,0.3928517
936,S00897,0.2,0.0,0.0,0.8,0.0,0.0,0.4,0.6,0.0,0.0,0.32779947,0.86636376
937,S00898,0.2,0.0,0.0,0.8,0.0,0.0,0.6,0.4,0.0,0.0,0.6072498,0.92440236
938,S00899,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.4,0.35201377,0.87688357
939,S00900,0.2,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.4,0.5696224,0.90118086
940,S00901,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.6,0.4,0.0,0.3431172,0.9200798
941,S00902,0.2,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.59899217,0.8938325
942,S00903,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.6,0.0,0.37169856,0.9464085
943,S00904,0.2,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.50784934,0.9196968
944,S00905,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.42874086,0.9439261
945,S00906,0.2,0.0,0.0,0.8,0.0,0.4,0.0,0.6,0.0,0.0,0.31116873,0.8854306
946,S00907,0.2,0.0,0.0,0.8,0.0,0.4,0.6,0.0,0.0,0.0,0.57127386,0.94450736
947,S00908,0.2,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.6,0.0,0.44027105,0.98973817
948,S00909,0.2,0.0,0.0,0.8,0.0,0.6,0.0,0.4,0.0,0.0,0.51028055,0.99998564
949,S00910,0.2,0.0,0.0,0.8,0.0,0.6,0.4,0.0,0.0,0.0,0.54416907,0.9659738
950,S00911,0.2,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.4,0.5013372,0.96611094
951,S00912,0.2,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.4,0.0,0.46626723,0.9953385
952,S00913,0.8,0.2,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.009907068,0.6089059
953,S00914,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.88313335,0.7927071
954,S00915,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.008888962,0.6091562
955,S00916,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.8830613,0.79271555
956,S00917,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.009903763,0.60886794
957,S00918,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.8831126,0.79269207
958,S00919,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.33459207,0.09363003
959,S00920,0.8,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.33518377,0.093904264
960,S00921,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.33530787,0.09275336
961,S00922,0.8,0.2,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.009911082,0.6088251
962,S00923,0.8,0.2,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.8831393,0.7926633
963,S00924,0.8,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.3355421,0.09435173
964,S00925,0.8,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.7463326,0.11707585
965,S00926,0.8,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.74529356,0.11757677
966,S00927,0.8,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.7458975,0.11666309
967,S00928,0.8,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.74639446,0.11766844
968,S00929,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.5415093,0.0077570635
969,S00930,0.8,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.5630484,0.013682652
970,S00931,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.5071615,0.04584274
971,S00932,0.8,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.57413954,0.061505016
972,S00933,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.46116644,0.03321216
973,S00934,0.8,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.48866642,0.08590408
974,S00935,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.4282921,0.052010115
975,S00936,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.4048626,0.100314654
976,S00937,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.42780113,0.089014575
977,S00938,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.49898672,0.0
978,S00939,0.8,0.2,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.6141522,0.047432926
979,S00940,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.38039654,0.09758581
980,S00941,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.6857407,0.075748645
981,S00942,0.8,0.2,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.70883864,0.11751178
982,S00943,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.672728,0.097749636
983,S00944,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6715916,0.12390936
984,S00945,0.8,0.0,0.2,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.018741217,0.60915655
985,S00946,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.8891095,0.7983689
986,S00947,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.018200014,0.60911745
987,S00948,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.8890772,0.7983922
988,S00949,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.018766722,0.6091082
989,S00950,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.8891162,0.7983545
990,S00951,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.33764583,0.10437523
991,S00952,0.8,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.3383124,0.10448121
992,S00953,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.33828682,0.10385548
993,S00954,0.8,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.018723702,0.609004
994,S00955,0.8,0.0,0.2,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.889127,0.7983244
995,S00956,0.8,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.33880433,0.104576685
996,S00957,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.7669961,0.12409634
997,S00958,0.8,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.76171863,0.121116824
998,S00959,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.7618176,0.120494224
999,S00960,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.76211846,0.12113127
1000,S00961,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.5479816,0.00763404
1001,S00962,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.5570575,0.0098445015
1002,S00963,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.5071556,0.04583379
1003,S00964,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.57413524,0.061496895
1004,S00965,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.46121725,0.033236783
1005,S00966,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.48871207,0.08595286
1006,S00967,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.42812556,0.052095205
1007,S00968,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.40401775,0.10053771
1008,S00969,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.4277603,0.08912925
1009,S00970,0.8,0.0,0.2,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.49900883,8.618626e-06
1010,S00971,0.8,0.0,0.2,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.61418825,0.047395725
1011,S00972,0.8,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.3795634,0.09841154
1012,S00973,0.8,0.0,0.2,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.6859952,0.07573001
1013,S00974,0.8,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.70772344,0.11808027
1014,S00975,0.8,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.67264384,0.09780411
1015,S00976,0.8,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6704205,0.1234927
1016,S00977,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.011219841,0.6187199
1017,S00978,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0.0,0.89098334,0.8082277
1018,S00979,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.009913284,0.6189063
1019,S00980,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.8909397,0.8081969
1020,S00981,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.011241298,0.6186932
1021,S00982,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.0,0.89096034,0.8082227
1022,S00983,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.0,0.3450925,0.09702334
1023,S00984,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.0,0.34555838,0.09717122
1024,S00985,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.34543836,0.09605336
1025,S00986,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.8,0.0,0.0,0.011228936,0.6186715
1026,S00987,0.8,0.0,0.0,0.0,0.2,0.2,0.8,0.0,0.0,0.0,0.8909546,0.8082078
1027,S00988,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.8,0.0,0.34621134,0.097357735
1028,S00989,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.2,0.0,0.0,0.7566546,0.11119293
1029,S00990,0.8,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,0.0,0.7559419,0.11221322
