id,true_avg,pred_avg,pred_stdev,0,1,2,3,4,5,6,7,8,9
P01,0.592,0.5503956735134125,0.024044129753665096,0.5623449087142944,0.5530220866203308,0.5394595265388489,0.5334859490394592,0.5155541300773621,0.568244218826294,0.5446792840957642,0.5819942951202393,0.5890054702758789,0.5161668658256531
P02,0.496,0.4494231462478638,0.023733194640194733,0.4627987742424011,0.4289488196372986,0.44139060378074646,0.435939222574234,0.4607752561569214,0.4747757613658905,0.39903613924980164,0.48634982109069824,0.4450472295284271,0.45916983485221863
P03,0.495,0.4682720214128494,0.016406098303341558,0.48511385917663574,0.45425936579704285,0.4683935344219208,0.45126986503601074,0.4848165512084961,0.4858610928058624,0.43354332447052,0.47690528631210327,0.4667665660381317,0.47579076886177063
P04,0.463,0.4208684891462326,0.026150591812872968,0.39586907625198364,0.42958134412765503,0.43852874636650085,0.44198551774024963,0.39669930934906006,0.4379275441169739,0.3694808781147003,0.4427165985107422,0.45330944657325745,0.402586430311203
P05,0.537,0.49901457130908966,0.04569670838855565,0.5271524786949158,0.5191208720207214,0.5220961570739746,0.42580580711364746,0.5073779225349426,0.537456750869751,0.5013795495033264,0.5366044640541077,0.3964710533618927,0.5166806578636169
P06,0.485,0.4197103500366211,0.048304481503430786,0.28681305050849915,0.4369930624961853,0.4314623773097992,0.4480816423892975,0.4499027132987976,0.46249908208847046,0.38693323731422424,0.4383258819580078,0.4360305666923523,0.4200618863105774
P07,0.477,0.44186629354953766,0.046720181314345965,0.4682396948337555,0.4326753616333008,0.4740997552871704,0.31475022435188293,0.44068098068237305,0.5017310380935669,0.43907052278518677,0.44313424825668335,0.456857293844223,0.4474238157272339
P08,0.539,0.516584712266922,0.022735475802813904,0.4963374435901642,0.5046791434288025,0.5217947959899902,0.52555912733078,0.5603732466697693,0.5388227105140686,0.5067248344421387,0.5153006911277771,0.47246167063713074,0.5237934589385986
P09,0.544,0.5241038262844085,0.012759038145035713,0.5188900232315063,0.5218026041984558,0.5302444696426392,0.5456447601318359,0.5194951891899109,0.5436705350875854,0.51336270570755,0.5001445412635803,0.5236395001411438,0.5241439342498779
P10,0.454,0.46272571980953214,0.03272861736198872,0.47373566031455994,0.49618831276893616,0.44631028175354004,0.4322027862071991,0.45365437865257263,0.4455355405807495,0.40860676765441895,0.4585839509963989,0.5303265452384949,0.48211297392845154
P11,0.429,0.41865923404693606,0.026813668789667157,0.4479409158229828,0.40035897493362427,0.44954222440719604,0.45059552788734436,0.43301182985305786,0.39260077476501465,0.3648356795310974,0.41318896412849426,0.4070640206336975,0.4274534285068512
P12,0.433,0.4135695368051529,0.027109694405849316,0.3598199784755707,0.4304889142513275,0.4422132074832916,0.4112262725830078,0.4105477035045624,0.4248482286930084,0.3843259811401367,0.4179185628890991,0.3957793116569519,0.45852720737457275
P13,0.426,0.45480513870716094,0.028294767409939706,0.439839631319046,0.48759010434150696,0.45269307494163513,0.38422438502311707,0.4937834143638611,0.4658224284648895,0.45658594369888306,0.46231508255004883,0.45494604110717773,0.4502512812614441
P14,0.59,0.586662882566452,0.017490361167784473,0.5947595834732056,0.5826614499092102,0.5844225883483887,0.6326331496238708,0.5798209309577942,0.5796188712120056,0.5656403303146362,0.5842770338058472,0.5927938222885132,0.5700010657310486
P15,0.527,0.5458963930606842,0.013879836817015012,0.5272508859634399,0.5412411093711853,0.5520274639129639,0.5438858866691589,0.5494055151939392,0.5574041604995728,0.5509981513023376,0.5599433183670044,0.5611542463302612,0.5156531929969788
P16,0.485,0.44995438158512113,0.015113888173698879,0.4414704442024231,0.44566822052001953,0.46020498871803284,0.4560820162296295,0.4207351505756378,0.44922372698783875,0.4426642954349518,0.4782280921936035,0.43978577852249146,0.46548110246658325
P17,0.583,0.586100697517395,0.049781359816970266,0.7084193825721741,0.5604527592658997,0.5752760767936707,0.6386472582817078,0.5240150690078735,0.5739090442657471,0.5419774055480957,0.5772885680198669,0.5903486609458923,0.5706727504730225
P18,0.597,0.5757284959157308,0.02314921356936716,,0.542790949344635,0.5549730658531189,0.5847534537315369,0.6010611057281494,0.5875991582870483,0.5468692779541016,0.6110242605209351,0.5897338390350342,0.5627513527870178
P19,0.595,0.6073093593120575,0.018019497848995498,0.6295725703239441,0.5901764035224915,0.6074786186218262,0.6068001389503479,0.5895627737045288,0.5960278511047363,0.5988413691520691,0.6034835577011108,0.6506919860839844,0.6004583239555359
P20,0.433,0.45214901864528656,0.011676093258753371,0.45121046900749207,0.43966102600097656,0.4405786395072937,0.45146432518959045,0.45663490891456604,0.46744221448898315,0.43568548560142517,0.4701773524284363,0.4440063238143921,0.4646294414997101
P21,0.455,0.4901201218366623,0.01751922805382937,0.4941900968551636,0.5000324249267578,0.5111700296401978,0.4637746512889862,0.47452619671821594,0.5000280141830444,0.46438467502593994,0.5114158987998962,0.5042380690574646,0.4774411618709564
P22,0.469,0.5424038589000701,0.02737960706353132,0.5602193474769592,0.4936842918395996,0.5223402976989746,0.5423324108123779,0.5576633214950562,0.5960884094238281,0.5359145402908325,0.5180011987686157,0.5657210946083069,0.5320736765861511
P23,0.436,0.41767540872097014,0.05213402684465811,0.27572810649871826,0.4705251455307007,0.4436207711696625,0.4374411702156067,0.4290592670440674,0.4535997807979584,0.3888608515262604,0.44204604625701904,0.40510889887809753,0.4307640492916107
P24,0.495,0.47438581585884093,0.023356178404185073,0.45737189054489136,0.49300843477249146,0.49444520473480225,0.4201759994029999,0.47536608576774597,0.4554276168346405,0.4694094657897949,0.48782268166542053,0.49170202016830444,0.4991287589073181
P25,0.515,0.5082406580448151,0.019028489599908927,0.5211172103881836,0.491696834564209,0.5328056812286377,0.5331747531890869,0.5101174712181091,0.5273078680038452,0.47852638363838196,0.5062923431396484,0.4972374439239502,0.4841305911540985
P26,0.522,0.5221083700656891,0.027252706693509533,0.5156878232955933,0.5278074145317078,0.528911292552948,0.5527674555778503,0.5121306777000427,0.5410727262496948,0.5103391408920288,0.5504958629608154,0.5297949910163879,0.4520763158798218
P27,0.54,0.48097477555274964,0.032942592950839344,0.5168710947036743,0.5108103156089783,0.49834421277046204,0.5108140110969543,0.4958741366863251,0.46499955654144287,0.44744694232940674,0.4870282709598541,0.4725622832775116,0.40499693155288696
P28,0.493,0.46335223913192747,0.01816886537646355,0.42363953590393066,0.45332780480384827,0.492374986410141,0.4701682925224304,0.45338380336761475,0.4806251525878906,0.45454102754592896,0.477281779050827,0.46975696086883545,0.45842304825782776
P29,0.618,0.6198407590389252,0.023635472310629495,0.6056205630302429,0.6319383382797241,0.5854476690292358,0.6164641976356506,0.5916604995727539,0.6680340766906738,0.6173863410949707,0.6344331502914429,0.6421213746070862,0.6053013801574707
P30,0.59,0.5981730043888092,0.02546153936888959,0.6363797187805176,0.6219670176506042,0.6215298771858215,0.5741536021232605,0.5706695318222046,0.60001140832901,0.5493791103363037,0.6105673313140869,0.6030066013336182,0.5940658450126648
