id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1
S00133,1,0,0,0,0,0,0,0,0.8,0.2,0,0.6759821,0.07848312
S00134,1,0,0,0,0,0.2,0,0.8,0,0,0,0.07698087,0.3446826
S00135,1,0,0,0,0,0.2,0.8,0,0,0,0,0.6691535,0.8784198
S00136,1,0,0,0,0,0.2,0,0,0.8,0,0,0.6756374,0.07850895
S00137,1,0,0,0,0,0.8,0,0.2,0,0,0,0.8801674,0.31531012
S00138,1,0,0,0,0,0.8,0.2,0,0,0,0,0.8863843,0.31487057
S00139,1,0,0,0,0,0.8,0,0,0,0.2,0,0.8839152,0.31513327
S00140,1,0,0,0,0,0.8,0,0,0.2,0,0,0.8858781,0.3156295
S00141,1,0,0,0,0,0,0.4,0.6,0,0,0,0.8404389,0.15174824
S00142,1,0,0,0,0,0,0.6,0.4,0,0,0,0.6940862,0.8747401
S00143,1,0,0,0,0,0,0,0.6,0,0.4,0,0.8079211,0.18187116
S00144,1,0,0,0,0,0,0.6,0,0,0.4,0,0.69445974,0.84827256
S00145,1,0,0,0,0,0,0,0.6,0.4,0,0,0.78900033,0.14555754
S00146,1,0,0,0,0,0,0.6,0,0.4,0,0,0.66267884,0.84941596
S00147,1,0,0,0,0,0,0,0.4,0.6,0,0,0.6934073,0.11140837
S00148,1,0,0,0,0,0,0.4,0,0.6,0,0,0.73086816,0.114612006
S00149,1,0,0,0,0,0,0,0,0.6,0.4,0,0.71719736,0.14941962
S00150,1,0,0,0,0,0.4,0,0.6,0,0,0,0.8063584,0.23121087
S00151,1,0,0,0,0,0.4,0.6,0,0,0,0,0.69489044,0.8167255
S00152,1,0,0,0,0,0.4,0,0,0.6,0,0,0.7462624,0.21572058
S00153,1,0,0,0,0,0.6,0,0.4,0,0,0,0.8526252,0.30992374
S00154,1,0,0,0,0,0.6,0.4,0,0,0,0,0.87301916,0.27130806
S00155,1,0,0,0,0,0.6,0,0,0,0.4,0,0.8352261,0.28176564
