id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1
S05980,0.2,0.2,0,0,0.6,0.4,0.2,0,0.4,0,0,0.6323838,0.3352295
S05981,0.2,0,0.2,0,0.6,0,0.2,0.6,0.2,0,0,0.13425836,0.46595952
S05982,0.2,0,0.2,0,0.6,0,0.6,0.2,0.2,0,0,0.46412522,0.7899224
S05983,0.2,0,0.2,0,0.6,0,0.2,0.2,0.6,0,0,0.49444142,0.23047417
S05984,0.2,0,0.2,0,0.6,0.2,0.2,0.6,0,0,0,0.13939962,0.5063916
S05985,0.2,0,0.2,0,0.6,0.2,0.6,0.2,0,0,0,0.45371354,0.78359646
S05986,0.2,0,0.2,0,0.6,0.2,0,0.6,0.2,0,0,0.13971029,0.48847368
S05987,0.2,0,0.2,0,0.6,0.2,0.6,0,0.2,0,0,0.47403488,0.79474753
S05988,0.2,0,0.2,0,0.6,0.2,0,0.2,0.6,0,0,0.48611453,0.24566554
S05989,0.2,0,0.2,0,0.6,0.2,0.2,0,0.6,0,0,0.49469462,0.22988082
S05990,0.2,0,0.2,0,0.6,0.6,0.2,0.2,0,0,0,0.7719188,0.5620983
S05991,0.2,0,0.2,0,0.6,0.6,0,0.2,0.2,0,0,0.7647341,0.505976
S05992,0.2,0,0.2,0,0.6,0.6,0.2,0,0.2,0,0,0.77930135,0.5994541
S05993,0.2,0,0.2,0,0.6,0,0.4,0.4,0.2,0,0,0.36236918,0.6570018
S05994,0.2,0,0.2,0,0.6,0,0.2,0.4,0.4,0,0,0.35738644,0.2881642
S05995,0.2,0,0.2,0,0.6,0,0.4,0.2,0.4,0,0,0.46824735,0.43430895
S05996,0.2,0,0.2,0,0.6,0.2,0.4,0.4,0,0,0,0.37997162,0.6623478
S05997,0.2,0,0.2,0,0.6,0.2,0,0.4,0.4,0,0,0.35763636,0.2705585
S05998,0.2,0,0.2,0,0.6,0.2,0.4,0,0.4,0,0,0.50318027,0.5212415
S05999,0.2,0,0.2,0,0.6,0.4,0.2,0.4,0,0,0,0.5379407,0.55171996
S06000,0.2,0,0.2,0,0.6,0.4,0.4,0.2,0,0,0,0.7600483,0.7219223
S06001,0.2,0,0.2,0,0.6,0.4,0,0.4,0.2,0,0,0.41261536,0.51190645
S06002,0.2,0,0.2,0,0.6,0.4,0.4,0,0.2,0,0,0.76984566,0.7044751
S06003,0.2,0,0.2,0,0.6,0.4,0,0.2,0.4,0,0,0.6117467,0.3554017
S06004,0.2,0,0.2,0,0.6,0.4,0.2,0,0.4,0,0,0.6229737,0.34319302
S06005,0.2,0.6,0,0.2,0,0,0.2,0.6,0,0.2,0,0.22686318,0.5507004
S06006,0.2,0.6,0,0.2,0,0,0.6,0.2,0,0.2,0,0.53636104,0.838142
S06007,0.2,0.6,0,0.2,0,0,0.2,0.6,0.2,0,0,0.18328466,0.4672974
S06008,0.2,0.6,0,0.2,0,0,0.6,0.2,0.2,0,0,0.5291902,0.8477172
S06009,0.2,0.6,0,0.2,0,0,0,0.6,0.2,0.2,0,0.20333628,0.48442572
S06010,0.2,0.6,0,0.2,0,0,0.6,0,0.2,0.2,0,0.53543615,0.8403481
S06011,0.2,0.6,0,0.2,0,0,0.2,0.2,0.6,0,0,0.46684155,0.14616527
S06012,0.2,0.6,0,0.2,0,0,0,0.2,0.6,0.2,0,0.5093583,0.14381358
S06013,0.2,0.6,0,0.2,0,0,0.2,0,0.6,0.2,0,0.50906366,0.14328954
S06014,0.2,0.6,0,0.2,0,0.2,0.2,0.6,0,0,0,0.21005946,0.5265573
S06015,0.2,0.6,0,0.2,0,0.2,0.6,0.2,0,0,0,0.5311808,0.8438141
S06016,0.2,0.6,0,0.2,0,0.2,0,0.6,0,0.2,0,0.2166026,0.54694104
S06017,0.2,0.6,0,0.2,0,0.2,0.6,0,0,0.2,0,0.53707075,0.8383138
S06018,0.2,0.6,0,0.2,0,0.2,0,0.6,0.2,0,0,0.1914746,0.49179992
S06019,0.2,0.6,0,0.2,0,0.2,0.6,0,0.2,0,0,0.5297709,0.8479005
S06020,0.2,0.6,0,0.2,0,0.2,0,0.2,0.6,0,0,0.493559,0.1474015
S06021,0.2,0.6,0,0.2,0,0.2,0.2,0,0.6,0,0,0.4785745,0.14769074
S06022,0.2,0.6,0,0.2,0,0.2,0,0,0.6,0.2,0,0.5100046,0.14414425
S06023,0.2,0.6,0,0.2,0,0.6,0.2,0.2,0,0,0,0.8255825,0.5788838
S06024,0.2,0.6,0,0.2,0,0.6,0,0.2,0,0.2,0,0.7553735,0.4757032
S06025,0.2,0.6,0,0.2,0,0.6,0.2,0,0,0.2,0,0.7550029,0.47579238
S06026,0.2,0.6,0,0.2,0,0.6,0,0.2,0.2,0,0,0.8275239,0.55694443
S06027,0.2,0.6,0,0.2,0,0.6,0.2,0,0.2,0,0,0.8259552,0.59705126
S06028,0.2,0.6,0,0.2,0,0.6,0,0,0.2,0.2,0,0.7547701,0.47481054
S06029,0.2,0.6,0,0.2,0,0,0.4,0.4,0,0.2,0,0.43961868,0.6747374
S06030,0.2,0.6,0,0.2,0,0,0.4,0.4,0.2,0,0,0.41996402,0.6916656
S06031,0.2,0.6,0,0.2,0,0,0.2,0.4,0.4,0,0,0.23569854,0.26178065
S06032,0.2,0.6,0,0.2,0,0,0.4,0.2,0.4,0,0,0.48604944,0.40383935
S06033,0.2,0.6,0,0.2,0,0,0,0.4,0.4,0.2,0,0.23499863,0.28612095
S06034,0.2,0.6,0,0.2,0,0,0.4,0,0.4,0.2,0,0.44966343,0.4510664
S06035,0.2,0.6,0,0.2,0,0.2,0.4,0.4,0,0,0,0.4351006,0.6822324
S06036,0.2,0.6,0,0.2,0,0.2,0,0.4,0.4,0,0,0.24081866,0.24634172
S06037,0.2,0.6,0,0.2,0,0.2,0.4,0,0.4,0,0,0.48890284,0.48149973
S06038,0.2,0.6,0,0.2,0,0.4,0.2,0.4,0,0,0,0.5037332,0.57115334
S06039,0.2,0.6,0,0.2,0,0.4,0.4,0.2,0,0,0,0.7003406,0.6977505
S06040,0.2,0.6,0,0.2,0,0.4,0,0.4,0,0.2,0,0.3691719,0.5440485
S06041,0.2,0.6,0,0.2,0,0.4,0.4,0,0,0.2,0,0.672549,0.65635496
S06042,0.2,0.6,0,0.2,0,0.4,0,0.4,0.2,0,0,0.38504672,0.48763502
S06043,0.2,0.6,0,0.2,0,0.4,0.4,0,0.2,0,0,0.7092768,0.68624794
S06044,0.2,0.6,0,0.2,0,0.4,0,0.2,0.4,0,0,0.61866564,0.27502087
S06045,0.2,0.6,0,0.2,0,0.4,0.2,0,0.4,0,0,0.619086,0.27515078
S06046,0.2,0.6,0,0.2,0,0.4,0,0,0.4,0.2,0,0.6263734,0.2749671
S06047,0.2,0,0.6,0.2,0,0,0.2,0.6,0,0.2,0,0.2868417,0.49364477
S06048,0.2,0,0.6,0.2,0,0,0.6,0.2,0,0.2,0,0.41685322,0.8566063
S06049,0.2,0,0.6,0.2,0,0,0.2,0.6,0.2,0,0,0.15455996,0.4220939
S06050,0.2,0,0.6,0.2,0,0,0.6,0.2,0.2,0,0,0.42572373,0.86214435
S06051,0.2,0,0.6,0.2,0,0,0,0.6,0.2,0.2,0,0.18506703,0.38140503
S06052,0.2,0,0.6,0.2,0,0,0.6,0,0.2,0.2,0,0.41817126,0.8590243
S06053,0.2,0,0.6,0.2,0,0,0.2,0.2,0.6,0,0,0.41981375,0.20629156
S06054,0.2,0,0.6,0.2,0,0,0,0.2,0.6,0.2,0,0.4086527,0.20527196
S06055,0.2,0,0.6,0.2,0,0,0.2,0,0.6,0.2,0,0.41435912,0.20352785
S06056,0.2,0,0.6,0.2,0,0.2,0.2,0.6,0,0,0,0.25940308,0.5169291
S06057,0.2,0,0.6,0.2,0,0.2,0.6,0.2,0,0,0,0.42340276,0.8588355
S06058,0.2,0,0.6,0.2,0,0.2,0,0.6,0,0.2,0,0.27765477,0.49424508
S06059,0.2,0,0.6,0.2,0,0.2,0.6,0,0,0.2,0,0.4172164,0.85694367
S06060,0.2,0,0.6,0.2,0,0.2,0,0.6,0.2,0,0,0.17249492,0.4080597
S06061,0.2,0,0.6,0.2,0,0.2,0.6,0,0.2,0,0,0.42637333,0.8629704
S06062,0.2,0,0.6,0.2,0,0.2,0,0.2,0.6,0,0,0.4334057,0.23728298
S06063,0.2,0,0.6,0.2,0,0.2,0.2,0,0.6,0,0,0.4219544,0.2068302
S06064,0.2,0,0.6,0.2,0,0.2,0,0,0.6,0.2,0,0.41030157,0.20466447
S06065,0.2,0,0.6,0.2,0,0.6,0.2,0.2,0,0,0,0.8127817,0.47520444
S06066,0.2,0,0.6,0.2,0,0.6,0,0.2,0,0.2,0,0.8074894,0.46595296
S06067,0.2,0,0.6,0.2,0,0.6,0.2,0,0,0.2,0,0.8080577,0.46382204
S06068,0.2,0,0.6,0.2,0,0.6,0,0.2,0.2,0,0,0.8093729,0.47687063
S06069,0.2,0,0.6,0.2,0,0.6,0.2,0,0.2,0,0,0.815124,0.4704051
S06070,0.2,0,0.6,0.2,0,0.6,0,0,0.2,0.2,0,0.807321,0.46333897
S06071,0.2,0,0.6,0.2,0,0,0.4,0.4,0,0.2,0,0.39251444,0.6065678
S06072,0.2,0,0.6,0.2,0,0,0.4,0.4,0.2,0,0,0.3539165,0.6151487
S06073,0.2,0,0.6,0.2,0,0,0.2,0.4,0.4,0,0,0.31035075,0.28957793
S06074,0.2,0,0.6,0.2,0,0,0.4,0.2,0.4,0,0,0.43824834,0.4043465
S06075,0.2,0,0.6,0.2,0,0,0,0.4,0.4,0.2,0,0.29749167,0.31396514
S06076,0.2,0,0.6,0.2,0,0,0.4,0,0.4,0.2,0,0.43004355,0.48034564
S06077,0.2,0,0.6,0.2,0,0.2,0.4,0.4,0,0,0,0.37672997,0.6058425
S06078,0.2,0,0.6,0.2,0,0.2,0,0.4,0.4,0,0,0.29796082,0.27356037
S06079,0.2,0,0.6,0.2,0,0.2,0.4,0,0.4,0,0,0.46423844,0.52489656
S06080,0.2,0,0.6,0.2,0,0.4,0.2,0.4,0,0,0,0.5419082,0.59393936
S06081,0.2,0,0.6,0.2,0,0.4,0.4,0.2,0,0,0,0.63816994,0.7273792
S06082,0.2,0,0.6,0.2,0,0.4,0,0.4,0,0.2,0,0.3507803,0.55382836
S06083,0.2,0,0.6,0.2,0,0.4,0.4,0,0,0.2,0,0.60619324,0.6920967
S06084,0.2,0,0.6,0.2,0,0.4,0,0.4,0.2,0,0,0.35566315,0.5154599
S06085,0.2,0,0.6,0.2,0,0.4,0.4,0,0.2,0,0,0.65466,0.7384488
S06086,0.2,0,0.6,0.2,0,0.4,0,0.2,0.4,0,0,0.5577984,0.33995968
S06087,0.2,0,0.6,0.2,0,0.4,0.2,0,0.4,0,0,0.56159234,0.32656628
S06088,0.2,0,0.6,0.2,0,0.4,0,0,0.4,0.2,0,0.64160466,0.3065048
S06089,0.2,0,0,0.2,0.6,0,0.2,0.6,0,0.2,0,0.13844264,0.535842
S06090,0.2,0,0,0.2,0.6,0,0.6,0.2,0,0.2,0,0.43129608,0.7732362
S06091,0.2,0,0,0.2,0.6,0,0.2,0.6,0.2,0,0,0.13616027,0.47389585
S06092,0.2,0,0,0.2,0.6,0,0.6,0.2,0.2,0,0,0.4456913,0.7748062
S06093,0.2,0,0,0.2,0.6,0,0,0.6,0.2,0.2,0,0.14636348,0.48172098
S06094,0.2,0,0,0.2,0.6,0,0.6,0,0.2,0.2,0,0.4325994,0.7740345
S06095,0.2,0,0,0.2,0.6,0,0.2,0.2,0.6,0,0,0.51674885,0.22185339
S06096,0.2,0,0,0.2,0.6,0,0,0.2,0.6,0.2,0,0.52941436,0.21252993
S06097,0.2,0,0,0.2,0.6,0,0.2,0,0.6,0.2,0,0.5272981,0.21430452
S06098,0.2,0,0,0.2,0.6,0.2,0.2,0.6,0,0,0,0.13851131,0.52594256
S06099,0.2,0,0,0.2,0.6,0.2,0.6,0.2,0,0,0,0.44595462,0.77558255
S06100,0.2,0,0,0.2,0.6,0.2,0,0.6,0,0.2,0,0.13790296,0.5328418
S06101,0.2,0,0,0.2,0.6,0.2,0.6,0,0,0.2,0,0.43323088,0.77368593
S06102,0.2,0,0,0.2,0.6,0.2,0,0.6,0.2,0,0,0.14070816,0.49056146
S06103,0.2,0,0,0.2,0.6,0.2,0.6,0,0.2,0,0,0.4446043,0.77345675
S06104,0.2,0,0,0.2,0.6,0.2,0,0.2,0.6,0,0,0.49506912,0.24795559
S06105,0.2,0,0,0.2,0.6,0.2,0.2,0,0.6,0,0,0.52013,0.2216112
S06106,0.2,0,0,0.2,0.6,0.2,0,0,0.6,0.2,0,0.5305768,0.21419425
S06107,0.2,0,0,0.2,0.6,0.6,0.2,0.2,0,0,0,0.7693944,0.56518066
S06108,0.2,0,0,0.2,0.6,0.6,0,0.2,0,0.2,0,0.7648418,0.43505788
S06109,0.2,0,0,0.2,0.6,0.6,0.2,0,0,0.2,0,0.765213,0.43425918
S06110,0.2,0,0,0.2,0.6,0.6,0,0.2,0.2,0,0,0.75711805,0.50342906
S06111,0.2,0,0,0.2,0.6,0.6,0.2,0,0.2,0,0,0.7789632,0.60298187
S06112,0.2,0,0,0.2,0.6,0.6,0,0,0.2,0.2,0,0.7643863,0.43379858
S06113,0.2,0,0,0.2,0.6,0,0.4,0.4,0,0.2,0,0.3774488,0.67586184
S06114,0.2,0,0,0.2,0.6,0,0.4,0.4,0.2,0,0,0.3653104,0.66340923
S06115,0.2,0,0,0.2,0.6,0,0.2,0.4,0.4,0,0,0.35858044,0.29478586
S06116,0.2,0,0,0.2,0.6,0,0.4,0.2,0.4,0,0,0.46613705,0.4373923
S06117,0.2,0,0,0.2,0.6,0,0,0.4,0.4,0.2,0,0.34765658,0.32694831
S06118,0.2,0,0,0.2,0.6,0,0.4,0,0.4,0.2,0,0.46073872,0.46434528
S06119,0.2,0,0,0.2,0.6,0.2,0.4,0.4,0,0,0,0.37727717,0.67019457
S06120,0.2,0,0,0.2,0.6,0.2,0,0.4,0.4,0,0,0.36143923,0.27255446
S06121,0.2,0,0,0.2,0.6,0.2,0.4,0,0.4,0,0,0.5089214,0.51641583
S06122,0.2,0,0,0.2,0.6,0.4,0.2,0.4,0,0,0,0.5410787,0.54823107
S06123,0.2,0,0,0.2,0.6,0.4,0.4,0.2,0,0,0,0.7578994,0.71870357
S06124,0.2,0,0,0.2,0.6,0.4,0,0.4,0,0.2,0,0.3994441,0.5643546
S06125,0.2,0,0,0.2,0.6,0.4,0.4,0,0,0.2,0,0.6453317,0.6581321
S06126,0.2,0,0,0.2,0.6,0.4,0,0.4,0.2,0,0,0.41497725,0.5173893
S06127,0.2,0,0,0.2,0.6,0.4,0.4,0,0.2,0,0,0.7694739,0.7010096
S06128,0.2,0,0,0.2,0.6,0.4,0,0.2,0.4,0,0,0.61239195,0.36198717
S06129,0.2,0,0,0.2,0.6,0.4,0.2,0,0.4,0,0,0.6399841,0.33928457
S06130,0.2,0,0,0.2,0.6,0.4,0,0,0.4,0.2,0,0.6485019,0.33049145
S06131,0.2,0.2,0,0.6,0,0,0.2,0.6,0,0.2,0,0.15561308,0.6642331
S06132,0.2,0.2,0,0.6,0,0,0.6,0.2,0,0.2,0,0.26481,0.81760526
S06133,0.2,0.2,0,0.6,0,0,0.2,0.6,0.2,0,0,0.14538638,0.64612687
S06134,0.2,0.2,0,0.6,0,0,0.6,0.2,0.2,0,0,0.28343666,0.835377
S06135,0.2,0.2,0,0.6,0,0,0,0.6,0.2,0.2,0,0.15243128,0.65875447
S06136,0.2,0.2,0,0.6,0,0,0.6,0,0.2,0.2,0,0.27348343,0.8238234
S06137,0.2,0.2,0,0.6,0,0,0.2,0.2,0.6,0,0,0.35761532,0.123347096
S06138,0.2,0.2,0,0.6,0,0,0,0.2,0.6,0.2,0,0.35663217,0.11853991
S06139,0.2,0.2,0,0.6,0,0,0.2,0,0.6,0.2,0,0.3554522,0.121986076
S06140,0.2,0.2,0,0.6,0,0.2,0.2,0.6,0,0,0,0.14355838,0.6435589
S06141,0.2,0.2,0,0.6,0,0.2,0.6,0.2,0,0,0,0.2727874,0.8413743
S06142,0.2,0.2,0,0.6,0,0.2,0,0.6,0,0.2,0,0.14828433,0.6535832
S06143,0.2,0.2,0,0.6,0,0.2,0.6,0,0,0.2,0,0.26353565,0.83087915
S06144,0.2,0.2,0,0.6,0,0.2,0,0.6,0.2,0,0,0.14342746,0.64262176
S06145,0.2,0.2,0,0.6,0,0.2,0.6,0,0.2,0,0,0.28485718,0.8468415
S06146,0.2,0.2,0,0.6,0,0.2,0,0.2,0.6,0,0,0.36106962,0.118752755
S06147,0.2,0.2,0,0.6,0,0.2,0.2,0,0.6,0,0,0.35925195,0.122084394
S06148,0.2,0.2,0,0.6,0,0.2,0,0,0.6,0.2,0,0.35853612,0.1174713
S06149,0.2,0.2,0,0.6,0,0.6,0.2,0.2,0,0,0,0.6959438,0.5608465
S06150,0.2,0.2,0,0.6,0,0.6,0,0.2,0,0.2,0,0.67968065,0.5244471
S06151,0.2,0.2,0,0.6,0,0.6,0.2,0,0,0.2,0,0.6606524,0.5563209
S06152,0.2,0.2,0,0.6,0,0.6,0,0.2,0.2,0,0,0.7013505,0.5378565
S06153,0.2,0.2,0,0.6,0,0.6,0.2,0,0.2,0,0,0.678297,0.56203735
S06154,0.2,0.2,0,0.6,0,0.6,0,0,0.2,0.2,0,0.65793467,0.51745385
S06155,0.2,0.2,0,0.6,0,0,0.4,0.4,0,0.2,0,0.26086864,0.7513367
S06156,0.2,0.2,0,0.6,0,0,0.2,0.4,0,0.4,0,0.1659094,0.6976292
S06157,0.2,0.2,0,0.6,0,0,0.4,0.2,0,0.4,0,0.23869966,0.79728246
S06158,0.2,0.2,0,0.6,0,0,0.4,0.4,0.2,0,0,0.2619198,0.74935067
S06159,0.2,0.2,0,0.6,0,0,0,0.4,0.2,0.4,0,0.1654785,0.687789
S06160,0.2,0.2,0,0.6,0,0,0.4,0,0.2,0.4,0,0.24829261,0.80361676
S06161,0.2,0.2,0,0.6,0,0,0.2,0.4,0.4,0,0,0.25771397,0.3092257
S06162,0.2,0.2,0,0.6,0,0,0.4,0.2,0.4,0,0,0.4185148,0.43547013
S06163,0.2,0.2,0,0.6,0,0,0,0.4,0.4,0.2,0,0.25157812,0.30997607
S06164,0.2,0.2,0,0.6,0,0,0.4,0,0.4,0.2,0,0.42261496,0.45535672
S06165,0.2,0.2,0,0.6,0,0,0,0.2,0.4,0.4,0,0.3883693,0.37593824
S06166,0.2,0.2,0,0.6,0,0,0.2,0,0.4,0.4,0,0.39809856,0.38116127
S06167,0.2,0.2,0,0.6,0,0.2,0.4,0.4,0,0,0,0.26240277,0.7495871
S06168,0.2,0.2,0,0.6,0,0.2,0,0.4,0,0.4,0,0.17277169,0.6925157
S06169,0.2,0.2,0,0.6,0,0.2,0.4,0,0,0.4,0,0.24204183,0.80286694
S06170,0.2,0.2,0,0.6,0,0.2,0,0.4,0.4,0,0,0.25456876,0.30935222
S06171,0.2,0.2,0,0.6,0,0.2,0.4,0,0.4,0,0,0.4489924,0.49155712
S06172,0.2,0.2,0,0.6,0,0.2,0,0,0.4,0.4,0,0.4079265,0.37807366
S06173,0.2,0.2,0,0.6,0,0.4,0.2,0.4,0,0,0,0.5713023,0.55909795
S06174,0.2,0.2,0,0.6,0,0.4,0.4,0.2,0,0,0,0.63279796,0.634888
S06175,0.2,0.2,0,0.6,0,0.4,0,0.4,0,0.2,0,0.3793692,0.5597054
S06176,0.2,0.2,0,0.6,0,0.4,0.4,0,0,0.2,0,0.63302994,0.63536996
S06177,0.2,0.2,0,0.6,0,0.4,0,0.2,0,0.4,0,0.6072769,0.5055871
S06178,0.2,0.2,0,0.6,0,0.4,0.2,0,0,0.4,0,0.6064549,0.5065439
S06179,0.2,0.2,0,0.6,0,0.4,0,0.4,0.2,0,0,0.39905077,0.5428842
S06180,0.2,0.2,0,0.6,0,0.4,0.4,0,0.2,0,0,0.63241494,0.63392043
S06181,0.2,0.2,0,0.6,0,0.4,0,0,0.2,0.4,0,0.6073126,0.5049033
S06182,0.2,0.2,0,0.6,0,0.4,0,0.2,0.4,0,0,0.5739592,0.38536802
S06183,0.2,0.2,0,0.6,0,0.4,0.2,0,0.4,0,0,0.5712479,0.42620805
S06184,0.2,0.2,0,0.6,0,0.4,0,0,0.4,0.2,0,0.54048264,0.40434974
S06185,0.2,0,0.2,0.6,0,0,0.2,0.6,0,0.2,0,0.1591963,0.6607653
S06186,0.2,0,0.2,0.6,0,0,0.6,0.2,0,0.2,0,0.2631387,0.8185579
S06187,0.2,0,0.2,0.6,0,0,0.2,0.6,0.2,0,0,0.15540345,0.64385486
S06188,0.2,0,0.2,0.6,0,0,0.6,0.2,0.2,0,0,0.2826129,0.8357434
S06189,0.2,0,0.2,0.6,0,0,0,0.6,0.2,0.2,0,0.15749478,0.6556444
S06190,0.2,0,0.2,0.6,0,0,0.6,0,0.2,0.2,0,0.27268773,0.8244439
S06191,0.2,0,0.2,0.6,0,0,0.2,0.2,0.6,0,0,0.3453705,0.13088469
S06192,0.2,0,0.2,0.6,0,0,0,0.2,0.6,0.2,0,0.3388092,0.12667316
S06193,0.2,0,0.2,0.6,0,0,0.2,0,0.6,0.2,0,0.34177136,0.12770551
S06194,0.2,0,0.2,0.6,0,0.2,0.2,0.6,0,0,0,0.15238552,0.6410136
S06195,0.2,0,0.2,0.6,0,0.2,0.6,0.2,0,0,0,0.2716137,0.84212023
S06196,0.2,0,0.2,0.6,0,0.2,0,0.6,0,0.2,0,0.15431611,0.65127176
S06197,0.2,0,0.2,0.6,0,0.2,0.6,0,0,0.2,0,0.26237637,0.8314218
S06198,0.2,0,0.2,0.6,0,0.2,0,0.6,0.2,0,0,0.15200704,0.64011323
S06199,0.2,0,0.2,0.6,0,0.2,0.6,0,0.2,0,0,0.2834303,0.8470336
S06200,0.2,0,0.2,0.6,0,0.2,0,0.2,0.6,0,0,0.3440227,0.12906355
S06201,0.2,0,0.2,0.6,0,0.2,0.2,0,0.6,0,0,0.3465024,0.1299838
S06202,0.2,0,0.2,0.6,0,0.2,0,0,0.6,0.2,0,0.34002465,0.12582457
S06203,0.2,0,0.2,0.6,0,0.6,0.2,0.2,0,0,0,0.70221144,0.5680444
S06204,0.2,0,0.2,0.6,0,0.6,0,0.2,0,0.2,0,0.68082196,0.5198767
S06205,0.2,0,0.2,0.6,0,0.6,0.2,0,0,0.2,0,0.6584272,0.5607899
S06206,0.2,0,0.2,0.6,0,0.6,0,0.2,0.2,0,0,0.709631,0.5426779
S06207,0.2,0,0.2,0.6,0,0.6,0.2,0,0.2,0,0,0.68370515,0.5702773
S06208,0.2,0,0.2,0.6,0,0.6,0,0,0.2,0.2,0,0.65643525,0.5108151
S06209,0.2,0,0.2,0.6,0,0,0.4,0.4,0,0.2,0,0.25095472,0.7370466
S06210,0.2,0,0.2,0.6,0,0,0.2,0.4,0,0.4,0,0.16614443,0.69770527
S06211,0.2,0,0.2,0.6,0,0,0.4,0.2,0,0.4,0,0.23860955,0.7971418
S06212,0.2,0,0.2,0.6,0,0,0.4,0.4,0.2,0,0,0.25146353,0.7362373
S06213,0.2,0,0.2,0.6,0,0,0,0.4,0.2,0.4,0,0.16569708,0.68772525
S06214,0.2,0,0.2,0.6,0,0,0.4,0,0.2,0.4,0,0.24826945,0.8032767
S06215,0.2,0,0.2,0.6,0,0,0.2,0.4,0.4,0,0,0.26768494,0.31377152
S06216,0.2,0,0.2,0.6,0,0,0.4,0.2,0.4,0,0,0.41631007,0.4282807
S06217,0.2,0,0.2,0.6,0,0,0,0.4,0.4,0.2,0,0.27461904,0.31609386
S06218,0.2,0,0.2,0.6,0,0,0.4,0,0.4,0.2,0,0.41972238,0.4616497
S06219,0.2,0,0.2,0.6,0,0,0,0.2,0.4,0.4,0,0.38814953,0.37580326
S06220,0.2,0,0.2,0.6,0,0,0.2,0,0.4,0.4,0,0.39797497,0.3812078
S06221,0.2,0,0.2,0.6,0,0.2,0.4,0.4,0,0,0,0.25211352,0.73616415
S06222,0.2,0,0.2,0.6,0,0.2,0,0.4,0,0.4,0,0.17291768,0.69246113
S06223,0.2,0,0.2,0.6,0,0.2,0.4,0,0,0.4,0,0.24206546,0.8026
S06224,0.2,0,0.2,0.6,0,0.2,0,0.4,0.4,0,0,0.26639172,0.31502727
S06225,0.2,0,0.2,0.6,0,0.2,0.4,0,0.4,0,0,0.4486243,0.4989885
S06226,0.2,0,0.2,0.6,0,0.2,0,0,0.4,0.4,0,0.4079269,0.37810132
S06227,0.2,0,0.2,0.6,0,0.4,0.2,0.4,0,0,0,0.57483375,0.5656941
S06228,0.2,0,0.2,0.6,0,0.4,0.4,0.2,0,0,0,0.6121121,0.6263006
S06229,0.2,0,0.2,0.6,0,0.4,0,0.4,0,0.2,0,0.37101978,0.5685467
S06230,0.2,0,0.2,0.6,0,0.4,0.4,0,0,0.2,0,0.61313146,0.6246505
S06231,0.2,0,0.2,0.6,0,0.4,0,0.2,0,0.4,0,0.5998586,0.5092947
S06232,0.2,0,0.2,0.6,0,0.4,0.2,0,0,0.4,0,0.59896237,0.5102391
S06233,0.2,0,0.2,0.6,0,0.4,0,0.4,0.2,0,0,0.40401924,0.54485935
S06234,0.2,0,0.2,0.6,0,0.4,0.4,0,0.2,0,0,0.6134055,0.6245074
S06235,0.2,0,0.2,0.6,0,0.4,0,0,0.2,0.4,0,0.60012954,0.50876236
S06236,0.2,0,0.2,0.6,0,0.4,0,0.2,0.4,0,0,0.5757396,0.38246462
S06237,0.2,0,0.2,0.6,0,0.4,0.2,0,0.4,0,0,0.5757258,0.4214599
S06238,0.2,0,0.2,0.6,0,0.4,0,0,0.4,0.2,0,0.54547864,0.40430793
S06239,0.2,0,0,0.6,0.2,0,0.2,0.6,0,0.2,0,0.15173094,0.6670466
S06240,0.2,0,0,0.6,0.2,0,0.6,0.2,0,0.2,0,0.2671253,0.81637514
S06241,0.2,0,0,0.6,0.2,0,0.2,0.6,0.2,0,0,0.13074324,0.6346331
S06242,0.2,0,0,0.6,0.2,0,0.6,0.2,0.2,0,0,0.28279656,0.8324137
S06243,0.2,0,0,0.6,0.2,0,0,0.6,0.2,0.2,0,0.14772025,0.6615813
S06244,0.2,0,0,0.6,0.2,0,0.6,0,0.2,0.2,0,0.27521348,0.8219966
S06245,0.2,0,0,0.6,0.2,0,0.2,0.2,0.6,0,0,0.33322015,0.1446212
S06246,0.2,0,0,0.6,0.2,0,0,0.2,0.6,0.2,0,0.3302641,0.13812977
S06247,0.2,0,0,0.6,0.2,0,0.2,0,0.6,0.2,0,0.33416727,0.1388003
S06248,0.2,0,0,0.6,0.2,0.2,0.2,0.6,0,0,0,0.13354251,0.6349188
S06249,0.2,0,0,0.6,0.2,0.2,0.6,0.2,0,0,0,0.2723462,0.83917713
S06250,0.2,0,0,0.6,0.2,0.2,0,0.6,0,0.2,0,0.14355622,0.65587866
S06251,0.2,0,0,0.6,0.2,0.2,0.6,0,0,0.2,0,0.2642244,0.83002084
S06252,0.2,0,0,0.6,0.2,0.2,0,0.6,0.2,0,0,0.13324566,0.633962
S06253,0.2,0,0,0.6,0.2,0.2,0.6,0,0.2,0,0,0.28441304,0.84412843
S06254,0.2,0,0,0.6,0.2,0.2,0,0.2,0.6,0,0,0.3305438,0.14456207
S06255,0.2,0,0,0.6,0.2,0.2,0.2,0,0.6,0,0,0.33554193,0.14326154
S06256,0.2,0,0,0.6,0.2,0.2,0,0,0.6,0.2,0,0.33234224,0.13681857
S06257,0.2,0,0,0.6,0.2,0.6,0.2,0.2,0,0,0,0.6937026,0.5730408
