,id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,tsne_0,tsne_1
2932,S02903,0.0,0.4,0.0,0.6,0.0,0.4,0.4,0.0,0.0,0.2,0.66106683,0.6325403
2933,S02904,0.0,0.4,0.0,0.6,0.0,0.4,0.0,0.4,0.2,0.0,0.39011705,0.5384589
2934,S02905,0.0,0.4,0.0,0.6,0.0,0.4,0.4,0.0,0.2,0.0,0.66651565,0.62972194
2935,S02906,0.0,0.4,0.0,0.6,0.0,0.4,0.0,0.2,0.4,0.0,0.564043,0.38316306
2936,S02907,0.0,0.4,0.0,0.6,0.0,0.4,0.2,0.0,0.4,0.0,0.5607494,0.42392755
2937,S02908,0.0,0.4,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.2,0.5345589,0.39611647
2938,S02909,0.0,0.0,0.4,0.6,0.0,0.0,0.2,0.6,0.0,0.2,0.18594006,0.62294716
2939,S02910,0.0,0.0,0.4,0.6,0.0,0.0,0.6,0.2,0.0,0.2,0.37718114,0.87196875
2940,S02911,0.0,0.0,0.4,0.6,0.0,0.0,0.2,0.6,0.2,0.0,0.18552583,0.6230327
2941,S02912,0.0,0.0,0.4,0.6,0.0,0.0,0.6,0.2,0.2,0.0,0.37973097,0.8703537
2942,S02913,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.6,0.2,0.2,0.1848114,0.6212775
2943,S02914,0.0,0.0,0.4,0.6,0.0,0.0,0.6,0.0,0.2,0.2,0.38015932,0.87049645
2944,S02915,0.0,0.0,0.4,0.6,0.0,0.0,0.2,0.2,0.6,0.0,0.37367913,0.14389056
2945,S02916,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.6,0.2,0.37863195,0.14374572
2946,S02917,0.0,0.0,0.4,0.6,0.0,0.0,0.2,0.0,0.6,0.2,0.37450397,0.14336707
2947,S02918,0.0,0.0,0.4,0.6,0.0,0.2,0.2,0.6,0.0,0.0,0.18180186,0.6213869
2948,S02919,0.0,0.0,0.4,0.6,0.0,0.2,0.6,0.2,0.0,0.0,0.3745948,0.8733916
2949,S02920,0.0,0.0,0.4,0.6,0.0,0.2,0.0,0.6,0.0,0.2,0.18155059,0.6200409
2950,S02921,0.0,0.0,0.4,0.6,0.0,0.2,0.6,0.0,0.0,0.2,0.3753279,0.87351453
2951,S02922,0.0,0.0,0.4,0.6,0.0,0.2,0.0,0.6,0.2,0.0,0.18098405,0.61988866
2952,S02923,0.0,0.0,0.4,0.6,0.0,0.2,0.6,0.0,0.2,0.0,0.3777758,0.87197965
2953,S02924,0.0,0.0,0.4,0.6,0.0,0.2,0.0,0.2,0.6,0.0,0.37903953,0.14344357
2954,S02925,0.0,0.0,0.4,0.6,0.0,0.2,0.2,0.0,0.6,0.0,0.37470886,0.14319366
2955,S02926,0.0,0.0,0.4,0.6,0.0,0.2,0.0,0.0,0.6,0.2,0.37968123,0.14290704
2956,S02927,0.0,0.0,0.4,0.6,0.0,0.6,0.2,0.2,0.0,0.0,0.713412,0.57495034
2957,S02928,0.0,0.0,0.4,0.6,0.0,0.6,0.0,0.2,0.0,0.2,0.7291768,0.5725458
2958,S02929,0.0,0.0,0.4,0.6,0.0,0.6,0.2,0.0,0.0,0.2,0.71962523,0.59212005
2959,S02930,0.0,0.0,0.4,0.6,0.0,0.6,0.0,0.2,0.2,0.0,0.7214274,0.5632145
2960,S02931,0.0,0.0,0.4,0.6,0.0,0.6,0.2,0.0,0.2,0.0,0.7099011,0.58726805
2961,S02932,0.0,0.0,0.4,0.6,0.0,0.6,0.0,0.0,0.2,0.2,0.7300916,0.5839042
2962,S02933,0.0,0.0,0.4,0.6,0.0,0.0,0.4,0.4,0.0,0.2,0.26438338,0.70424515
2963,S02934,0.0,0.0,0.4,0.6,0.0,0.0,0.4,0.4,0.2,0.0,0.26360756,0.7041248
2964,S02935,0.0,0.0,0.4,0.6,0.0,0.0,0.2,0.4,0.4,0.0,0.29416972,0.29610252
2965,S02936,0.0,0.0,0.4,0.6,0.0,0.0,0.4,0.2,0.4,0.0,0.42062435,0.41915506
2966,S02937,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.4,0.2,0.2882211,0.3036804
2967,S02938,0.0,0.0,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.2,0.42207664,0.47049022
2968,S02939,0.0,0.0,0.4,0.6,0.0,0.2,0.4,0.4,0.0,0.0,0.26389897,0.70424354
2969,S02940,0.0,0.0,0.4,0.6,0.0,0.2,0.0,0.4,0.4,0.0,0.28659874,0.28971255
2970,S02941,0.0,0.0,0.4,0.6,0.0,0.2,0.4,0.0,0.4,0.0,0.45125744,0.50763875
2971,S02942,0.0,0.0,0.4,0.6,0.0,0.4,0.2,0.4,0.0,0.0,0.5734493,0.58104414
2972,S02943,0.0,0.0,0.4,0.6,0.0,0.4,0.4,0.2,0.0,0.0,0.59804136,0.6073987
2973,S02944,0.0,0.0,0.4,0.6,0.0,0.4,0.0,0.4,0.0,0.2,0.36079332,0.5667348
2974,S02945,0.0,0.0,0.4,0.6,0.0,0.4,0.4,0.0,0.0,0.2,0.60941774,0.60206324
2975,S02946,0.0,0.0,0.4,0.6,0.0,0.4,0.0,0.4,0.2,0.0,0.36982197,0.53149265
2976,S02947,0.0,0.0,0.4,0.6,0.0,0.4,0.4,0.0,0.2,0.0,0.6078098,0.6073809
2977,S02948,0.0,0.0,0.4,0.6,0.0,0.4,0.0,0.2,0.4,0.0,0.56433016,0.36899745
2978,S02949,0.0,0.0,0.4,0.6,0.0,0.4,0.2,0.0,0.4,0.0,0.570191,0.4044274
2979,S02950,0.0,0.0,0.4,0.6,0.0,0.4,0.0,0.0,0.4,0.2,0.5490482,0.38285652
2980,S02951,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.6,0.0,0.2,0.12797761,0.5867379
2981,S02952,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.2,0.0,0.2,0.29456323,0.8095008
2982,S02953,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.6,0.2,0.0,0.12700962,0.5867696
2983,S02954,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.2,0.2,0.0,0.2949003,0.81181186
2984,S02955,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.2,0.2,0.1274994,0.5858089
2985,S02956,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.0,0.2,0.2,0.2953012,0.8129256
2986,S02957,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.2,0.6,0.0,0.3371531,0.17349914
2987,S02958,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.2,0.6,0.2,0.3409487,0.17757826
2988,S02959,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.0,0.6,0.2,0.34058106,0.17039423
2989,S02960,0.0,0.0,0.0,0.6,0.4,0.2,0.2,0.6,0.0,0.0,0.12795489,0.5920237
2990,S02961,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.2,0.0,0.0,0.2949965,0.8102188
2991,S02962,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.6,0.0,0.2,0.12837715,0.59102774
2992,S02963,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.0,0.0,0.2,0.2956014,0.81156343
2993,S02964,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.6,0.2,0.0,0.12760435,0.59131217
2994,S02965,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.0,0.2,0.0,0.29581982,0.8136402
2995,S02966,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.2,0.6,0.0,0.3383938,0.17975155
2996,S02967,0.0,0.0,0.0,0.6,0.4,0.2,0.2,0.0,0.6,0.0,0.33899155,0.1702232
2997,S02968,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.0,0.6,0.2,0.34472275,0.17292051
2998,S02969,0.0,0.0,0.0,0.6,0.4,0.6,0.2,0.2,0.0,0.0,0.6857322,0.5859497
2999,S02970,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.2,0.0,0.2,0.6950217,0.5152446
3000,S02971,0.0,0.0,0.0,0.6,0.4,0.6,0.2,0.0,0.0,0.2,0.6618973,0.5804901
3001,S02972,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.2,0.2,0.0,0.7106194,0.52252156
3002,S02973,0.0,0.0,0.0,0.6,0.4,0.6,0.2,0.0,0.2,0.0,0.67300045,0.58481675
3003,S02974,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.0,0.2,0.2,0.6699745,0.50609505
3004,S02975,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.4,0.0,0.2,0.27682734,0.7255318
3005,S02976,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.4,0.2,0.0,0.276666,0.725239
3006,S02977,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.4,0.4,0.0,0.35773146,0.31165698
3007,S02978,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.2,0.4,0.0,0.4446732,0.43763402
3008,S02979,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.4,0.4,0.2,0.3590311,0.3212622
3009,S02980,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.0,0.4,0.2,0.44574773,0.46940875
3010,S02981,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.4,0.0,0.0,0.27689856,0.7253931
3011,S02982,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.4,0.4,0.0,0.36846617,0.30999607
3012,S02983,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.0,0.4,0.0,0.4545567,0.4846173
3013,S02984,0.0,0.0,0.0,0.6,0.4,0.4,0.2,0.4,0.0,0.0,0.5611315,0.5517405
3014,S02985,0.0,0.0,0.0,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.64777863,0.6036258
3015,S02986,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.4,0.0,0.2,0.38834548,0.5692929
3016,S02987,0.0,0.0,0.0,0.6,0.4,0.4,0.4,0.0,0.0,0.2,0.6481623,0.6026776
3017,S02988,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.4,0.2,0.0,0.41261593,0.5356286
3018,S02989,0.0,0.0,0.0,0.6,0.4,0.4,0.4,0.0,0.2,0.0,0.64875275,0.6028736
3019,S02990,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.2,0.4,0.0,0.5912498,0.3779195
3020,S02991,0.0,0.0,0.0,0.6,0.4,0.4,0.2,0.0,0.4,0.0,0.58071053,0.41035765
3021,S02992,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.0,0.4,0.2,0.55762666,0.39812115
3022,S02993,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.2736618,0.42225036
3023,S02994,0.4,0.6,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.5503481,0.8454655
3024,S02995,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.26357463,0.4052498
3025,S02996,0.4,0.6,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.54651934,0.85021925
3026,S02997,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.26498693,0.3943397
3027,S02998,0.4,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.5490512,0.8473821
3028,S02999,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.533397,0.13913845
3029,S03000,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.53697354,0.14268944
3030,S03001,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.5360216,0.1393306
3031,S03002,0.4,0.6,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.26738325,0.4227735
3032,S03003,0.4,0.6,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.5493669,0.848701
3033,S03004,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.262936,0.42025724
3034,S03005,0.4,0.6,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.55105996,0.8459143
3035,S03006,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.2597607,0.41169885
3036,S03007,0.4,0.6,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.5472002,0.8506247
3037,S03008,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.5337457,0.14367115
3038,S03009,0.4,0.6,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.5335707,0.13957427
3039,S03010,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.5374547,0.14310332
3040,S03011,0.4,0.6,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.8512372,0.39689124
3041,S03012,0.4,0.6,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.85039216,0.39566046
3042,S03013,0.4,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.8525972,0.39337444
3043,S03014,0.4,0.6,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.8509472,0.39621648
3044,S03015,0.4,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.8533821,0.3933874
3045,S03016,0.4,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.8522895,0.3926596
3046,S03017,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.45938897,0.67206424
3047,S03018,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.458461,0.6738383
3048,S03019,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.22947219,0.2594492
3049,S03020,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.4972227,0.41295698
3050,S03021,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.27180487,0.37656292
3051,S03022,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.5302906,0.44329143
3052,S03023,0.4,0.6,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.45640466,0.6744486
3053,S03024,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.2374215,0.24577424
3054,S03025,0.4,0.6,0.0,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.50340784,0.4824532
3055,S03026,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.66342986,0.39537546
3056,S03027,0.4,0.6,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.6853533,0.68457454
3057,S03028,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.71308565,0.35529697
3058,S03029,0.4,0.6,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.6775501,0.6648134
3059,S03030,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.692565,0.35381088
3060,S03031,0.4,0.6,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.69221836,0.671803
3061,S03032,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.63355094,0.25683254
3062,S03033,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.6334657,0.2567679
3063,S03034,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.63597804,0.25574294
3064,S03035,0.4,0.0,0.6,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.28621662,0.47522196
3065,S03036,0.4,0.0,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.5904918,0.862409
3066,S03037,0.4,0.0,0.6,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.19057153,0.3946946
3067,S03038,0.4,0.0,0.6,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.5849976,0.8630134
3068,S03039,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.19392855,0.38267678
3069,S03040,0.4,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.58693874,0.862437
3070,S03041,0.4,0.0,0.6,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.60796154,0.16112469
3071,S03042,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.60797614,0.16557619
3072,S03043,0.4,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.60817116,0.16151822
3073,S03044,0.4,0.0,0.6,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.26701695,0.48058343
3074,S03045,0.4,0.0,0.6,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.58981705,0.8626487
3075,S03046,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.27531537,0.47909522
3076,S03047,0.4,0.0,0.6,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.5910527,0.86203736
3077,S03048,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.18313648,0.4023505
3078,S03049,0.4,0.0,0.6,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.5856241,0.86266243
3079,S03050,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.60863245,0.1665462
3080,S03051,0.4,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.60895526,0.1621814
3081,S03052,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.6089469,0.16625212
3082,S03053,0.4,0.0,0.6,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.8298655,0.45125183
3083,S03054,0.4,0.0,0.6,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.8296472,0.447945
3084,S03055,0.4,0.0,0.6,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.83417743,0.44829682
3085,S03056,0.4,0.0,0.6,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.8291074,0.4504802
3086,S03057,0.4,0.0,0.6,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.83463275,0.4514335
3087,S03058,0.4,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.8338193,0.4474041
3088,S03059,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.40841004,0.5937663
3089,S03060,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.40685514,0.5929807
3090,S03061,0.4,0.0,0.6,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.31625435,0.3158393
3091,S03062,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.5177086,0.4282623
3092,S03063,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.30177417,0.32478437
3093,S03064,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.55076337,0.46020564
3094,S03065,0.4,0.0,0.6,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.40484342,0.59447163
3095,S03066,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.31022435,0.32309073
3096,S03067,0.4,0.0,0.6,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.5463464,0.49441192
3097,S03068,0.4,0.0,0.6,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.70066917,0.4097184
3098,S03069,0.4,0.0,0.6,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.6302258,0.7202424
3099,S03070,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.7093968,0.4002428
3100,S03071,0.4,0.0,0.6,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.6079668,0.7019902
3101,S03072,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.7009564,0.40017614
3102,S03073,0.4,0.0,0.6,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.6176795,0.7153131
3103,S03074,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.6990885,0.2884945
3104,S03075,0.4,0.0,0.6,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.69909954,0.28820276
3105,S03076,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.6985215,0.28753915
3106,S03077,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.6,0.0,0.2,0.20754342,0.43642098
3107,S03078,0.4,0.0,0.0,0.0,0.6,0.0,0.6,0.2,0.0,0.2,0.5559078,0.76057285
3108,S03079,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.6,0.2,0.0,0.20043628,0.42904106
3109,S03080,0.4,0.0,0.0,0.0,0.6,0.0,0.6,0.2,0.2,0.0,0.5388822,0.7707405
3110,S03081,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.2,0.2,0.20344687,0.4292029
3111,S03082,0.4,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.2,0.2,0.55833447,0.772778
3112,S03083,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.6,0.0,0.5486495,0.21921296
3113,S03084,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.6,0.2,0.55447257,0.21849392
3114,S03085,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.6,0.2,0.5516984,0.21734457
3115,S03086,0.4,0.0,0.0,0.0,0.6,0.2,0.2,0.6,0.0,0.0,0.20746812,0.44470227
3116,S03087,0.4,0.0,0.0,0.0,0.6,0.2,0.6,0.2,0.0,0.0,0.5444633,0.7596464
3117,S03088,0.4,0.0,0.0,0.0,0.6,0.2,0.0,0.6,0.0,0.2,0.20701562,0.44000968
3118,S03089,0.4,0.0,0.0,0.0,0.6,0.2,0.6,0.0,0.0,0.2,0.5660831,0.7618643
3119,S03090,0.4,0.0,0.0,0.0,0.6,0.2,0.0,0.6,0.2,0.0,0.20224491,0.43500376
3120,S03091,0.4,0.0,0.0,0.0,0.6,0.2,0.6,0.0,0.2,0.0,0.548624,0.77630264
3121,S03092,0.4,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.6,0.0,0.552782,0.22339542
3122,S03093,0.4,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.6,0.0,0.5496641,0.2211327
3123,S03094,0.4,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.6,0.2,0.5551602,0.22005145
3124,S03095,0.4,0.0,0.0,0.0,0.6,0.6,0.2,0.2,0.0,0.0,0.7748262,0.3982351
3125,S03096,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.2,0.0,0.2,0.7748144,0.39748314
3126,S03097,0.4,0.0,0.0,0.0,0.6,0.6,0.2,0.0,0.0,0.2,0.7750913,0.39444616
3127,S03098,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.2,0.2,0.0,0.7741806,0.39780676
3128,S03099,0.4,0.0,0.0,0.0,0.6,0.6,0.2,0.0,0.2,0.0,0.77457106,0.39382324
3129,S03100,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.2,0.2,0.77452266,0.39374882
3130,S03101,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.4,0.0,0.2,0.41315484,0.64849234
3131,S03102,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.4,0.2,0.0,0.41119418,0.64848846
3132,S03103,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.4,0.4,0.0,0.33550957,0.34296146
3133,S03104,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.2,0.4,0.0,0.4819169,0.4395373
3134,S03105,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.4,0.2,0.32767692,0.3613581
3135,S03106,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.4,0.2,0.5370135,0.47228533
3136,S03107,0.4,0.0,0.0,0.0,0.6,0.2,0.4,0.4,0.0,0.0,0.41135585,0.64947003
3137,S03108,0.4,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.4,0.0,0.33775023,0.35460243
3138,S03109,0.4,0.0,0.0,0.0,0.6,0.2,0.4,0.0,0.4,0.0,0.5201319,0.51103324
3139,S03110,0.4,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.0,0.0,0.677183,0.42337894
3140,S03111,0.4,0.0,0.0,0.0,0.6,0.4,0.4,0.2,0.0,0.0,0.7520781,0.71928406
3141,S03112,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.0,0.2,0.700722,0.37981284
3142,S03113,0.4,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.0,0.2,0.6405328,0.66569084
3143,S03114,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.2,0.0,0.670453,0.3770752
3144,S03115,0.4,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.2,0.0,0.76776123,0.69806653
3145,S03116,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.4,0.0,0.6622754,0.33143798
3146,S03117,0.4,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.4,0.0,0.6595204,0.33113644
3147,S03118,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.4,0.2,0.6607264,0.3287623
3148,S03119,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.6,0.0,0.2,0.14954546,0.6686554
3149,S03120,0.4,0.0,0.0,0.6,0.0,0.0,0.6,0.2,0.0,0.2,0.26121753,0.8184158
3150,S03121,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.6,0.2,0.0,0.13242848,0.6512335
3151,S03122,0.4,0.0,0.0,0.6,0.0,0.0,0.6,0.2,0.2,0.0,0.27866265,0.8357394
3152,S03123,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.2,0.2,0.14503355,0.6640075
3153,S03124,0.4,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.2,0.2,0.26948404,0.82430965
3154,S03125,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.6,0.0,0.34506232,0.1123035
3155,S03126,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.6,0.2,0.34023768,0.11104326
3156,S03127,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.2,0.3418003,0.11285314
3157,S03128,0.4,0.0,0.0,0.6,0.0,0.2,0.2,0.6,0.0,0.0,0.13223734,0.6491248
3158,S03129,0.4,0.0,0.0,0.6,0.0,0.2,0.6,0.2,0.0,0.0,0.26985487,0.8424567
3159,S03130,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.6,0.0,0.2,0.1401222,0.6581915
3160,S03131,0.4,0.0,0.0,0.6,0.0,0.2,0.6,0.0,0.0,0.2,0.26125932,0.8305429
3161,S03132,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.6,0.2,0.0,0.13190219,0.6485237
3162,S03133,0.4,0.0,0.0,0.6,0.0,0.2,0.6,0.0,0.2,0.0,0.27977923,0.84817255
3163,S03134,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.6,0.0,0.34488577,0.10920461
3164,S03135,0.4,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.6,0.0,0.34581137,0.11122755
3165,S03136,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.6,0.2,0.34105867,0.11002356
3166,S03137,0.4,0.0,0.0,0.6,0.0,0.6,0.2,0.2,0.0,0.0,0.6442747,0.48521864
3167,S03138,0.4,0.0,0.0,0.6,0.0,0.6,0.0,0.2,0.0,0.2,0.6374062,0.48605338
