id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1
S01755,0.2,0.4,0.4,0,0,0,0,0,1,0,0,0.22545144,0.21176267
S01756,0.2,0.4,0.4,0,0,1,0,0,0,0,0,0.865855,0.25515756
S01757,0.2,0.4,0,0,0.4,0,0,1,0,0,0,0.15745373,0.73056805
S01758,0.2,0.4,0,0,0.4,0,1,0,0,0,0,0.7916971,0.8340236
S01759,0.2,0.4,0,0,0.4,0,0,0,1,0,0,0.16992013,0.30802432
S01760,0.2,0.4,0,0,0.4,1,0,0,0,0,0,0.9034231,0.29600132
S01761,0.2,0,0.4,0,0.4,0,0,1,0,0,0,0.12077338,0.68626434
S01762,0.2,0,0.4,0,0.4,0,1,0,0,0,0,0.75884306,0.80717266
S01763,0.2,0,0.4,0,0.4,0,0,0,1,0,0,0.20194024,0.27888
S01764,0.2,0,0.4,0,0.4,1,0,0,0,0,0,0.92466015,0.24820608
S01765,0.2,0.4,0,0.4,0,0,0,1,0,0,0,0.218511,0.74808353
S01766,0.2,0.4,0,0.4,0,0,1,0,0,0,0,0.6756203,0.83328784
S01767,0.2,0.4,0,0.4,0,0,0,0,1,0,0,0.16628039,0.19744492
S01768,0.2,0.4,0,0.4,0,1,0,0,0,0,0,0.8946842,0.3348112
S01769,0.2,0,0.4,0.4,0,0,0,1,0,0,0,0.25455248,0.78786033
S01770,0.2,0,0.4,0.4,0,0,1,0,0,0,0,0.71412766,0.7997528
S01771,0.2,0,0.4,0.4,0,0,0,0,1,0,0,0.18051255,0.2442201
S01772,0.2,0,0.4,0.4,0,1,0,0,0,0,0,0.9339751,0.36687347
S01773,0.2,0,0,0.4,0.4,0,0,1,0,0,0,0.20588997,0.8046548
S01774,0.2,0,0,0.4,0.4,0,1,0,0,0,0,0.72556335,0.85783726
S01775,0.2,0,0,0.4,0.4,0,0,0,1,0,0,0.13126919,0.2764114
S01776,0.2,0,0,0.4,0.4,1,0,0,0,0,0,0.95797235,0.32606524
S01777,0.4,0.4,0.2,0,0,0,0,1,0,0,0,0.085589044,0.6248204
S01778,0.4,0.4,0.2,0,0,0,1,0,0,0,0,0.8434336,0.76764333
S01779,0.4,0.4,0.2,0,0,0,0,0,1,0,0,0.25059167,0.17722292
S01780,0.4,0.4,0.2,0,0,1,0,0,0,0,0,0.8259405,0.24102136
S01781,0.4,0.2,0.4,0,0,0,0,1,0,0,0,0.105634935,0.6339758
S01782,0.4,0.2,0.4,0,0,0,1,0,0,0,0,0.81312245,0.7791061
S01783,0.4,0.2,0.4,0,0,0,0,0,1,0,0,0.26902467,0.1969563
S01784,0.4,0.2,0.4,0,0,1,0,0,0,0,0,0.8446699,0.21655679
S01785,0.4,0.4,0,0,0.2,0,0,1,0,0,0,0.07705781,0.6226603
S01786,0.4,0.4,0,0,0.2,0,1,0,0,0,0,0.85704726,0.7644274
S01787,0.4,0.4,0,0,0.2,0,0,0,1,0,0,0.24673192,0.16802788
S01788,0.4,0.4,0,0,0.2,1,0,0,0,0,0,0.8155953,0.2333708
S01789,0.4,0,0.4,0,0.2,0,0,1,0,0,0,0.106518015,0.64971817
S01790,0.4,0,0.4,0,0.2,0,1,0,0,0,0,0.8111749,0.7960613
S01791,0.4,0,0.4,0,0.2,0,0,0,1,0,0,0.28470817,0.19764037
S01792,0.4,0,0.4,0,0.2,1,0,0,0,0,0,0.8465628,0.19813503
S01793,0.4,0.2,0,0,0.4,0,0,1,0,0,0,0.07534639,0.6763375
S01794,0.4,0.2,0,0,0.4,0,1,0,0,0,0,0.8148992,0.8408785
S01795,0.4,0.2,0,0,0.4,0,0,0,1,0,0,0.3094222,0.16402487
S01796,0.4,0.2,0,0,0.4,1,0,0,0,0,0,0.8174308,0.1706071
S01797,0.4,0,0.2,0,0.4,0,0,1,0,0,0,0.08512241,0.6821553
S01798,0.4,0,0.2,0,0.4,0,1,0,0,0,0,0.81721234,0.8309119
S01799,0.4,0,0.2,0,0.4,0,0,0,1,0,0,0.30330646,0.17284761
S01800,0.4,0,0.2,0,0.4,1,0,0,0,0,0,0.82731014,0.1766713
S01801,0.4,0.4,0,0.2,0,0,0,1,0,0,0,0.06889715,0.6250671
S01802,0.4,0.4,0,0.2,0,0,1,0,0,0,0,0.85092103,0.7590486
S01803,0.4,0.4,0,0.2,0,0,0,0,1,0,0,0.24962294,0.15762722
S01804,0.4,0.4,0,0.2,0,1,0,0,0,0,0,0.8133615,0.24281424
S01805,0.4,0,0.4,0.2,0,0,0,1,0,0,0,0.11420902,0.6417197
S01806,0.4,0,0.4,0.2,0,0,1,0,0,0,0,0.806916,0.7880819
S01807,0.4,0,0.4,0.2,0,0,0,0,1,0,0,0.27330837,0.20726156
S01808,0.4,0,0.4,0.2,0,1,0,0,0,0,0,0.8516489,0.2084518
S01809,0.4,0,0,0.2,0.4,0,0,1,0,0,0,0.07246091,0.68570673
S01810,0.4,0,0,0.2,0.4,0,1,0,0,0,0,0.824176,0.8384857
S01811,0.4,0,0,0.2,0.4,0,0,0,1,0,0,0.30173573,0.15994275
S01812,0.4,0,0,0.2,0.4,1,0,0,0,0,0,0.8114178,0.17746703
S01813,0.4,0.2,0,0.4,0,0,0,1,0,0,0,0.0488735,0.6459026
S01814,0.4,0.2,0,0.4,0,0,1,0,0,0,0,0.8600897,0.83539957
S01815,0.4,0.2,0,0.4,0,0,0,0,1,0,0,0.26077533,0.14284804
S01816,0.4,0.2,0,0.4,0,1,0,0,0,0,0,0.7966944,0.20957957
S01817,0.4,0,0.2,0.4,0,0,0,1,0,0,0,0.03918117,0.6544917
S01818,0.4,0,0.2,0.4,0,0,1,0,0,0,0,0.8550544,0.828422
S01819,0.4,0,0.2,0.4,0,0,0,0,1,0,0,0.26454234,0.13173664
S01820,0.4,0,0.2,0.4,0,1,0,0,0,0,0,0.7917463,0.20071647
S01821,0.4,0,0,0.4,0.2,0,0,1,0,0,0,0.04915609,0.6578478
S01822,0.4,0,0,0.4,0.2,0,1,0,0,0,0,0.84950346,0.8344803
S01823,0.4,0,0,0.4,0.2,0,0,0,1,0,0,0.27452254,0.13868178
S01824,0.4,0,0,0.4,0.2,1,0,0,0,0,0,0.795462,0.19019654
S01825,0,1,0,0,0,0.2,0.2,0.4,0.2,0,0,0.40575674,0.5408939
S01826,0,1,0,0,0,0.2,0.4,0.2,0.2,0,0,0.5259329,0.55883443
S01827,0,1,0,0,0,0.2,0.2,0.2,0.4,0,0,0.4046839,0.4555823
S01828,0,1,0,0,0,0.4,0.2,0.2,0.2,0,0,0.62233365,0.43793565
S01829,0,0,1,0,0,0.2,0.2,0.4,0.2,0,0,0.35765582,0.54313517
S01830,0,0,1,0,0,0.2,0.4,0.2,0.2,0,0,0.55632496,0.6034192
S01831,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0.40865925,0.41434205
S01832,0,0,1,0,0,0.4,0.2,0.2,0.2,0,0,0.7176793,0.40727836
S01833,0,0,0,0,1,0.2,0.2,0.4,0.2,0,0,0.29771695,0.57511765
S01834,0,0,0,0,1,0.2,0.4,0.2,0.2,0,0,0.589496,0.66643256
S01835,0,0,0,0,1,0.2,0.2,0.2,0.4,0,0,0.36977273,0.5040509
S01836,0,0,0,0,1,0.4,0.2,0.2,0.2,0,0,0.7113619,0.452278
S01837,0,0,0,1,0,0,0.2,0.4,0.2,0.2,0,0.36048064,0.9057185
S01838,0,0,0,1,0,0,0.4,0.2,0.2,0.2,0,0.53753084,0.91323525
S01839,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0.4550687,0.9251142
S01840,0,0,0,1,0,0,0.2,0.2,0.4,0.2,0,0.41989362,0.9376858
S01841,0,0,0,1,0,0.2,0.2,0.4,0,0.2,0,0.38128924,0.89561784
S01842,0,0,0,1,0,0.2,0.4,0.2,0,0.2,0,0.55445236,0.9295549
S01843,0,0,0,1,0,0.2,0.2,0.2,0,0.4,0,0.48345605,0.93272567
S01844,0,0,0,1,0,0.2,0.2,0.4,0.2,0,0,0.37898818,0.9176929
S01845,0,0,0,1,0,0.2,0.4,0.2,0.2,0,0,0.5352702,0.93515784
S01846,0,0,0,1,0,0.2,0,0.4,0.2,0.2,0,0.37096316,0.90848535
S01847,0,0,0,1,0,0.2,0.4,0,0.2,0.2,0,0.54302293,0.925606
S01848,0,0,0,1,0,0.2,0,0.2,0.2,0.4,0,0.4605327,0.9366134
S01849,0,0,0,1,0,0.2,0.2,0,0.2,0.4,0,0.47225562,0.937269
S01850,0,0,0,1,0,0.2,0.2,0.2,0.4,0,0,0.43795428,0.9709511
S01851,0,0,0,1,0,0.2,0,0.2,0.4,0.2,0,0.43799958,0.95711386
S01852,0,0,0,1,0,0.2,0.2,0,0.4,0.2,0,0.4489632,0.9571184
S01853,0,0,0,1,0,0.4,0.2,0.2,0,0.2,0,0.5079358,0.9562678
S01854,0,0,0,1,0,0.4,0.2,0.2,0.2,0,0,0.47624096,0.9784859
S01855,0,0,0,1,0,0.4,0,0.2,0.2,0.2,0,0.4731997,0.9642118
S01856,0,0,0,1,0,0.4,0.2,0,0.2,0.2,0,0.48466444,0.9661954
S01857,1,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0.5205818,0.037459645
S01858,1,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0.5562512,0.0455156
S01859,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0.5341405,0.06609205
S01860,1,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0.45514753,0.07331087
S01861,1,0,0,0,0,0.2,0.2,0.4,0,0.2,0,0.5316121,0.03762829
S01862,1,0,0,0,0,0.2,0.4,0.2,0,0.2,0,0.5676338,0.047197796
S01863,1,0,0,0,0,0.2,0.2,0.2,0,0.4,0,0.5460859,0.06800396
S01864,1,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0.52619207,0.020919038
S01865,1,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0.5829243,0.033329394
S01866,1,0,0,0,0,0.2,0,0.4,0.2,0.2,0,0.4950245,0.044704083
S01867,1,0,0,0,0,0.2,0.4,0,0.2,0.2,0,0.58757657,0.06408328
S01868,1,0,0,0,0,0.2,0,0.2,0.2,0.4,0,0.5229392,0.071597226
S01869,1,0,0,0,0,0.2,0.2,0,0.2,0.4,0,0.5560472,0.07913949
S01870,1,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0.46461153,0.065224364
S01871,1,0,0,0,0,0.2,0,0.2,0.4,0.2,0,0.4446502,0.06709391
S01872,1,0,0,0,0,0.2,0.2,0,0.4,0.2,0,0.45865658,0.086545914
S01873,1,0,0,0,0,0.4,0.2,0.2,0,0.2,0,0.6384479,0.07591865
S01874,1,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0.64501864,0.06680986
S01875,1,0,0,0,0,0.4,0,0.2,0.2,0.2,0,0.65394574,0.088944525
S01876,1,0,0,0,0,0.4,0.2,0,0.2,0.2,0,0.62859416,0.08638593
S01877,0,0.8,0.2,0,0,0,0.2,0.6,0.2,0,0,0.2480907,0.69266343
S01878,0,0.8,0.2,0,0,0,0.6,0.2,0.2,0,0,0.8363365,0.6911447
S01879,0,0.8,0.2,0,0,0,0.2,0.2,0.6,0,0,0.29575557,0.3261318
S01880,0,0.8,0.2,0,0,0.2,0.2,0.6,0,0,0,0.24217878,0.68431216
S01881,0,0.8,0.2,0,0,0.2,0.6,0.2,0,0,0,0.8508766,0.6711949
S01882,0,0.8,0.2,0,0,0.2,0,0.6,0.2,0,0,0.2333489,0.6822469
S01883,0,0.8,0.2,0,0,0.2,0.6,0,0.2,0,0,0.84281266,0.68220335
S01884,0,0.8,0.2,0,0,0.2,0,0.2,0.6,0,0,0.27284306,0.33934242
S01885,0,0.8,0.2,0,0,0.2,0.2,0,0.6,0,0,0.31635973,0.3149588
S01886,0,0.8,0.2,0,0,0.6,0.2,0.2,0,0,0,0.8276745,0.32007504
S01887,0,0.8,0.2,0,0,0.6,0,0.2,0.2,0,0,0.8268778,0.31969336
S01888,0,0.8,0.2,0,0,0.6,0.2,0,0.2,0,0,0.8275249,0.31614083
S01889,0,0.8,0.2,0,0,0,0.4,0.4,0.2,0,0,0.44470924,0.56143475
S01890,0,0.8,0.2,0,0,0,0.2,0.4,0.4,0,0,0.33241582,0.48734003
S01891,0,0.8,0.2,0,0,0,0.4,0.2,0.4,0,0,0.40939978,0.46784583
S01892,0,0.8,0.2,0,0,0.2,0.4,0.4,0,0,0,0.5079677,0.5689654
S01893,0,0.8,0.2,0,0,0.2,0,0.4,0.4,0,0,0.2416069,0.47502115
S01894,0,0.8,0.2,0,0,0.2,0.4,0,0.4,0,0,0.44296962,0.4182916
S01895,0,0.8,0.2,0,0,0.4,0.2,0.4,0,0,0,0.56702393,0.5446633
S01896,0,0.8,0.2,0,0,0.4,0.4,0.2,0,0,0,0.86345047,0.5574036
S01897,0,0.8,0.2,0,0,0.4,0,0.4,0.2,0,0,0.6019951,0.44686374
S01898,0,0.8,0.2,0,0,0.4,0.4,0,0.2,0,0,0.8653986,0.54575074
S01899,0,0.8,0.2,0,0,0.4,0,0.2,0.4,0,0,0.6084813,0.4244476
S01900,0,0.8,0.2,0,0,0.4,0.2,0,0.4,0,0,0.62220657,0.4196649
S01901,0,0.2,0.8,0,0,0,0.2,0.6,0.2,0,0,0.17737813,0.6302428
S01902,0,0.2,0.8,0,0,0,0.6,0.2,0.2,0,0,0.725466,0.74392277
S01903,0,0.2,0.8,0,0,0,0.2,0.2,0.6,0,0,0.26065248,0.2780169
S01904,0,0.2,0.8,0,0,0.2,0.2,0.6,0,0,0,0.18071029,0.62713736
S01905,0,0.2,0.8,0,0,0.2,0.6,0.2,0,0,0,0.7457764,0.7346041
S01906,0,0.2,0.8,0,0,0.2,0,0.6,0.2,0,0,0.183042,0.6238461
S01907,0,0.2,0.8,0,0,0.2,0.6,0,0.2,0,0,0.73327595,0.73853457
S01908,0,0.2,0.8,0,0,0.2,0,0.2,0.6,0,0,0.2490612,0.28284475
S01909,0,0.2,0.8,0,0,0.2,0.2,0,0.6,0,0,0.26803663,0.27164227
S01910,0,0.2,0.8,0,0,0.6,0.2,0.2,0,0,0,0.7346635,0.38687924
S01911,0,0.2,0.8,0,0,0.6,0,0.2,0.2,0,0,0.7295598,0.37539384
S01912,0,0.2,0.8,0,0,0.6,0.2,0,0.2,0,0,0.7273925,0.39553002
S01913,0,0.2,0.8,0,0,0,0.4,0.4,0.2,0,0,0.40519863,0.5976669
S01914,0,0.2,0.8,0,0,0,0.2,0.4,0.4,0,0,0.34872288,0.52825046
S01915,0,0.2,0.8,0,0,0,0.4,0.2,0.4,0,0,0.4098189,0.51428
S01916,0,0.2,0.8,0,0,0.2,0.4,0.4,0,0,0,0.4724975,0.5828165
S01917,0,0.2,0.8,0,0,0.2,0,0.4,0.4,0,0,0.25130376,0.5038393
S01918,0,0.2,0.8,0,0,0.2,0.4,0,0.4,0,0,0.50145525,0.43496448
S01919,0,0.2,0.8,0,0,0.4,0.2,0.4,0,0,0,0.55410475,0.49771246
S01920,0,0.2,0.8,0,0,0.4,0.4,0.2,0,0,0,0.7470569,0.45294106
S01921,0,0.2,0.8,0,0,0.4,0,0.4,0.2,0,0,0.5433475,0.4787931
S01922,0,0.2,0.8,0,0,0.4,0.4,0,0.2,0,0,0.73605293,0.44988316
S01923,0,0.2,0.8,0,0,0.4,0,0.2,0.4,0,0,0.6005355,0.3712925
S01924,0,0.2,0.8,0,0,0.4,0.2,0,0.4,0,0,0.61346155,0.36715636
S01925,0,0.8,0,0,0.2,0,0.2,0.6,0.2,0,0,0.24782862,0.6936027
S01926,0,0.8,0,0,0.2,0,0.6,0.2,0.2,0,0,0.83591425,0.6898688
S01927,0,0.8,0,0,0.2,0,0.2,0.2,0.6,0,0,0.2968985,0.32958886
S01928,0,0.8,0,0,0.2,0.2,0.2,0.6,0,0,0,0.24240942,0.68555
S01929,0,0.8,0,0,0.2,0.2,0.6,0.2,0,0,0,0.85091686,0.6701638
S01930,0,0.8,0,0,0.2,0.2,0,0.6,0.2,0,0,0.23408207,0.68345934
S01931,0,0.8,0,0,0.2,0.2,0.6,0,0.2,0,0,0.8425701,0.68111897
S01932,0,0.8,0,0,0.2,0.2,0,0.2,0.6,0,0,0.27196574,0.34317318
S01933,0,0.8,0,0,0.2,0.2,0.2,0,0.6,0,0,0.3182181,0.31883195
S01934,0,0.8,0,0,0.2,0.6,0.2,0.2,0,0,0,0.83781534,0.32875675
S01935,0,0.8,0,0,0.2,0.6,0,0.2,0.2,0,0,0.83666426,0.3283803
S01936,0,0.8,0,0,0.2,0.6,0.2,0,0.2,0,0,0.8419388,0.32812288
S01937,0,0.8,0,0,0.2,0,0.4,0.4,0.2,0,0,0.44904566,0.56188154
S01938,0,0.8,0,0,0.2,0,0.2,0.4,0.4,0,0,0.33050567,0.48678687
S01939,0,0.8,0,0,0.2,0,0.4,0.2,0.4,0,0,0.40881762,0.46798557
S01940,0,0.8,0,0,0.2,0.2,0.4,0.4,0,0,0,0.51206625,0.5703609
S01941,0,0.8,0,0,0.2,0.2,0,0.4,0.4,0,0,0.24124764,0.47352245
S01942,0,0.8,0,0,0.2,0.2,0.4,0,0.4,0,0,0.44278753,0.4199073
S01943,0,0.8,0,0,0.2,0.4,0.2,0.4,0,0,0,0.57269806,0.54658586
S01944,0,0.8,0,0,0.2,0.4,0.4,0.2,0,0,0,0.8615123,0.5585026
S01945,0,0.8,0,0,0.2,0.4,0,0.4,0.2,0,0,0.60153514,0.4454901
S01946,0,0.8,0,0,0.2,0.4,0.4,0,0.2,0,0,0.863665,0.54507643
S01947,0,0.8,0,0,0.2,0.4,0,0.2,0.4,0,0,0.60571283,0.42693233
S01948,0,0.8,0,0,0.2,0.4,0.2,0,0.4,0,0,0.62623876,0.4206561
S01949,0,0,0.8,0,0.2,0,0.2,0.6,0.2,0,0,0.1686897,0.6205418
S01950,0,0,0.8,0,0.2,0,0.6,0.2,0.2,0,0,0.72473174,0.7466623
S01951,0,0,0.8,0,0.2,0,0.2,0.2,0.6,0,0,0.25852743,0.2784224
S01952,0,0,0.8,0,0.2,0.2,0.2,0.6,0,0,0,0.17774665,0.6217227
S01953,0,0,0.8,0,0.2,0.2,0.6,0.2,0,0,0,0.743033,0.73691785
S01954,0,0,0.8,0,0.2,0.2,0,0.6,0.2,0,0,0.17896459,0.6150705
S01955,0,0,0.8,0,0.2,0.2,0.6,0,0.2,0,0,0.7319003,0.7409191
S01956,0,0,0.8,0,0.2,0.2,0,0.2,0.6,0,0,0.24650912,0.28304628
S01957,0,0,0.8,0,0.2,0.2,0.2,0,0.6,0,0,0.26706016,0.27210274
S01958,0,0,0.8,0,0.2,0.6,0.2,0.2,0,0,0,0.7384482,0.3892205
S01959,0,0,0.8,0,0.2,0.6,0,0.2,0.2,0,0,0.7322914,0.3784591
S01960,0,0,0.8,0,0.2,0.6,0.2,0,0.2,0,0,0.73210806,0.39916167
S01961,0,0,0.8,0,0.2,0,0.4,0.4,0.2,0,0,0.40542296,0.602519
S01962,0,0,0.8,0,0.2,0,0.2,0.4,0.4,0,0,0.34536248,0.53271294
S01963,0,0,0.8,0,0.2,0,0.4,0.2,0.4,0,0,0.41447768,0.5175796
S01964,0,0,0.8,0,0.2,0.2,0.4,0.4,0,0,0,0.4685871,0.5869085
S01965,0,0,0.8,0,0.2,0.2,0,0.4,0.4,0,0,0.253781,0.5076313
S01966,0,0,0.8,0,0.2,0.2,0.4,0,0.4,0,0,0.5028913,0.43942383
S01967,0,0,0.8,0,0.2,0.4,0.2,0.4,0,0,0,0.5561645,0.49476343
S01968,0,0,0.8,0,0.2,0.4,0.4,0.2,0,0,0,0.7479796,0.45397088
S01969,0,0,0.8,0,0.2,0.4,0,0.4,0.2,0,0,0.5418595,0.47697377
S01970,0,0,0.8,0,0.2,0.4,0.4,0,0.2,0,0,0.7369484,0.45045897
S01971,0,0,0.8,0,0.2,0.4,0,0.2,0.4,0,0,0.5980414,0.3690818
S01972,0,0,0.8,0,0.2,0.4,0.2,0,0.4,0,0,0.61482596,0.36410895
S01973,0,0.2,0,0,0.8,0,0.2,0.6,0.2,0,0,0.29382518,0.58789474
S01974,0,0.2,0,0,0.8,0,0.6,0.2,0.2,0,0,0.60161316,0.688706
S01975,0,0.2,0,0,0.8,0,0.2,0.2,0.6,0,0,0.16054745,0.3650096
S01976,0,0.2,0,0,0.8,0.2,0.2,0.6,0,0,0,0.28487167,0.5957213
S01977,0,0.2,0,0,0.8,0.2,0.6,0.2,0,0,0,0.5986864,0.67692286
S01978,0,0.2,0,0,0.8,0.2,0,0.6,0.2,0,0,0.27472153,0.587113
S01979,0,0.2,0,0,0.8,0.2,0.6,0,0.2,0,0,0.61021805,0.68355006
S01980,0,0.2,0,0,0.8,0.2,0,0.2,0.6,0,0,0.16188616,0.3794921
S01981,0,0.2,0,0,0.8,0.2,0.2,0,0.6,0,0,0.15391903,0.35753044
S01982,0,0.2,0,0,0.8,0.6,0.2,0.2,0,0,0,0.79601425,0.430663
S01983,0,0.2,0,0,0.8,0.6,0,0.2,0.2,0,0,0.7900641,0.42055473
S01984,0,0.2,0,0,0.8,0.6,0.2,0,0.2,0,0,0.80256796,0.4436636
S01985,0,0.2,0,0,0.8,0,0.4,0.4,0.2,0,0,0.4455462,0.64274234
S01986,0,0.2,0,0,0.8,0,0.2,0.4,0.4,0,0,0.29609263,0.5556076
S01987,0,0.2,0,0,0.8,0,0.4,0.2,0.4,0,0,0.46694222,0.51596844
S01988,0,0.2,0,0,0.8,0.2,0.4,0.4,0,0,0,0.4580574,0.64563066
S01989,0,0.2,0,0,0.8,0.2,0,0.4,0.4,0,0,0.27916935,0.5518959
S01990,0,0.2,0,0,0.8,0.2,0.4,0,0.4,0,0,0.48804522,0.49426523
S01991,0,0.2,0,0,0.8,0.4,0.2,0.4,0,0,0,0.6168926,0.50953907
S01992,0,0.2,0,0,0.8,0.4,0.4,0.2,0,0,0,0.7870192,0.5180913
S01993,0,0.2,0,0,0.8,0.4,0,0.4,0.2,0,0,0.54600924,0.4324315
S01994,0,0.2,0,0,0.8,0.4,0.4,0,0.2,0,0,0.7901669,0.49917436
S01995,0,0.2,0,0,0.8,0.4,0,0.2,0.4,0,0,0.5446894,0.40953812
S01996,0,0.2,0,0,0.8,0.4,0.2,0,0.4,0,0,0.671177,0.40400538
S01997,0,0,0.2,0,0.8,0,0.2,0.6,0.2,0,0,0.29337114,0.5873974
S01998,0,0,0.2,0,0.8,0,0.6,0.2,0.2,0,0,0.601601,0.6891057
S01999,0,0,0.2,0,0.8,0,0.2,0.2,0.6,0,0,0.15981293,0.36563507
S02000,0,0,0.2,0,0.8,0.2,0.2,0.6,0,0,0,0.2843512,0.59538037
S02001,0,0,0.2,0,0.8,0.2,0.6,0.2,0,0,0,0.59840304,0.67729664
S02002,0,0,0.2,0,0.8,0.2,0,0.6,0.2,0,0,0.27358183,0.58685863
S02003,0,0,0.2,0,0.8,0.2,0.6,0,0.2,0,0,0.61019224,0.68401474
S02004,0,0,0.2,0,0.8,0.2,0,0.2,0.6,0,0,0.16009523,0.37789464
S02005,0,0,0.2,0,0.8,0.2,0.2,0,0.6,0,0,0.15327963,0.35821363
S02006,0,0,0.2,0,0.8,0.6,0.2,0.2,0,0,0,0.7950975,0.43072715
S02007,0,0,0.2,0,0.8,0.6,0,0.2,0.2,0,0,0.78902656,0.42043948
S02008,0,0,0.2,0,0.8,0.6,0.2,0,0.2,0,0,0.8017513,0.4437631
S02009,0,0,0.2,0,0.8,0,0.4,0.4,0.2,0,0,0.4441251,0.64354664
S02010,0,0,0.2,0,0.8,0,0.2,0.4,0.4,0,0,0.29808626,0.55666053
S02011,0,0,0.2,0,0.8,0,0.4,0.2,0.4,0,0,0.46476877,0.5188922
S02012,0,0,0.2,0,0.8,0.2,0.4,0.4,0,0,0,0.45778632,0.64613914
S02013,0,0,0.2,0,0.8,0.2,0,0.4,0.4,0,0,0.2799743,0.5517158
S02014,0,0,0.2,0,0.8,0.2,0.4,0,0.4,0,0,0.48967546,0.49419975
S02015,0,0,0.2,0,0.8,0.4,0.2,0.4,0,0,0,0.61440235,0.50498533
S02016,0,0,0.2,0,0.8,0.4,0.4,0.2,0,0,0,0.7850648,0.51579237
S02017,0,0,0.2,0,0.8,0.4,0,0.4,0.2,0,0,0.54217386,0.4355453
S02018,0,0,0.2,0,0.8,0.4,0.4,0,0.2,0,0,0.7871066,0.4955843
S02019,0,0,0.2,0,0.8,0.4,0,0.2,0.4,0,0,0.54429626,0.40539467
S02020,0,0,0.2,0,0.8,0.4,0.2,0,0.4,0,0,0.67297435,0.40065542
S02021,0,0.8,0,0.2,0,0,0.2,0.6,0.2,0,0,0.24921645,0.6946537
S02022,0,0.8,0,0.2,0,0,0.6,0.2,0.2,0,0,0.83699197,0.69069755
S02023,0,0.8,0,0.2,0,0,0.2,0.2,0.6,0,0,0.2972792,0.33159426
S02024,0,0.8,0,0.2,0,0.2,0.2,0.6,0,0,0,0.24310221,0.6865317
S02025,0,0.8,0,0.2,0,0.2,0.6,0.2,0,0,0,0.8512906,0.6710893
S02026,0,0.8,0,0.2,0,0.2,0,0.6,0.2,0,0,0.23462154,0.68422484
S02027,0,0.8,0,0.2,0,0.2,0.6,0,0.2,0,0,0.84344995,0.68201
S02028,0,0.8,0,0.2,0,0.2,0,0.2,0.6,0,0,0.2742347,0.34488302
S02029,0,0.8,0,0.2,0,0.2,0.2,0,0.6,0,0,0.32009724,0.32094935
S02030,0,0.8,0,0.2,0,0.6,0.2,0.2,0,0,0,0.8375478,0.32247958
S02031,0,0.8,0,0.2,0,0.6,0,0.2,0.2,0,0,0.8362259,0.3220918
S02032,0,0.8,0,0.2,0,0.6,0.2,0,0.2,0,0,0.8416668,0.3211595
S02033,0,0.8,0,0.2,0,0,0.4,0.4,0.2,0,0,0.447865,0.56054586
S02034,0,0.8,0,0.2,0,0,0.2,0.4,0.4,0,0,0.32632104,0.4845773
S02035,0,0.8,0,0.2,0,0,0.4,0.2,0.4,0,0,0.41321978,0.46522987
S02036,0,0.8,0,0.2,0,0.2,0.4,0.4,0,0,0,0.51115555,0.5684903
S02037,0,0.8,0,0.2,0,0.2,0,0.4,0.4,0,0,0.24357964,0.47087017
S02038,0,0.8,0,0.2,0,0.2,0.4,0,0.4,0,0,0.442226,0.42051974
S02039,0,0.8,0,0.2,0,0.4,0.2,0.4,0,0,0,0.56837744,0.54483557
S02040,0,0.8,0,0.2,0,0.4,0.4,0.2,0,0,0,0.8628324,0.558828
S02041,0,0.8,0,0.2,0,0.4,0,0.4,0.2,0,0,0.604199,0.44946796
S02042,0,0.8,0,0.2,0,0.4,0.4,0,0.2,0,0,0.86504745,0.5469788
S02043,0,0.8,0,0.2,0,0.4,0,0.2,0.4,0,0,0.60645574,0.42576677
S02044,0,0.8,0,0.2,0,0.4,0.2,0,0.4,0,0,0.62225807,0.41928652
S02045,0,0,0.8,0.2,0,0,0.2,0.6,0.2,0,0,0.16806555,0.621213
S02046,0,0,0.8,0.2,0,0,0.6,0.2,0.2,0,0,0.7250174,0.7478304
S02047,0,0,0.8,0.2,0,0,0.2,0.2,0.6,0,0,0.25983486,0.27733034
S02048,0,0,0.8,0.2,0,0.2,0.2,0.6,0,0,0,0.17620176,0.6226788
S02049,0,0,0.8,0.2,0,0.2,0.6,0.2,0,0,0,0.742903,0.7376551
S02050,0,0,0.8,0.2,0,0.2,0,0.6,0.2,0,0,0.17716488,0.61556995
S02051,0,0,0.8,0.2,0,0.2,0.6,0,0.2,0,0,0.73234844,0.74183047
S02052,0,0,0.8,0.2,0,0.2,0,0.2,0.6,0,0,0.24853751,0.28203708
