id,pred_avg_Pnma_uncorrected,pred_avg_Pbcm_uncorrected
S01951,0.468794152,0.46662335
S01952,0.450080693,0.446620925
S01953,0.462477504,0.46333986
S01954,0.450500482,0.447541535
S01955,0.462023337,0.46305992
S01956,0.467627784,0.46453674
S01957,0.468884775,0.464998055
S01958,0.477519239,0.47391787
S01959,0.477848081,0.475288405
S01960,0.476864832,0.47444086
S01961,0.458477863,0.45696071
S01962,0.459904875,0.46015528
S01963,0.462706719,0.46234304
S01964,0.46072279,0.458446085
S01965,0.457698547,0.45518127
S01966,0.46858436,0.46745056
S01967,0.467256313,0.464281295
S01968,0.475190986,0.472796525
S01969,0.467702258,0.465034515
S01970,0.475049854,0.473070785
S01971,0.474487632,0.47391792
S01972,0.475241327,0.473530175
S01973,0.458211019,0.459265085
S01974,0.463095667,0.466958625
S01975,0.467400777,0.463183105
S01976,0.454689738,0.45683183
S01977,0.460724744,0.46553251
S01978,0.457238481,0.459091235
S01979,0.462804228,0.465710165
S01980,0.466427625,0.461723965
S01981,0.467501541,0.462349515
S01982,0.477496067,0.47927093
S01983,0.479574461,0.48041553
S01984,0.479321345,0.479176325
S01985,0.46080837,0.460909415
S01986,0.461721396,0.459703295
S01987,0.468419106,0.467683345
S01988,0.457842504,0.46076132
S01989,0.460672297,0.458583275
S01990,0.470127866,0.467686935
S01991,0.468610065,0.472498025
S01992,0.473589256,0.47662154
S01993,0.472073955,0.472541985
S01994,0.476183146,0.47946261
S01995,0.474637771,0.47401221
S01996,0.479247058,0.47744743
S01997,0.455983503,0.453449775
S01998,0.46085396,0.46121551
S01999,0.46195199,0.457042675
S02000,0.454797579,0.45185402
S02001,0.460704165,0.460244265
S02002,0.454863236,0.451996695
S02003,0.460824188,0.46064735
S02004,0.460867178,0.4568699
S02005,0.461449904,0.457669575
S02006,0.477526356,0.475111795
S02007,0.477841535,0.475959245
S02008,0.477119184,0.4750181
S02009,0.458017258,0.457305115
S02010,0.457575151,0.456106785
S02011,0.464365378,0.46258098
S02012,0.457813641,0.45639255
S02013,0.456731686,0.453954505
S02014,0.465704444,0.463266555
S02015,0.468752377,0.4664628
S02016,0.473582346,0.4723875
S02017,0.469733873,0.466756435
S02018,0.474716558,0.473855185
S02019,0.471219862,0.467909145
S02020,0.475502291,0.473403925
S02021,0.454661637,0.47223105
S02022,0.474218651,0.49903995
S02023,0.487785118,0.49770239
S02024,0.450057948,0.474989765
S02025,0.468715003,0.499833705
S02026,0.457043273,0.47785589
S02027,0.475035125,0.495214025
S02028,0.485402429,0.490036485
S02029,0.488944823,0.493468585
S02030,0.484789617,0.50918447
S02031,0.491636694,0.510671475
S02032,0.491524471,0.509538075
S02033,0.467550947,0.484288185
S02034,0.474229942,0.48556041
S02035,0.479387321,0.491514145
S02036,0.464178666,0.48775202
S02037,0.471836157,0.48110328
S02038,0.480911104,0.49400654
S02039,0.466102045,0.490645415
S02040,0.474822957,0.502507745
S02041,0.478283598,0.49583421
S02042,0.480484023,0.50462815
S02043,0.485946801,0.49794024
S02044,0.485921332,0.50064075
S02045,0.45045581,0.44823431
S02046,0.463129463,0.4696673
S02047,0.469027056,0.465355935
S02048,0.45033118,0.44837294
S02049,0.463943992,0.45952983
S02050,0.45169677,0.45379609
S02051,0.462862788,0.47144404
S02052,0.467745425,0.473124085
S02053,0.469271934,0.46798617
S02054,0.479709828,0.4778309
S02055,0.479442155,0.474452005
S02056,0.47966894,0.478670805
S02057,0.458924544,0.4606314
S02058,0.459064877,0.46051372
S02059,0.46145822,0.466897275
S02060,0.461671172,0.4592639
S02061,0.458496853,0.461190475
S02062,0.468554764,0.47604935
S02063,0.466615992,0.46353075
S02064,0.476936467,0.46944371
S02065,0.467550199,0.473057935
S02066,0.475032293,0.46935066
S02067,0.475497146,0.47691837
S02068,0.47519307,0.475805225
S02069,0.455527363,0.450004815
S02070,0.460842525,0.46323964
S02071,0.460547697,0.46182765
S02072,0.453768296,0.45211998
S02073,0.462678813,0.465043695
S02074,0.454760078,0.45623141
S02075,0.461614081,0.46869443
S02076,0.461190733,0.458935525
S02077,0.461300608,0.456858175
S02078,0.479147847,0.480258105
S02079,0.479099272,0.47873339
S02080,0.479396431,0.48231845
S02081,0.458770035,0.456799535
S02082,0.456702226,0.45771546
S02083,0.465496875,0.462534055
S02084,0.457949962,0.459039465
S02085,0.457230003,0.45390068
S02086,0.465886731,0.460540215
S02087,0.468899815,0.46926485
S02088,0.472605991,0.47401087
S02089,0.470227314,0.46498543
S02090,0.475793026,0.474560215
S02091,0.472227482,0.470909355
S02092,0.475770464,0.476620865
S02093,0.492515585,0.47731707
S02094,0.499707405,0.4833442
S02095,0.492668862,0.47748886
S02096,0.501292375,0.48553637
S02097,0.49776859,0.47153102
S02098,0.503158105,0.490041675
S02099,0.501472646,0.477996305
S02100,0.505037577,0.48104036
S02101,0.505719416,0.481104705
S02102,0.48800023,0.475899845
S02103,0.493758998,0.48610644
S02104,0.490208753,0.478027335
S02105,0.497770444,0.485128885
S02106,0.492092847,0.47627839
S02107,0.497954712,0.48247118
S02108,0.495326393,0.478157135
S02109,0.49804156,0.477790235
S02110,0.501861601,0.48045227
S02111,0.48614856,0.48075166
S02112,0.489887287,0.478138075
S02113,0.490485999,0.48093243
S02114,0.489043073,0.478210915
S02115,0.488389189,0.47765113
S02116,0.49342346,0.483642745
S02117,0.496457731,0.477216425
S02118,0.498315179,0.48172611
S02119,0.502675936,0.483728865
S02120,0.495618327,0.48026181
S02121,0.50348655,0.47988219
S02122,0.508380065,0.48497838
S02123,0.497561266,0.47656092
S02124,0.502204545,0.4856781
S02125,0.500543633,0.48138605
S02126,0.504898767,0.48672038
S02127,0.507282477,0.480235325
S02128,0.507666776,0.48773202
S02129,0.490160788,0.47621639
S02130,0.496018049,0.4780239
S02131,0.49944422,0.4864271
S02132,0.495048541,0.476638675
S02133,0.498597669,0.484169815
S02134,0.500887019,0.483595485
S02135,0.487770821,0.47665115
S02136,0.490182096,0.48316823
S02137,0.491032064,0.47917447
S02138,0.494145768,0.482084945
S02139,0.495521138,0.484687835
S02140,0.495267895,0.4787325
S02141,0.491084373,0.478599825
S02142,0.492486829,0.48148156
S02143,0.500352455,0.48390317
S02144,0.491185118,0.477737725
S02145,0.49336652,0.47760986
S02146,0.495914209,0.48077995
S02147,0.490899611,0.46961452
S02148,0.496875939,0.478615935
S02149,0.489592184,0.47053362
S02150,0.497430687,0.47692464
S02151,0.492322427,0.468992225
S02152,0.497073377,0.481674745
S02153,0.48882248,0.469346225
S02154,0.48950554,0.478778065
S02155,0.490786303,0.476781085
S02156,0.488017806,0.474127725
S02157,0.494066443,0.480655255
S02158,0.488571864,0.46705437
S02159,0.494680444,0.4785026
S02160,0.487838571,0.466896825
S02161,0.493864418,0.47876372
S02162,0.48905124,0.476776915
S02163,0.4868267,0.474789575
S02164,0.487924399,0.47422797
S02165,0.488120749,0.471897005
S02166,0.48793349,0.47412304
S02167,0.488136783,0.474443835
S02168,0.486023068,0.47289602
S02169,0.486686418,0.470873015
S02170,0.488054297,0.473211645
S02171,0.491642197,0.47526553
S02172,0.491849952,0.47683206
S02173,0.49588492,0.48453207
S02174,0.490731685,0.475616
S02175,0.491499411,0.475651425
S02176,0.495257677,0.4809704
S02177,0.489307608,0.47389863
S02178,0.49574729,0.4747158
S02179,0.489784812,0.472690435
S02180,0.494160693,0.481686675
S02181,0.491357888,0.47713207
S02182,0.492497036,0.48031588
S02183,0.489158733,0.4709634
S02184,0.489933985,0.47333185
S02185,0.494816469,0.48594024
S02186,0.487665899,0.47231987
S02187,0.491459605,0.476257515
S02188,0.488761233,0.47965507
S02189,0.488144055,0.46970527
S02190,0.490744685,0.475171475
S02191,0.487952888,0.472621475
S02192,0.490942684,0.477542175
S02193,0.49016494,0.47508377
S02194,0.489050468,0.474770935
S02195,0.486200334,0.471461965
S02196,0.489905514,0.47735092
S02197,0.489932522,0.47906387
S02198,0.487335058,0.4779148
S02199,0.486174584,0.468314615
S02200,0.487894087,0.472354785
S02201,0.490486163,0.468916515
S02202,0.496598588,0.479974985
S02203,0.489010387,0.47215764
S02204,0.498281081,0.480688095
S02205,0.490868715,0.471026
S02206,0.497164419,0.47557484
S02207,0.489097015,0.47239089
S02208,0.491453833,0.47541621
S02209,0.492602471,0.47601412
S02210,0.488198406,0.46704686
S02211,0.49615105,0.476266615
S02212,0.488501094,0.467939585
S02213,0.494085469,0.47735691
S02214,0.486916638,0.46585316
S02215,0.494308023,0.476037745
S02216,0.487202562,0.47406445
S02217,0.486838007,0.46930994
S02218,0.48847582,0.47739175
S02219,0.48788257,0.471920775
S02220,0.486958325,0.47493543
S02221,0.488805215,0.473304265
S02222,0.486652503,0.47080581
S02223,0.487660198,0.46578995
S02224,0.48780279,0.47812527
S02225,0.492027781,0.4729492
S02226,0.489869646,0.47258088
S02227,0.4978527,0.47659503
S02228,0.494685488,0.471632975
S02229,0.491288327,0.474152195
S02230,0.496780328,0.478774525
S02231,0.491269532,0.47470565
S02232,0.496328585,0.47555505
S02233,0.492292756,0.469411925
S02234,0.494356373,0.47968112
S02235,0.492817924,0.47614004
S02236,0.492659389,0.473670685
S02237,0.490248081,0.475362685
S02238,0.489777054,0.475477685
S02239,0.494584918,0.48194884
S02240,0.487768583,0.467374845
S02241,0.492511023,0.4730526
S02242,0.49045102,0.46817493
S02243,0.488418229,0.472524865
S02244,0.491608475,0.472081555
S02245,0.488306302,0.47080452
S02246,0.491006941,0.47279731
S02247,0.490360623,0.47355431
S02248,0.48916112,0.47385765
S02249,0.487094258,0.46962476
S02250,0.489272002,0.47550771
S02251,0.489421971,0.474881575
S02252,0.486075409,0.471473365
S02253,0.486889296,0.46730249
S02254,0.487328753,0.47043401
S02255,0.455628399,0.476100615
S02256,0.473550744,0.493972825
S02257,0.48829357,0.493774065
S02258,0.448576789,0.47272761
S02259,0.469552166,0.49789998
S02260,0.454961779,0.47316353
S02261,0.476380979,0.497698155
S02262,0.487410215,0.487964735
S02263,0.489842174,0.490792785
S02264,0.485699953,0.510389225
S02265,0.49221907,0.509976
S02266,0.4912343,0.50986465
S02267,0.469037534,0.4846549
S02268,0.474116079,0.48870425
S02269,0.477205507,0.48897009
S02270,0.463053587,0.486867635
S02271,0.472020155,0.48233399
S02272,0.480055652,0.49257187
S02273,0.465998782,0.48964135
S02274,0.473269592,0.50046335
S02275,0.478894764,0.497445345
S02276,0.48095665,0.50389822
S02277,0.485530154,0.50176975
S02278,0.487550614,0.50092263
S02279,0.449811542,0.44596401
S02280,0.461410288,0.46992929
S02281,0.468814151,0.46380274
S02282,0.451074,0.45333889
S02283,0.462078976,0.46291279
S02284,0.450278532,0.45163785
S02285,0.461963834,0.46974507
S02286,0.469364804,0.46789734
S02287,0.468958489,0.466874585
S02288,0.479012679,0.478468685
S02289,0.478924409,0.47636436
S02290,0.478244217,0.4798754
S02291,0.459214121,0.456986825
S02292,0.459816739,0.46217905
S02293,0.463214585,0.46855516
S02294,0.462175084,0.460560325
S02295,0.457017733,0.4557167
S02296,0.467758652,0.46727476
S02297,0.468600987,0.46743161
S02298,0.477252896,0.475266935
S02299,0.468796785,0.46102047
S02300,0.476735954,0.47863417
S02301,0.474258735,0.47922494
S02302,0.476572967,0.474248555
S02303,0.455450098,0.44758169
S02304,0.461298922,0.456640955
S02305,0.460807544,0.45362139
S02306,0.45398517,0.45411786
S02307,0.460789036,0.468530625
S02308,0.455109146,0.45319634
S02309,0.461821376,0.45929571
S02310,0.459917954,0.45643489
S02311,0.460548602,0.45788315
S02312,0.478033527,0.48139423
S02313,0.479319819,0.481337815
S02314,0.477736091,0.476820815
S02315,0.457809721,0.46099461
S02316,0.456977266,0.4572353
S02317,0.464630519,0.46731664
S02318,0.457355491,0.4534221
S02319,0.456518553,0.45200799
S02320,0.465875597,0.46399309
S02321,0.469512669,0.467630355
S02322,0.475288747,0.478548
S02323,0.47051928,0.46471056
S02324,0.476033934,0.4749099
S02325,0.471374397,0.468981665
S02326,0.475928738,0.47266056
S02327,0.532050314,0.482451245
S02328,0.534623835,0.49249908
S02329,0.532595399,0.48241879
S02330,0.537984089,0.4921736
S02331,0.533875136,0.48173363
S02332,0.536406598,0.49271245
S02333,0.533331131,0.48601046
S02334,0.534628513,0.48679118
S02335,0.533927513,0.4871445
S02336,0.523318197,0.480597885
S02337,0.52738361,0.48950219
S02338,0.524338605,0.482571585
S02339,0.526883349,0.489769995
S02340,0.525623173,0.481088475
S02341,0.528179316,0.49055998
S02342,0.527492202,0.486376225
S02343,0.524975996,0.48411486
S02344,0.52660394,0.487675875
S02345,0.5154563,0.48270606
S02346,0.51630535,0.483647325
S02347,0.516260621,0.485311625
S02348,0.515140217,0.48172176
S02349,0.514850492,0.481875555
S02350,0.515905048,0.484934715
S02351,0.531663848,0.4841634
S02352,0.531480791,0.48446244
S02353,0.534931857,0.492803125
S02354,0.534429385,0.4856353
S02355,0.533733974,0.48774509
S02356,0.53556527,0.49362156
S02357,0.532634572,0.482249245
S02358,0.538041603,0.488640605
S02359,0.533716973,0.48369892
S02360,0.537535747,0.49392788
S02361,0.535352173,0.48958983
S02362,0.533862027,0.48900372
S02363,0.523839432,0.48252138
S02364,0.524124948,0.48503591
S02365,0.526733025,0.49022539
S02366,0.526076065,0.483325075
S02367,0.528769927,0.488348125
S02368,0.526128128,0.490662545
S02369,0.518426227,0.481636775
S02370,0.52091926,0.48565387
S02371,0.519268122,0.48133494
S02372,0.521369423,0.48784855
S02373,0.519763762,0.488378245
S02374,0.519697683,0.488318905
S02375,0.519349276,0.48213181
S02376,0.521061069,0.486945555
S02377,0.519776777,0.485269265
S02378,0.51899832,0.48134468
S02379,0.518069536,0.48575033
S02380,0.519606735,0.48685171
S02381,0.543191288,0.51751705
S02382,0.540186934,0.51937215
S02383,0.543019697,0.51250707
S02384,0.54455825,0.51995628
S02385,0.546321382,0.51948367
S02386,0.546969612,0.521445825
S02387,0.545998395,0.510982475
S02388,0.553051889,0.51445245
S02389,0.548365665,0.51423892
S02390,0.53744202,0.5176334
S02391,0.538760953,0.513430295
S02392,0.540141526,0.51471753
S02393,0.540709104,0.52182305
S02394,0.541200675,0.516471725
S02395,0.541467317,0.51916628
S02396,0.543065706,0.51264902
S02397,0.542318503,0.51520851
S02398,0.544668055,0.51345199
S02399,0.539466127,0.51965585
S02400,0.538982927,0.517936375
S02401,0.54096001,0.5179608
S02402,0.540341889,0.516700675
S02403,0.540005433,0.52236849
S02404,0.543082122,0.51579705
S02405,0.540397672,0.51606305
S02406,0.54480143,0.51934488
S02407,0.545442004,0.51794025
S02408,0.54497373,0.517130675
S02409,0.548971489,0.51581612
S02410,0.548949423,0.52278945
S02411,0.543119284,0.511809675
S02412,0.541763587,0.51833515
S02413,0.547962384,0.51425945
S02414,0.546291231,0.51054127
S02415,0.553753458,0.51783565
S02416,0.549728633,0.516030475
S02417,0.537091471,0.51454285
S02418,0.543397381,0.5181364
S02419,0.543539742,0.51760435
S02420,0.541799908,0.512939185
S02421,0.538287016,0.515905415
S02422,0.545745128,0.51782459
S02423,0.538024544,0.519999225
S02424,0.538358874,0.51942335
S02425,0.541003956,0.518469605
S02426,0.539138851,0.51872782
S02427,0.543333842,0.5233559
S02428,0.541891401,0.520562205
S02429,0.542370669,0.51782545
S02430,0.540933984,0.516982575
S02431,0.545507978,0.52190155
S02432,0.541746665,0.522382425
S02433,0.542789654,0.52200702
S02434,0.546512412,0.517659755
S02435,0.537442468,0.510919335
S02436,0.538714454,0.50779923
S02437,0.538930738,0.508338225
S02438,0.540348337,0.512473675
S02439,0.538647597,0.505258275
S02440,0.538065108,0.514361175
S02441,0.533354081,0.50322338
S02442,0.534251652,0.50855446
S02443,0.531733737,0.50272965
S02444,0.536914867,0.507607295
S02445,0.5389828,0.513396925
S02446,0.537876288,0.51220143
S02447,0.537756957,0.51210275
S02448,0.537776978,0.51093629
S02449,0.538243611,0.51370335
S02450,0.530162208,0.501935945
S02451,0.529722518,0.505197565
S02452,0.53130441,0.50848125
S02453,0.538768908,0.51436853
S02454,0.539828783,0.5119136
S02455,0.537226062,0.512924935
S02456,0.537073752,0.51490012
S02457,0.535969838,0.51158745
S02458,0.537248111,0.51427673
S02459,0.539075547,0.51413973
S02460,0.537596011,0.507925175
S02461,0.537462837,0.5140935
S02462,0.540923993,0.508099
S02463,0.537728816,0.51355317
S02464,0.538277137,0.51590092
S02465,0.53734534,0.5088529
S02466,0.534716308,0.5107781
S02467,0.53626306,0.50903822
S02468,0.532824952,0.50860252
S02469,0.534138892,0.510122225
S02470,0.533892064,0.50864883
S02471,0.538204576,0.51055848
S02472,0.534289529,0.51269792
S02473,0.537377388,0.5109942
S02474,0.533293233,0.507561865
S02475,0.532289844,0.5039477
S02476,0.531175734,0.498570845
S02477,0.539314221,0.51122618
S02478,0.537609282,0.51035515
S02479,0.538111599,0.51762455
S02480,0.535338649,0.511335825
S02481,0.537659159,0.51136213
S02482,0.536011995,0.517757355
S02483,0.539067762,0.513677715
S02484,0.53636604,0.5090591
S02485,0.535439683,0.51160854
S02486,0.534872613,0.50384098
S02487,0.53484017,0.5158343
S02488,0.535732261,0.513767835
S02489,0.538136486,0.5066468
S02490,0.539277021,0.5093142
S02491,0.540502279,0.50900045
S02492,0.540398603,0.50915715
S02493,0.539080157,0.51005665
S02494,0.540336392,0.514787
S02495,0.535070866,0.50952096
S02496,0.534504953,0.507489165
S02497,0.532064484,0.5076432
S02498,0.536491062,0.50520314
S02499,0.538907822,0.51283085
S02500,0.537205356,0.510927025
S02501,0.538748173,0.5123288
S02502,0.537425689,0.510302775
S02503,0.538019789,0.507093985
S02504,0.530117653,0.50581675
S02505,0.530291345,0.50201812
S02506,0.530958023,0.503417825
S02507,0.537341685,0.516630475
S02508,0.537248659,0.5123491
S02509,0.536227362,0.50863082
S02510,0.536954175,0.509433
S02511,0.537315296,0.513288875
S02512,0.537667234,0.512028395
S02513,0.53959698,0.50740263
S02514,0.537939428,0.50689687
S02515,0.538803471,0.503190115
S02516,0.541285224,0.50753817
S02517,0.536422431,0.51022586
S02518,0.536826549,0.5138331
S02519,0.536434844,0.5082664
S02520,0.533500618,0.50930149
S02521,0.536004074,0.5012904
S02522,0.53349457,0.508729665
S02523,0.534823494,0.50816765
S02524,0.535115526,0.5151415
S02525,0.537845744,0.508853385
S02526,0.536721197,0.50600792
S02527,0.537459985,0.50618995
S02528,0.534704801,0.50516845
S02529,0.532012094,0.5054896
S02530,0.531754853,0.50693915
S02531,0.539825953,0.51383765
S02532,0.537038978,0.51098532
S02533,0.537704322,0.512362385
S02534,0.537127788,0.5112076
S02535,0.537041708,0.51155398
S02536,0.537123605,0.5156065
S02537,0.539055029,0.5101295
S02538,0.536766316,0.51685155
S02539,0.53575895,0.513698275
S02540,0.535593797,0.5133296
S02541,0.536050037,0.51055908
S02542,0.535437029,0.51261825
S02543,0.586379874,0.520776675
S02544,0.58271878,0.52431075
S02545,0.589672963,0.520653225
S02546,0.587269692,0.524674825
S02547,0.588609298,0.52127008
S02548,0.584040763,0.52403695
S02549,0.583514018,0.51950035
S02550,0.584482749,0.52138665
S02551,0.581524265,0.5213152
S02552,0.578229407,0.521010125
S02553,0.576699699,0.523113
S02554,0.576910807,0.51965932
S02555,0.57496177,0.522631045
S02556,0.579986813,0.52035698
S02557,0.577088686,0.523722645
S02558,0.574398517,0.51908595
S02559,0.571679317,0.51802945
S02560,0.573663223,0.520553385
S02561,0.570001266,0.523279815
S02562,0.570487863,0.52402563
S02563,0.569889202,0.52504592
S02564,0.570641594,0.524623
S02565,0.568960375,0.52370348
S02566,0.569495809,0.52620695
S02567,0.585074273,0.52208205
S02568,0.583332294,0.523799745
S02569,0.581668095,0.52477145
S02570,0.588955545,0.522693275
S02571,0.586250451,0.52111685
S02572,0.582999799,0.526333125
S02573,0.586517409,0.5199474
S02574,0.583260521,0.52086208
S02575,0.58641741,0.52085337
S02576,0.580333096,0.520090525
S02577,0.583120511,0.52411475
S02578,0.580493104,0.521491425
S02579,0.577206952,0.5219093
S02580,0.574023863,0.521065685
S02581,0.572351537,0.52174365
S02582,0.577769334,0.520288485
S02583,0.572094086,0.51750275
S02584,0.571334961,0.52344322
S02585,0.574574208,0.52361455
S02586,0.572243169,0.52259681
S02587,0.572982051,0.52504258
S02588,0.5700322,0.522511985
S02589,0.571320202,0.5251824
S02590,0.569907283,0.5247221
S02591,0.57642885,0.524496325
S02592,0.571969996,0.52325695
S02593,0.571775801,0.52698937
S02594,0.573120895,0.522387965
S02595,0.571182847,0.521825635
S02596,0.572086426,0.52540033
S02597,0.454922832,0.46456963
S02598,0.47163095,0.484425455
S02599,0.484311891,0.48189301
S02600,0.449419112,0.46215944
S02601,0.46484527,0.48141705
S02602,0.454909154,0.465252995
S02603,0.470554733,0.48334361
S02604,0.483420804,0.48240023
S02605,0.485980104,0.483651225
S02606,0.481491991,0.496283545
S02607,0.486906135,0.49624926
S02608,0.487302783,0.49754885
S02609,0.46574638,0.47479974
S02610,0.472624575,0.47716124
S02611,0.475665175,0.48177245
S02612,0.462001926,0.475948175
S02613,0.469215105,0.474190115
S02614,0.479476964,0.486071425
S02615,0.465913048,0.481305365
S02616,0.474711607,0.49105321
S02617,0.475838802,0.48550241
S02618,0.480447971,0.49340316
S02619,0.483705899,0.4873378
S02620,0.484943373,0.49083157
S02621,0.45394739,0.457980545
S02622,0.468569829,0.47843568
S02623,0.479089178,0.477509335
S02624,0.449838694,0.454998185
S02625,0.463715293,0.47473764
S02626,0.45355112,0.457801325
S02627,0.468041984,0.47448415
S02628,0.477793302,0.47509089
S02629,0.479811979,0.47539071
S02630,0.48061239,0.489053145
S02631,0.484271746,0.487354905
S02632,0.484072274,0.489085425
S02633,0.463781576,0.46851077
S02634,0.468415574,0.46937539
S02635,0.470372769,0.4734048
S02636,0.461493464,0.467705235
S02637,0.466003013,0.46744451
S02638,0.475610208,0.47668219
S02639,0.466398585,0.47525375
S02640,0.474634637,0.483085335
S02641,0.472412901,0.47546342
S02642,0.479284402,0.486188915
S02643,0.481020551,0.48437921
S02644,0.480946051,0.48371141
S02645,0.458976899,0.4691647
S02646,0.473417159,0.487804695
S02647,0.481678883,0.47817181
S02648,0.452132412,0.466401165
S02649,0.469403257,0.48808486
S02650,0.45790117,0.4665471
S02651,0.474252181,0.48623654
S02652,0.482103161,0.48087647
S02653,0.47995174,0.478913615
S02654,0.48110028,0.495344
S02655,0.487069392,0.4964053
S02656,0.486928712,0.49655367
S02657,0.467636436,0.476219105
S02658,0.472650278,0.47656558
S02659,0.475352677,0.477677015
S02660,0.462560081,0.47684686
S02661,0.467819941,0.47066845
S02662,0.478157039,0.48292081
S02663,0.466266343,0.4820918
S02664,0.47359871,0.491243115
S02665,0.47574432,0.48621065
S02666,0.480257909,0.492280985
S02667,0.482464253,0.48859799
S02668,0.48483171,0.48793485
S02669,0.453683019,0.451384925
S02670,0.461180153,0.4626877
S02671,0.466919478,0.463605485
S02672,0.452474033,0.449002685
S02673,0.460478135,0.46076192
S02674,0.452792575,0.449482305
S02675,0.460827016,0.46117967
S02676,0.466637087,0.462660685
S02677,0.466467209,0.46216689
S02678,0.477673078,0.474478275
S02679,0.478181041,0.475368315
S02680,0.47706868,0.47535306
S02681,0.458446422,0.456575885
S02682,0.45930198,0.45722085
S02683,0.463342251,0.462762865
S02684,0.459965589,0.45796147
S02685,0.457986575,0.456608835
S02686,0.467779245,0.46630945
S02687,0.468213495,0.46542589
S02688,0.474775961,0.472633645
S02689,0.468508755,0.46590401
S02690,0.474946771,0.473418295
S02691,0.472912304,0.4703691
S02692,0.47570966,0.4732803
S02693,0.457209521,0.46147497
S02694,0.471819818,0.4778301
S02695,0.474445714,0.47091716
S02696,0.452806781,0.461397485
S02697,0.469625268,0.480621725
S02698,0.456734115,0.461611985
S02699,0.472499022,0.478685945
S02700,0.472259159,0.46807148
S02701,0.474748647,0.469307425
S02702,0.480219757,0.4864248
S02703,0.484376318,0.488596335
S02704,0.484058039,0.489303305
S02705,0.462727694,0.467559475
S02706,0.466030473,0.4656083
S02707,0.471766403,0.471938975
S02708,0.458638298,0.467660785
S02709,0.464126215,0.464707705
S02710,0.47381042,0.474663935
S02711,0.467194315,0.47563511
S02712,0.473402673,0.48185865
S02713,0.474441824,0.47828841
S02714,0.47864319,0.4842767
S02715,0.478582844,0.479381695
S02716,0.482157962,0.48262775
S02717,0.454268794,0.45115645
S02718,0.46120447,0.4623104
S02719,0.466054847,0.462269625
S02720,0.453192898,0.449887035
S02721,0.460425828,0.460726005
S02722,0.453489915,0.45047237
S02723,0.460736745,0.46135825
S02724,0.46566405,0.462037995
S02725,0.46547964,0.46181853
S02726,0.477648106,0.47476753
S02727,0.478271333,0.47595799
S02728,0.477087823,0.4745688
S02729,0.458229989,0.457385395
S02730,0.458491423,0.456832795
S02731,0.463708031,0.461253435
S02732,0.459401686,0.45761323
S02733,0.457474843,0.45511584
S02734,0.466703625,0.46500371
S02735,0.468558093,0.46613385
S02736,0.474720751,0.47292684
S02737,0.468993927,0.46587025
S02738,0.474553305,0.473346145
S02739,0.472248559,0.46916017
S02740,0.475711251,0.473874595
S02741,0.461786552,0.47595044
S02742,0.469973436,0.48534091
S02743,0.461342329,0.47412534
S02744,0.469075281,0.489432885
S02745,0.466448455,0.477227385
S02746,0.474322086,0.492282795
S02747,0.490839776,0.4876159
S02748,0.496996888,0.49264391
S02749,0.498635753,0.489881385
S02750,0.456184281,0.47467064
S02751,0.464608078,0.48571919
S02752,0.46080714,0.47516899
S02753,0.470671142,0.486442135
S02754,0.460700242,0.47346595
S02755,0.467603753,0.486798985
S02756,0.489039579,0.49026522
S02757,0.491328401,0.495959025
S02758,0.498534702,0.493789125
S02759,0.493227762,0.50881605
S02760,0.500053549,0.51216224
S02761,0.500005335,0.5144343
S02762,0.496167125,0.510904385
S02763,0.498241246,0.5105281
S02764,0.504200725,0.517125435
S02765,0.467072542,0.48093345
S02766,0.467729852,0.48285752
S02767,0.477863569,0.485791595
S02768,0.481765847,0.48737868
S02769,0.485233358,0.48262486
S02770,0.490441895,0.49348436
S02771,0.460283716,0.47983326
S02772,0.477121769,0.48640719
S02773,0.485183672,0.49250526
S02774,0.475158767,0.490568605
S02775,0.482791438,0.50084848
S02776,0.478062145,0.48879984
S02777,0.487307193,0.50317322
S02778,0.482941842,0.498500135
S02779,0.486511266,0.50276635
S02780,0.488941119,0.502887235
S02781,0.491316129,0.49664588
S02782,0.501353715,0.49999188
S02783,0.454180255,0.45968725
S02784,0.46637891,0.471953895
S02785,0.453779407,0.449069605
S02786,0.467154275,0.4719813
S02787,0.454065002,0.45828587
S02788,0.466200306,0.47242864
S02789,0.470996828,0.474933905
S02790,0.472449388,0.47909503
S02791,0.472168923,0.47930612
S02792,0.454748648,0.44701744
S02793,0.468916337,0.46919857
S02794,0.454464476,0.459211735
S02795,0.467132318,0.4701096
S02796,0.455219011,0.453509945
S02797,0.467137008,0.46858205
S02798,0.470214877,0.47135949
S02799,0.475104272,0.46445822
S02800,0.472621442,0.478254935
S02801,0.492750106,0.493363485
S02802,0.492911138,0.494039335
S02803,0.492749527,0.4913976
S02804,0.493679763,0.48913102
S02805,0.492275749,0.493759975
S02806,0.493244523,0.493895425
S02807,0.46105139,0.461740285
S02808,0.459866587,0.455852555
S02809,0.467468557,0.472048805
S02810,0.470562851,0.472443385
S02811,0.468718683,0.46439365
S02812,0.473235257,0.47030528
S02813,0.461180133,0.45961326
S02814,0.465894612,0.46414119
S02815,0.475945566,0.468627975
S02816,0.475609367,0.47221744
S02817,0.4784682,0.47851626
S02818,0.475075929,0.470330515
S02819,0.478823583,0.474803285
S02820,0.476524763,0.48257598
S02821,0.479491408,0.47677803
S02822,0.482897947,0.482278615
S02823,0.482285851,0.48425365
