id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,tsne_0,tsne_1,cluster
S01359,0.4,0.6,0,0,0,0,0,0.2,0.8,0,0.3644275,0.12592134,3
S01360,0.4,0.6,0,0,0,0,0.2,0,0.8,0,0.36165047,0.13160849,3
S01361,0.4,0.6,0,0,0,0,0,0,0.8,0.2,0.35917637,0.13056472,3
S01362,0.4,0.6,0,0,0,0.2,0,0.8,0,0,0.71794385,0.068465985,0
S01363,0.4,0.6,0,0,0,0.2,0.8,0,0,0,0.1368723,0.52303874,1
S01364,0.4,0.6,0,0,0,0.2,0,0,0.8,0,0.35913414,0.12857315,3
S01365,0.4,0.6,0,0,0,0.8,0,0.2,0,0,0.7368319,0.8335029,2
S01366,0.4,0.6,0,0,0,0.8,0.2,0,0,0,0.73280793,0.83334607,2
S01367,0.4,0.6,0,0,0,0.8,0,0,0,0.2,0.73471093,0.8376702,2
S01368,0.4,0.6,0,0,0,0.8,0,0,0.2,0,0.733202,0.83107144,2
S01369,0.4,0.6,0,0,0,0,0.4,0.6,0,0,0.84645617,0.13412246,0
S01370,0.4,0.6,0,0,0,0,0.6,0.4,0,0,0.12999558,0.489918,1
S01371,0.4,0.6,0,0,0,0,0,0.6,0.4,0,0.3973502,0.09091058,3
S01372,0.4,0.6,0,0,0,0,0.6,0,0.4,0,0.16297288,0.3911124,1
S01373,0.4,0.6,0,0,0,0,0,0.4,0.6,0,0.38969228,0.0994067,3
S01374,0.4,0.6,0,0,0,0,0.4,0,0.6,0,0.16743378,0.3865377,1
S01375,0.4,0.6,0,0,0,0.4,0,0.6,0,0,0.7986297,0.63781434,2
S01376,0.4,0.6,0,0,0,0.4,0.6,0,0,0,0.38464913,0.7790428,1
S01377,0.4,0.6,0,0,0,0.4,0,0,0.6,0,0.583388,0.4947844,0
S01378,0.4,0.6,0,0,0,0.6,0,0.4,0,0,0.7971638,0.64657956,2
S01379,0.4,0.6,0,0,0,0.6,0.4,0,0,0,0.39274725,0.7804236,1
S01380,0.4,0.6,0,0,0,0.6,0,0,0.4,0,0.5887191,0.50162244,0
S01381,0.4,0,0.6,0,0,0,0.2,0.8,0,0,0.5499161,0.11341457,3
S01382,0.4,0,0.6,0,0,0,0.8,0.2,0,0,0.23295349,0.5284582,1
S01383,0.4,0,0.6,0,0,0,0,0.8,0,0.2,0.5490263,0.10939381,3
S01384,0.4,0,0.6,0,0,0,0.8,0,0,0.2,0.22816452,0.5342456,1
S01385,0.4,0,0.6,0,0,0,0,0.8,0.2,0,0.5418312,0.112020776,3
S01386,0.4,0,0.6,0,0,0,0.8,0,0.2,0,0.23503107,0.5332139,1
S01387,0.4,0,0.6,0,0,0,0,0.2,0.8,0,0.35146233,0.23493315,3
S01388,0.4,0,0.6,0,0,0,0.2,0,0.8,0,0.344164,0.23541272,3
S01389,0.4,0,0.6,0,0,0,0,0,0.8,0.2,0.34516287,0.23198378,3
S01390,0.4,0,0.6,0,0,0.2,0,0.8,0,0,0.54959714,0.11300303,3
S01391,0.4,0,0.6,0,0,0.2,0.8,0,0,0,0.23178819,0.5354353,1
S01392,0.4,0,0.6,0,0,0.2,0,0,0.8,0,0.3464682,0.23537439,3
S01393,0.4,0,0.6,0,0,0.8,0,0.2,0,0,0.6539899,0.89006186,2
S01394,0.4,0,0.6,0,0,0.8,0.2,0,0,0,0.64907974,0.8974822,2
S01395,0.4,0,0.6,0,0,0.8,0,0,0,0.2,0.6566542,0.8923663,2
S01396,0.4,0,0.6,0,0,0.8,0,0,0.2,0,0.6542143,0.88996744,2
S01397,0.4,0,0.6,0,0,0,0.4,0.6,0,0,0.72491527,0.31758404,0
S01398,0.4,0,0.6,0,0,0,0.6,0.4,0,0,0.24205707,0.5132353,1
S01399,0.4,0,0.6,0,0,0,0,0.6,0.4,0,0.5000914,0.12207895,3
S01400,0.4,0,0.6,0,0,0,0.6,0,0.4,0,0.3130328,0.4813155,1
S01401,0.4,0,0.6,0,0,0,0,0.4,0.6,0,0.49082187,0.12779388,3
S01402,0.4,0,0.6,0,0,0,0.4,0,0.6,0,0.3172855,0.47269955,1
S01403,0.4,0,0.6,0,0,0.4,0,0.6,0,0,0.6007818,0.5906895,2
S01404,0.4,0,0.6,0,0,0.4,0.6,0,0,0,0.4501144,0.6592201,1
S01405,0.4,0,0.6,0,0,0.4,0,0,0.6,0,0.5434439,0.6582714,2
S01406,0.4,0,0.6,0,0,0.6,0,0.4,0,0,0.6000618,0.5957992,2
S01407,0.4,0,0.6,0,0,0.6,0.4,0,0,0,0.63419783,0.9107579,2
S01408,0.4,0,0.6,0,0,0.6,0,0,0.4,0,0.5475449,0.6665798,2
S01409,0.4,0,0,0,0.6,0,0.2,0.8,0,0,0.61965185,0.12782891,0
S01410,0.4,0,0,0,0.6,0,0.8,0.2,0,0,0.111093655,0.61441624,1
S01411,0.4,0,0,0,0.6,0,0,0.8,0,0.2,0.6207759,0.12306856,0
S01412,0.4,0,0,0,0.6,0,0.8,0,0,0.2,0.10317231,0.6127426,1
S01413,0.4,0,0,0,0.6,0,0,0.8,0.2,0,0.6156783,0.12779137,0
S01414,0.4,0,0,0,0.6,0,0.8,0,0.2,0,0.10999955,0.6148559,1
S01415,0.4,0,0,0,0.6,0,0,0.2,0.8,0,0.3203323,0.28706738,3
S01416,0.4,0,0,0,0.6,0,0.2,0,0.8,0,0.3133788,0.28841776,3
S01417,0.4,0,0,0,0.6,0,0,0,0.8,0.2,0.31780943,0.28340587,3
S01418,0.4,0,0,0,0.6,0.2,0,0.8,0,0,0.6215939,0.12917782,0
S01419,0.4,0,0,0,0.6,0.2,0.8,0,0,0,0.10350293,0.6156176,1
S01420,0.4,0,0,0,0.6,0.2,0,0,0.8,0,0.3163749,0.28890708,3
S01421,0.4,0,0,0,0.6,0.8,0,0.2,0,0,0.6184316,0.8413512,2
S01422,0.4,0,0,0,0.6,0.8,0.2,0,0,0,0.61057407,0.846132,2
S01423,0.4,0,0,0,0.6,0.8,0,0,0,0.2,0.6200787,0.84428513,2
S01424,0.4,0,0,0,0.6,0.8,0,0,0.2,0,0.6151519,0.8423541,2
S01425,0.4,0,0,0,0.6,0,0.4,0.6,0,0,0.16561869,0.44990104,1
S01426,0.4,0,0,0,0.6,0,0.6,0.4,0,0,0.16385947,0.4546381,1
S01427,0.4,0,0,0,0.6,0,0,0.6,0.4,0,0.53978014,0.19467406,3
S01428,0.4,0,0,0,0.6,0,0.6,0,0.4,0,0.2264965,0.36586288,3
S01429,0.4,0,0,0,0.6,0,0,0.4,0.6,0,0.53257114,0.20197497,3
S01430,0.4,0,0,0,0.6,0,0.4,0,0.6,0,0.23117538,0.3590764,3
S01431,0.4,0,0,0,0.6,0.4,0,0.6,0,0,0.6890353,0.5545218,2
S01432,0.4,0,0,0,0.6,0.4,0.6,0,0,0,0.53744066,0.8607099,2
S01433,0.4,0,0,0,0.6,0.4,0,0,0.6,0,0.32670018,0.37941456,3
S01434,0.4,0,0,0,0.6,0.6,0,0.4,0,0,0.6894118,0.5601857,2
S01435,0.4,0,0,0,0.6,0.6,0.4,0,0,0,0.5495613,0.85994124,2
S01436,0.4,0,0,0,0.6,0.6,0,0,0.4,0,0.5080209,0.7784713,2
S01437,0.4,0,0,0.6,0,0,0.2,0.8,0,0,0.9825383,0.32223216,0
S01438,0.4,0,0,0.6,0,0,0.8,0.2,0,0,0.087707594,0.749964,1
S01439,0.4,0,0,0.6,0,0,0,0.8,0,0.2,0.9897565,0.32946765,0
S01440,0.4,0,0,0.6,0,0,0.8,0,0,0.2,0.085861444,0.75563306,1
S01441,0.4,0,0,0.6,0,0,0,0.8,0.2,0,0.9887432,0.3173455,0
S01442,0.4,0,0,0.6,0,0,0.8,0,0.2,0,0.086237945,0.74810004,1
S01443,0.4,0,0,0.6,0,0,0,0.2,0.8,0,0.41937277,0.19165842,3
S01444,0.4,0,0,0.6,0,0,0.2,0,0.8,0,0.4174803,0.19751102,3
S01445,0.4,0,0,0.6,0,0,0,0,0.8,0.2,0.41792595,0.18813303,3
S01446,0.4,0,0,0.6,0,0.2,0,0.8,0,0,0.985376,0.3232446,0
S01447,0.4,0,0,0.6,0,0.2,0.8,0,0,0,0.07772733,0.74912536,1
S01448,0.4,0,0,0.6,0,0.2,0,0,0.8,0,0.41697347,0.19687647,3
S01449,0.4,0,0,0.6,0,0.8,0,0.2,0,0,0.8916546,0.8502223,2
S01450,0.4,0,0,0.6,0,0.8,0.2,0,0,0,0.8910386,0.8575935,2
S01451,0.4,0,0,0.6,0,0.8,0,0,0,0.2,0.9006437,0.85196483,2
S01452,0.4,0,0,0.6,0,0.8,0,0,0.2,0,0.8920376,0.849471,2
S01453,0.4,0,0,0.6,0,0,0.4,0.6,0,0,0.8980776,0.39055133,0
S01454,0.4,0,0,0.6,0,0,0.6,0.4,0,0,0.15580398,0.87553924,1
S01455,0.4,0,0,0.6,0,0,0,0.6,0,0.4,0.99828357,0.34895146,0
S01456,0.4,0,0,0.6,0,0,0.6,0,0,0.4,0.083776,0.77465445,1
S01457,0.4,0,0,0.6,0,0,0,0.6,0.4,0,1,0.30975595,0
S01458,0.4,0,0,0.6,0,0,0.6,0,0.4,0,0.7011087,0.45669374,0
S01459,0.4,0,0,0.6,0,0,0,0.4,0.6,0,0.43256623,0.15732199,3
S01460,0.4,0,0,0.6,0,0,0.4,0,0.6,0,0.70370245,0.45189244,0
S01461,0.4,0,0,0.6,0,0,0,0,0.6,0.4,0.42208776,0.17646478,3
S01462,0.4,0,0,0.6,0,0.4,0,0.6,0,0,0.9859436,0.47612348,0
S01463,0.4,0,0,0.6,0,0.4,0.6,0,0,0,0.059002504,0.7533497,1
S01464,0.4,0,0,0.6,0,0.4,0,0,0.6,0,0.93294424,0.67200303,2
S01465,0.4,0,0,0.6,0,0.6,0,0.4,0,0,0.9842709,0.48428133,0
S01466,0.4,0,0,0.6,0,0.6,0.4,0,0,0,0.8908323,0.8713384,2
S01467,0.4,0,0,0.6,0,0.6,0,0,0,0.4,0.9187307,0.8526218,2
S01468,0.4,0,0,0.6,0,0.6,0,0,0.4,0,0.9362997,0.67521167,2
S01469,0.6,0.4,0,0,0,0,0.2,0.8,0,0,0.6945425,0.05811262,0
S01470,0.6,0.4,0,0,0,0,0.8,0.2,0,0,0.117914736,0.5165004,1
S01471,0.6,0.4,0,0,0,0,0,0.8,0,0.2,0.6968921,0.059057638,0
S01472,0.6,0.4,0,0,0,0,0.8,0,0,0.2,0.11695779,0.5249697,1
S01473,0.6,0.4,0,0,0,0,0,0.8,0.2,0,0.6907173,0.05869558,0
S01474,0.6,0.4,0,0,0,0,0.8,0,0.2,0,0.11636819,0.523069,1
S01475,0.6,0.4,0,0,0,0,0,0.2,0.8,0,0.34540856,0.13499618,3
S01476,0.6,0.4,0,0,0,0,0.2,0,0.8,0,0.34211174,0.14065444,3
S01477,0.6,0.4,0,0,0,0,0,0,0.8,0.2,0.34242836,0.1375173,3
S01478,0.6,0.4,0,0,0,0.2,0,0.8,0,0,0.69753414,0.05811933,0
S01479,0.6,0.4,0,0,0,0.2,0.8,0,0,0,0.112425916,0.5192587,1
S01480,0.6,0.4,0,0,0,0.2,0,0,0.8,0,0.34002623,0.13756351,3
S01481,0.6,0.4,0,0,0,0.8,0,0.2,0,0,0.73290527,0.8568873,2
S01482,0.6,0.4,0,0,0,0.8,0.2,0,0,0,0.72815096,0.86205864,2
S01483,0.6,0.4,0,0,0,0.8,0,0,0,0.2,0.7321981,0.8582724,2
S01484,0.6,0.4,0,0,0,0.8,0,0,0.2,0,0.7301569,0.8587646,2
S01485,0.6,0.4,0,0,0,0,0.4,0.6,0,0,0.118311055,0.46770778,1
S01486,0.6,0.4,0,0,0,0,0.6,0.4,0,0,0.119642004,0.47939804,1
S01487,0.6,0.4,0,0,0,0,0,0.6,0.4,0,0.40581033,0.093876176,3
S01488,0.6,0.4,0,0,0,0,0.6,0,0.4,0,0.15661795,0.3819785,1
S01489,0.6,0.4,0,0,0,0,0,0.4,0.6,0,0.39767316,0.102022275,3
S01490,0.6,0.4,0,0,0,0,0.4,0,0.6,0,0.16183098,0.37783527,3
S01491,0.6,0.4,0,0,0,0.4,0,0.6,0,0,0.5228804,0.55125004,2
S01492,0.6,0.4,0,0,0,0.4,0.6,0,0,0,0.10154807,0.502901,1
S01493,0.6,0.4,0,0,0,0.4,0,0,0.6,0,0.17010722,0.14886391,3
S01494,0.6,0.4,0,0,0,0.6,0,0.4,0,0,0.52103704,0.5535334,2
S01495,0.6,0.4,0,0,0,0.6,0.4,0,0,0,0.63327503,0.95593953,2
S01496,0.6,0.4,0,0,0,0.6,0,0,0.4,0,0.47194803,0.7589255,2
S01497,0.6,0,0.4,0,0,0,0.2,0.8,0,0,0.5464676,0.091181375,3
S01498,0.6,0,0.4,0,0,0,0.8,0.2,0,0,0.20930962,0.5250008,1
S01499,0.6,0,0.4,0,0,0,0,0.8,0,0.2,0.5477752,0.092804104,3
S01500,0.6,0,0.4,0,0,0,0.8,0,0,0.2,0.20746237,0.52999246,1
S01501,0.6,0,0.4,0,0,0,0,0.8,0.2,0,0.540018,0.09427687,3
S01502,0.6,0,0.4,0,0,0,0.8,0,0.2,0,0.20849356,0.52675766,1
S01503,0.6,0,0.4,0,0,0,0,0.2,0.8,0,0.33438674,0.2146555,3
S01504,0.6,0,0.4,0,0,0,0.2,0,0.8,0,0.33088732,0.21966499,3
S01505,0.6,0,0.4,0,0,0,0,0,0.8,0.2,0.33415854,0.21761225,3
S01506,0.6,0,0.4,0,0,0.2,0,0.8,0,0,0.54769754,0.09109132,3
S01507,0.6,0,0.4,0,0,0.2,0.8,0,0,0,0.20120104,0.52613205,1
S01508,0.6,0,0.4,0,0,0.2,0,0,0.8,0,0.3299247,0.21635775,3
S01509,0.6,0,0.4,0,0,0.8,0,0.2,0,0,0.6711209,0.91019297,2
S01510,0.6,0,0.4,0,0,0.8,0.2,0,0,0,0.66010267,0.9099332,2
S01511,0.6,0,0.4,0,0,0.8,0,0,0,0.2,0.668347,0.90381664,2
S01512,0.6,0,0.4,0,0,0.8,0,0,0.2,0,0.6680865,0.90411025,2
S01513,0.6,0,0.4,0,0,0,0.4,0.6,0,0,0.1121507,0.4319666,1
S01514,0.6,0,0.4,0,0,0,0.6,0.4,0,0,0.11248288,0.4394896,1
S01515,0.6,0,0.4,0,0,0,0,0.6,0.4,0,0.491298,0.11617835,3
S01516,0.6,0,0.4,0,0,0,0.6,0,0.4,0,0.17287847,0.35347453,3
S01517,0.6,0,0.4,0,0,0,0,0.4,0.6,0,0.48217487,0.1225753,3
S01518,0.6,0,0.4,0,0,0,0.4,0,0.6,0,0.17541096,0.34566048,3
S01519,0.6,0,0.4,0,0,0.4,0,0.6,0,0,0.5838736,0.58306247,2
S01520,0.6,0,0.4,0,0,0.4,0.6,0,0,0,0.188646,0.515753,1
S01521,0.6,0,0.4,0,0,0.4,0,0,0.6,0,0.18759564,0.16578488,3
S01522,0.6,0,0.4,0,0,0.6,0,0.4,0,0,0.5838357,0.5876384,2
S01523,0.6,0,0.4,0,0,0.6,0.4,0,0,0,0.6401257,0.92047554,2
S01524,0.6,0,0.4,0,0,0.6,0,0,0.4,0,0.5401874,0.6733742,2
S01525,0.6,0,0,0,0.4,0,0.2,0.8,0,0,0.60981995,0.10147256,0
S01526,0.6,0,0,0,0.4,0,0.8,0.2,0,0,0.088688076,0.59309113,1
S01527,0.6,0,0,0,0.4,0,0,0.8,0,0.2,0.6118852,0.10170288,0
S01528,0.6,0,0,0,0.4,0,0.8,0,0,0.2,0.08920882,0.5989536,1
S01529,0.6,0,0,0,0.4,0,0,0.8,0.2,0,0.60717154,0.10592235,0
S01530,0.6,0,0,0,0.4,0,0.8,0,0.2,0,0.08891417,0.5953705,1
S01531,0.6,0,0,0,0.4,0,0,0.2,0.8,0,0.31188658,0.26184222,3
S01532,0.6,0,0,0,0.4,0,0.2,0,0.8,0,0.30745324,0.26792702,3
S01533,0.6,0,0,0,0.4,0,0,0,0.8,0.2,0.31126073,0.26543552,3
S01534,0.6,0,0,0,0.4,0.2,0,0.8,0,0,0.6107469,0.10464269,0
S01535,0.6,0,0,0,0.4,0.2,0.8,0,0,0,0.0826639,0.5979612,1
S01536,0.6,0,0,0,0.4,0.2,0,0,0.8,0,0.30373564,0.26331607,3
S01537,0.6,0,0,0,0.4,0.8,0,0.2,0,0,0.62806267,0.8599531,2
S01538,0.6,0,0,0,0.4,0.8,0.2,0,0,0,0.62009764,0.8626512,2
S01539,0.6,0,0,0,0.4,0.8,0,0,0,0.2,0.62816936,0.8600098,2
S01540,0.6,0,0,0,0.4,0.8,0,0,0.2,0,0.6245119,0.8600248,2
S01541,0.6,0,0,0,0.4,0,0.4,0.6,0,0,0.15427776,0.44626448,1
S01542,0.6,0,0,0,0.4,0,0.6,0.4,0,0,0.15184909,0.4518323,1
S01543,0.6,0,0,0,0.4,0,0,0.6,0.4,0,0.45395634,0.1205897,3
S01544,0.6,0,0,0,0.4,0,0.6,0,0.4,0,0.21256927,0.3601293,3
S01545,0.6,0,0,0,0.4,0,0,0.4,0.6,0,0.44732264,0.12619935,3
S01546,0.6,0,0,0,0.4,0,0.4,0,0.6,0,0.21661907,0.35358435,3
S01547,0.6,0,0,0,0.4,0.4,0,0.6,0,0,0.5560233,0.55768603,2
S01548,0.6,0,0,0,0.4,0.4,0.6,0,0,0,0.06507351,0.6000003,1
S01549,0.6,0,0,0,0.4,0.4,0,0,0.6,0,0.2849018,0.25991625,3
S01550,0.6,0,0,0,0.4,0.6,0,0.4,0,0,0.5586251,0.5637867,2
S01551,0.6,0,0,0,0.4,0.6,0.4,0,0,0,0.5650071,0.8711548,2
S01552,0.6,0,0,0,0.4,0.6,0,0,0.4,0,0.4987433,0.78073937,2
S01553,0.6,0,0,0.4,0,0,0.2,0.8,0,0,0.59804446,0.024109015,3
S01554,0.6,0,0,0.4,0,0,0.8,0.2,0,0,0.072638296,0.72683144,1
S01555,0.6,0,0,0.4,0,0,0,0.8,0,0.2,0.5910913,0.018454362,3
S01556,0.6,0,0,0.4,0,0,0.8,0,0,0.2,0.07201865,0.73015916,1
S01557,0.6,0,0,0.4,0,0,0,0.8,0.2,0,0.5947165,0.025710177,3
S01558,0.6,0,0,0.4,0,0,0.8,0,0.2,0,0.072810784,0.726951,1
S01559,0.6,0,0,0.4,0,0,0,0.2,0.8,0,0.39884955,0.17999919,3
S01560,0.6,0,0,0.4,0,0,0.2,0,0.8,0,0.39555252,0.1853832,3
S01561,0.6,0,0,0.4,0,0,0,0,0.8,0.2,0.4033453,0.18067597,3
S01562,0.6,0,0,0.4,0,0.2,0,0.8,0,0,0.5982134,0.025398208,3
S01563,0.6,0,0,0.4,0,0.2,0.8,0,0,0,0.06776561,0.7353333,1
S01564,0.6,0,0,0.4,0,0.2,0,0,0.8,0,0.3942725,0.18395449,3
S01565,0.6,0,0,0.4,0,0.8,0,0.2,0,0,0.76145387,0.9181621,2
S01566,0.6,0,0,0.4,0,0.8,0.2,0,0,0,0.7573453,0.9207503,2
S01567,0.6,0,0,0.4,0,0.8,0,0,0,0.2,0.7614426,0.9275161,2
S01568,0.6,0,0,0.4,0,0.8,0,0,0.2,0,0.7573474,0.91908294,2
S01569,0.6,0,0,0.4,0,0,0.4,0.6,0,0,0.08326866,0.40495574,1
S01570,0.6,0,0,0.4,0,0,0.6,0.4,0,0,0.07946775,0.40596274,1
S01571,0.6,0,0,0.4,0,0,0,0.6,0,0.4,0.5683396,0,3
S01572,0.6,0,0,0.4,0,0,0.6,0,0,0.4,0,0.5353235,1
S01573,0.6,0,0,0.4,0,0,0,0.6,0.4,0,0.45243648,0.092891626,3
S01574,0.6,0,0,0.4,0,0,0.6,0,0.4,0,0.15537548,0.31578076,3
S01575,0.6,0,0,0.4,0,0,0,0.4,0.6,0,0.42690423,0.1458598,3
S01576,0.6,0,0,0.4,0,0,0.4,0,0.6,0,0.15837675,0.3152612,3
S01577,0.6,0,0,0.4,0,0,0,0,0.6,0.4,0.41435295,0.17254001,3
S01578,0.6,0,0,0.4,0,0.4,0,0.6,0,0,0.5079156,0.5774024,2
S01579,0.6,0,0,0.4,0,0.4,0.6,0,0,0,0.054036662,0.7457861,1
S01580,0.6,0,0,0.4,0,0.4,0,0,0.6,0,0.20479582,0.1058395,3
S01581,0.6,0,0,0.4,0,0.6,0,0.4,0,0,0.51022863,0.5829255,2
S01582,0.6,0,0,0.4,0,0.6,0.4,0,0,0,0.64197326,0.98281884,2
S01583,0.6,0,0,0.4,0,0.6,0,0,0,0.4,0.7635224,0.94739646,2
S01584,0.6,0,0,0.4,0,0.6,0,0,0.4,0,0.6001126,0.9448709,2
S01585,0,0.6,0.2,0,0.2,0,0,1,0,0,0.74873817,0.14647783,0
S01586,0,0.6,0.2,0,0.2,0,1,0,0,0,0.28232083,0.690913,1
S01587,0,0.6,0.2,0,0.2,0,0,0,1,0,0.51023644,0.40075567,3
S01588,0,0.6,0.2,0,0.2,1,0,0,0,0,0.72012264,0.743498,2
S01589,0,0.2,0.6,0,0.2,0,0,1,0,0,0.7202517,0.21393353,0
S01590,0,0.2,0.6,0,0.2,0,1,0,0,0,0.27100882,0.59066737,1
S01591,0,0.2,0.6,0,0.2,0,0,0,1,0,0.42098504,0.39526522,3
S01592,0,0.2,0.6,0,0.2,1,0,0,0,0,0.646821,0.7213134,2
S01593,0,0.2,0.2,0,0.6,0,0,1,0,0,0.66855,0.16658838,0
S01594,0,0.2,0.2,0,0.6,0,1,0,0,0,0.20672855,0.6602753,1
S01595,0,0.2,0.2,0,0.6,0,0,0,1,0,0.36928043,0.32562447,3
S01596,0,0.2,0.2,0,0.6,1,0,0,0,0,0.63375527,0.7881782,2
S01597,0,0.6,0.2,0.2,0,0,0,1,0,0,0.7614264,0.1522275,0
S01598,0,0.6,0.2,0.2,0,0,1,0,0,0,0.28439096,0.70911765,1
S01599,0,0.6,0.2,0.2,0,0,0,0,1,0,0.51733816,0.39083982,3
S01600,0,0.6,0.2,0.2,0,1,0,0,0,0,0.7438075,0.7441426,2
S01601,0,0.2,0.6,0.2,0,0,0,1,0,0,0.73675215,0.22080252,0
S01602,0,0.2,0.6,0.2,0,0,1,0,0,0,0.2795106,0.58858925,1
S01603,0,0.2,0.6,0.2,0,0,0,0,1,0,0.4396744,0.3952269,3
S01604,0,0.2,0.6,0.2,0,1,0,0,0,0,0.65481764,0.70949966,2
S01605,0,0.6,0,0.2,0.2,0,0,1,0,0,0.748443,0.13408643,0
S01606,0,0.6,0,0.2,0.2,0,1,0,0,0,0.27457583,0.7103126,1
S01607,0,0.6,0,0.2,0.2,0,0,0,1,0,0.5256665,0.3847512,3
S01608,0,0.6,0,0.2,0.2,1,0,0,0,0,0.7423871,0.75255436,2
S01609,0,0,0.6,0.2,0.2,0,0,1,0,0,0.7139627,0.22224556,0
S01610,0,0,0.6,0.2,0.2,0,1,0,0,0,0.265192,0.58480513,1
S01611,0,0,0.6,0.2,0.2,0,0,0,1,0,0.41911265,0.38564432,3
S01612,0,0,0.6,0.2,0.2,1,0,0,0,0,0.6356228,0.7205931,2
S01613,0,0.2,0,0.2,0.6,0,0,1,0,0,0.6668998,0.15746264,0
S01614,0,0.2,0,0.2,0.6,0,1,0,0,0,0.19092615,0.67350686,1
S01615,0,0.2,0,0.2,0.6,0,0,0,1,0,0.37198433,0.31485516,3
S01616,0,0.2,0,0.2,0.6,1,0,0,0,0,0.6420863,0.7978918,2
S01617,0,0,0.2,0.2,0.6,0,0,1,0,0,0.6641157,0.1752483,0
S01618,0,0,0.2,0.2,0.6,0,1,0,0,0,0.18191427,0.66902184,1
S01619,0,0,0.2,0.2,0.6,0,0,0,1,0,0.3652348,0.33003604,3
S01620,0,0,0.2,0.2,0.6,1,0,0,0,0,0.6262147,0.79003334,2
S01621,0,0.2,0.2,0.6,0,0,0,1,0,0,0.9335303,0.29292414,0
S01622,0,0.2,0.2,0.6,0,0,1,0,0,0,0.16198911,0.7587129,1
S01623,0,0.2,0.2,0.6,0,0,0,0,1,0,0.49954382,0.3358596,3
S01624,0,0.2,0.2,0.6,0,1,0,0,0,0,0.8603289,0.7979588,2
S01625,0,0.2,0,0.6,0.2,0,0,1,0,0,0.9186671,0.30496198,0
S01626,0,0.2,0,0.6,0.2,0,1,0,0,0,0.15020762,0.7453655,1
S01627,0,0.2,0,0.6,0.2,0,0,0,1,0,0.49993908,0.31971756,3
S01628,0,0.2,0,0.6,0.2,1,0,0,0,0,0.8523206,0.8169004,2
S01629,0,0,0.2,0.6,0.2,0,0,1,0,0,0.92307657,0.29675904,0
S01630,0,0,0.2,0.6,0.2,0,1,0,0,0,0.1581549,0.74941826,1
S01631,0,0,0.2,0.6,0.2,0,0,0,1,0,0.4805862,0.32138735,3
S01632,0,0,0.2,0.6,0.2,1,0,0,0,0,0.85442907,0.8084663,2
S01633,0.2,0.6,0.2,0,0,0,0,1,0,0,0.7560566,0.14345273,0
S01634,0.2,0.6,0.2,0,0,0,1,0,0,0,0.29092243,0.6909357,1
S01635,0.2,0.6,0.2,0,0,0,0,0,1,0,0.5137994,0.4033761,3
S01636,0.2,0.6,0.2,0,0,1,0,0,0,0,0.728229,0.7429985,2
S01637,0.2,0.2,0.6,0,0,0,0,1,0,0,0.73132783,0.21593921,0
S01638,0.2,0.2,0.6,0,0,0,1,0,0,0,0.26486936,0.5711203,1
S01639,0.2,0.2,0.6,0,0,0,0,0,1,0,0.4354439,0.4016371,3
S01640,0.2,0.2,0.6,0,0,1,0,0,0,0,0.6540405,0.7137537,2
S01641,0.2,0.6,0,0,0.2,0,0,1,0,0,0.74324095,0.1256622,0
S01642,0.2,0.6,0,0,0.2,0,1,0,0,0,0.27632022,0.6975398,1
S01643,0.2,0.6,0,0,0.2,0,0,0,1,0,0.5232679,0.39721796,3
S01644,0.2,0.6,0,0,0.2,1,0,0,0,0,0.7276905,0.7566939,2
S01645,0.2,0,0.6,0,0.2,0,0,1,0,0,0.7088684,0.21973732,0
S01646,0.2,0,0.6,0,0.2,0,1,0,0,0,0.2565661,0.5734822,1
S01647,0.2,0,0.6,0,0.2,0,0,0,1,0,0.40948287,0.3897711,3
S01648,0.2,0,0.6,0,0.2,1,0,0,0,0,0.6346294,0.72407436,2
S01649,0.2,0.2,0,0,0.6,0,0,1,0,0,0.6554591,0.14473443,0
S01650,0.2,0.2,0,0,0.6,0,1,0,0,0,0.1985523,0.6644922,1
S01651,0.2,0.2,0,0,0.6,0,0,0,1,0,0.36093387,0.30764958,3
S01652,0.2,0.2,0,0,0.6,1,0,0,0,0,0.6358656,0.8093961,2
S01653,0.2,0,0.2,0,0.6,0,0,1,0,0,0.6494646,0.15139419,0
S01654,0.2,0,0.2,0,0.6,0,1,0,0,0,0.18809104,0.65890986,1
S01655,0.2,0,0.2,0,0.6,0,0,0,1,0,0.35284474,0.3111817,3
S01656,0.2,0,0.2,0,0.6,1,0,0,0,0,0.6267384,0.80301285,2
S01657,0.2,0.6,0,0.2,0,0,0,1,0,0,0.75287527,0.12193425,0
S01658,0.2,0.6,0,0.2,0,0,1,0,0,0,0.2806442,0.7182126,1
S01659,0.2,0.6,0,0.2,0,0,0,0,1,0,0.5298913,0.38697654,3
S01660,0.2,0.6,0,0.2,0,1,0,0,0,0,0.7528081,0.7515,2
S01661,0.2,0,0.6,0.2,0,0,0,1,0,0,0.7268278,0.22566997,0
S01662,0.2,0,0.6,0.2,0,0,1,0,0,0,0.25757667,0.56375843,1
S01663,0.2,0,0.6,0.2,0,0,0,0,1,0,0.43088746,0.38647377,3
S01664,0.2,0,0.6,0.2,0,1,0,0,0,0,0.6425331,0.7120793,2
