id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,tsne_0,tsne_1,cluster
P01,1,0,0,0,0,1,0,0,0,0,0.7023008,0.9532685,2
P02,0,1,0,0,0,1,0,0,0,0,0.7447204,0.71942204,2
P03,0,1,0,0,0,0,1,0,0,0,0.31274763,0.7197479,1
P04,0,1,0,0,0,0,0,1,0,0,0.7784694,0.11809198,0
P05,0,0,1,0,0,1,0,0,0,0,0.62985295,0.68620753,2
P06,0,0,1,0,0,0,1,0,0,0,0.28748047,0.5528508,1
P07,0,0,1,0,0,0,0,1,0,0,0.7141393,0.24989347,0
P08,0,0,0,1,0,0,1,0,0,0,0.13370912,0.7874609,1
P09,0,0,0,1,0,0,0,1,0,0,0.94659257,0.33354056,0
P10,0,0,0,0,1,1,0,0,0,0,0.5960714,0.81155086,2
P11,0,0,0,0,1,0,1,0,0,0,0.17962249,0.63699496,1
P12,0,0.5,0.5,0,0,0,0.2,0.8,0,0,0.7705384,0.19523,0
P13,0,0.5,0,0.5,0,0,0.25,0.75,0,0,0.85750544,0.22235738,0
P14,1,0,0,0,0,0.5,0,0,0.5,0,0.20245942,0.1361239,3
P15,0.5,0,0,0.5,0,0,1,0,0,0,0.08816369,0.73419446,1
P16,0.4,0,0,0,0.6,0,0,1,0,0,0.6315957,0.12479997,0
P17,1,0,0,0,0,0.8,0,0,0,0.2,0.71181124,0.9689253,2
P18,1,0,0,0,0,0,0,0.8,0,0.2,0.52955586,0.026658643,3
P19,1,0,0,0,0,0,0,0,0.9,0.1,0.2760007,0.16528098,3
P20,0,0.5,0,0.5,0,0,0,1,0,0,0.879218,0.21685736,0
P21,0,0.2,0,0.8,0,0,0,1,0,0,0.93963736,0.32407597,0
P22,0,0,0,0.625,0.375,1,0,0,0,0,0.84214336,0.82865393,2
P23,0,0,0,0,1,0,0.5,0.5,0,0,0.40773317,0.5926913,1
P24,0.5,0,0,0,0.5,0,1,0,0,0,0.1040351,0.59964395,1
P25,0.75,0,0.25,0,0,0,0.5,0.5,0,0,0.100589976,0.4357202,1
P26,0.7,0,0.3,0,0,0.75,0,0.25,0,0,0.67618626,0.9185299,2
P27,0,1,0,0,0,0.7,0,0,0,0.3,0.7447239,0.6838725,2
P28,0.4,0,0,0,0.6,0,0.5,0.5,0,0,0.16447105,0.45203498,1
P29,1,0,0,0,0,0,0,0,0.8,0.2,0.27127987,0.15714432,3
P30,1,0,0,0,0,0,0.1,0,0.9,0,0.27660924,0.17184104,3
S00001,0,1,0,0,0,0,0,1,0,0,0.7784694,0.11809198,0
S00002,0,1,0,0,0,0,1,0,0,0,0.31274763,0.7197479,1
S00003,0,1,0,0,0,0,0,0,1,0,0.54591537,0.41523698,3
S00004,0,1,0,0,0,1,0,0,0,0,0.7447204,0.71942204,2
S00005,0,0,1,0,0,0,0,1,0,0,0.7141393,0.24989347,0
S00006,0,0,1,0,0,0,1,0,0,0,0.28748047,0.5528508,1
S00007,0,0,1,0,0,0,0,0,1,0,0.41501534,0.41893676,3
S00008,0,0,1,0,0,1,0,0,0,0,0.62985295,0.68620753,2
S00009,0,0,0,0,1,0,0,1,0,0,0.63467956,0.17032976,0
S00010,0,0,0,0,1,0,1,0,0,0,0.17962249,0.63699496,1
S00011,0,0,0,0,1,0,0,0,1,0,0.3349119,0.32531533,3
S00012,0,0,0,0,1,1,0,0,0,0,0.5960714,0.81155086,2
S00013,0,0,0,1,0,0,0,1,0,0,0.9465925,0.33354056,0
S00014,0,0,0,1,0,0,1,0,0,0,0.13370912,0.7874609,1
S00015,0,0,0,1,0,0,0,0,1,0,0.7618591,0.40337303,0
S00016,0,0,0,1,0,1,0,0,0,0,0.921063,0.7961673,2
S00017,1,0,0,0,0,0,0,1,0,0,0.5317116,0.039513227,3
S00018,1,0,0,0,0,0,1,0,0,0,0.06771549,0.5385033,1
S00019,1,0,0,0,0,0,0,0,1,0,0.27967966,0.17132479,3
S00020,1,0,0,0,0,1,0,0,0,0,0.7023014,0.9532673,2
S00021,0,1,0,0,0,0,0.2,0.8,0,0,0.80962574,0.13091831,0
S00022,0,1,0,0,0,0,0.8,0.2,0,0,0.34414977,0.7075331,1
S00023,0,1,0,0,0,0,0,0.8,0.2,0,0.7917663,0.12640367,0
S00024,0,1,0,0,0,0,0.8,0,0.2,0,0.32928923,0.7141305,1
S00025,0,1,0,0,0,0,0,0.2,0.8,0,0.5735976,0.4169653,3
S00026,0,1,0,0,0,0,0.2,0,0.8,0,0.5482905,0.43996993,3
S00027,0,1,0,0,0,0.2,0,0.8,0,0,0.8013685,0.11630256,0
S00028,0,1,0,0,0,0.2,0.8,0,0,0,0.34333748,0.7261326,1
S00029,0,1,0,0,0,0.2,0,0,0.8,0,0.5678488,0.4361115,3
S00030,0,1,0,0,0,0.8,0,0.2,0,0,0.7567575,0.68538713,2
S00031,0,1,0,0,0,0.8,0.2,0,0,0,0.74273175,0.69462204,2
S00032,0,1,0,0,0,0.8,0,0,0.2,0,0.7433847,0.69287455,2
S00033,0,1,0,0,0,0,0.4,0.6,0,0,0.82779884,0.14193483,0
S00034,0,1,0,0,0,0,0.6,0.4,0,0,0.36547944,0.6953796,1
S00035,0,1,0,0,0,0,0,0.6,0.4,0,0.62266964,0.38985464,0
S00036,0,1,0,0,0,0,0.6,0,0.4,0,0.519771,0.48428795,3
S00037,0,1,0,0,0,0,0,0.4,0.6,0,0.6034108,0.4015673,0
S00038,0,1,0,0,0,0,0.4,0,0.6,0,0.53228396,0.46731564,3
S00039,0,1,0,0,0,0.4,0,0.6,0,0,0.7695535,0.6321477,2
S00040,0,1,0,0,0,0.4,0.6,0,0,0,0.3758137,0.741899,1
S00041,0,1,0,0,0,0.4,0,0,0.6,0,0.59805274,0.4694101,0
S00042,0,1,0,0,0,0.6,0,0.4,0,0,0.7650049,0.6517063,2
S00043,0,1,0,0,0,0.6,0.4,0,0,0,0.39534414,0.7495882,1
S00044,0,1,0,0,0,0.6,0,0,0.4,0,0.61302584,0.48457465,0
S00045,0,0,1,0,0,0,0.2,0.8,0,0,0.7190232,0.27897882,0
S00046,0,0,1,0,0,0,0.8,0.2,0,0,0.32097864,0.5473652,1
S00047,0,0,1,0,0,0,0,0.8,0.2,0,0.70019424,0.27332753,0
S00048,0,0,1,0,0,0,0.8,0,0.2,0,0.31056783,0.5341853,1
S00049,0,0,1,0,0,0,0,0.2,0.8,0,0.4126133,0.44362366,3
S00050,0,0,1,0,0,0,0.2,0,0.8,0,0.39631593,0.44812548,3
S00051,0,0,1,0,0,0.2,0,0.8,0,0,0.7155146,0.26613846,0
S00052,0,0,1,0,0,0.2,0.8,0,0,0,0.30279994,0.55377156,1
S00053,0,0,1,0,0,0.2,0,0,0.8,0,0.41286716,0.44567683,3
S00054,0,0,1,0,0,0.8,0,0.2,0,0,0.62360585,0.6617912,2
S00055,0,0,1,0,0,0.8,0.2,0,0,0,0.61597747,0.6784114,2
S00056,0,0,1,0,0,0.8,0,0,0.2,0,0.6043932,0.6663868,2
S00057,0,0,1,0,0,0,0.4,0.6,0,0,0.7254827,0.29616204,0
S00058,0,0,1,0,0,0,0.6,0.4,0,0,0.34663227,0.5447726,1
S00059,0,0,1,0,0,0,0,0.6,0.4,0,0.6736337,0.29275858,0
S00060,0,0,1,0,0,0,0.6,0,0.4,0,0.349048,0.49871626,1
S00061,0,0,1,0,0,0,0,0.4,0.6,0,0.6546249,0.30372703,0
S00062,0,0,1,0,0,0,0.4,0,0.6,0,0.37192762,0.47798854,3
S00063,0,0,1,0,0,0.4,0,0.6,0,0,0.6350103,0.6128445,2
S00064,0,0,1,0,0,0.4,0.6,0,0,0,0.4761802,0.66210383,2
S00065,0,0,1,0,0,0.4,0,0,0.6,0,0.5655243,0.6359657,2
S00066,0,0,1,0,0,0.6,0,0.4,0,0,0.62984055,0.63193077,2
S00067,0,0,1,0,0,0.6,0.4,0,0,0,0.49246675,0.66830015,2
S00068,0,0,1,0,0,0.6,0,0,0.4,0,0.5809088,0.6483402,2
S00069,0,0,0,0,1,0,0.2,0.8,0,0,0.6149576,0.1779159,0
S00070,0,0,0,0,1,0,0.8,0.2,0,0,0.18092634,0.6220716,1
S00071,0,0,0,0,1,0,0,0.8,0.2,0,0.6041973,0.1916775,0
S00072,0,0,0,0,1,0,0.8,0,0.2,0,0.17641953,0.6208298,1
S00073,0,0,0,0,1,0,0,0.2,0.8,0,0.31394276,0.33564505,3
S00074,0,0,0,0,1,0,0.2,0,0.8,0,0.30993062,0.34806216,3
S00075,0,0,0,0,1,0.2,0,0.8,0,0,0.62432855,0.18498442,0
S00076,0,0,0,0,1,0.2,0.8,0,0,0,0.17871244,0.6261184,1
S00077,0,0,0,0,1,0.2,0,0,0.8,0,0.31298387,0.3383513,3
S00078,0,0,0,0,1,0.8,0,0.2,0,0,0.5834919,0.8035363,2
S00079,0,0,0,0,1,0.8,0.2,0,0,0,0.5643765,0.81340635,2
S00080,0,0,0,0,1,0.8,0,0,0.2,0,0.566283,0.79518044,2
S00081,0,0,0,0,1,0,0.4,0.6,0,0,0.4124105,0.5928403,1
S00082,0,0,0,0,1,0,0.6,0.4,0,0,0.40092093,0.594698,1
S00083,0,0,0,0,1,0,0,0.6,0.4,0,0.57635164,0.20858921,3
S00084,0,0,0,0,1,0,0.6,0,0.4,0,0.266358,0.38424048,3
S00085,0,0,0,0,1,0,0,0.4,0.6,0,0.55628234,0.21839833,3
S00086,0,0,0,0,1,0,0.4,0,0.6,0,0.2826963,0.37015557,3
S00087,0,0,0,0,1,0.4,0,0.6,0,0,0.72403705,0.5515755,2
S00088,0,0,0,0,1,0.4,0.6,0,0,0,0.5057819,0.8246968,2
S00089,0,0,0,0,1,0.4,0,0,0.6,0,0.53095055,0.76342845,2
S00090,0,0,0,0,1,0.6,0,0.4,0,0,0.71474725,0.5646852,2
S00091,0,0,0,0,1,0.6,0.4,0,0,0,0.52655834,0.8226336,2
S00092,0,0,0,0,1,0.6,0,0,0.4,0,0.5440614,0.7778575,2
S00093,0,0,0,1,0,0,0.2,0.8,0,0,0.9390689,0.3733796,0
S00094,0,0,0,1,0,0,0.8,0.2,0,0,0.1485164,0.8224076,1
S00095,0,0,0,1,0,0,0,0.8,0,0.2,0.96134853,0.37312508,0
S00096,0,0,0,1,0,0,0.8,0,0,0.2,0.12890314,0.8193917,1
S00097,0,0,0,1,0,0,0,0.8,0.2,0,0.9442428,0.37071162,0
S00098,0,0,0,1,0,0,0.8,0,0.2,0,0.14289114,0.81967854,1
S00099,0,0,0,1,0,0,0,0.2,0.8,0,0.7959249,0.4133962,0
S00100,0,0,0,1,0,0,0.2,0,0.8,0,0.76122004,0.43621448,0
S00101,0,0,0,1,0,0,0,0,0.8,0.2,0.7890394,0.43555534,0
S00102,0,0,0,1,0,0.2,0,0.8,0,0,0.9502386,0.36805946,0
S00103,0,0,0,1,0,0.2,0.8,0,0,0,0.16136841,0.82114804,1
S00104,0,0,0,1,0,0.2,0,0,0.8,0,0.7768892,0.41954508,0
S00105,0,0,0,1,0,0.8,0,0.2,0,0,0.93076146,0.79090655,2
S00106,0,0,0,1,0,0.8,0.2,0,0,0,0.9284315,0.78317666,2
S00107,0,0,0,1,0,0.8,0,0,0,0.2,0.93783015,0.80000883,2
S00108,0,0,0,1,0,0.8,0,0,0.2,0,0.92760986,0.7882995,2
S00109,0,0,0,1,0,0,0.4,0.6,0,0,0.9243864,0.39637002,0
S00110,0,0,0,1,0,0,0.6,0.4,0,0,0.16066337,0.8533979,1
S00111,0,0,0,1,0,0,0,0.6,0,0.4,0.9763596,0.3902672,0
S00112,0,0,0,1,0,0,0.6,0,0,0.4,0.112609364,0.8346666,1
S00113,0,0,0,1,0,0,0,0.6,0.4,0,0.85643864,0.39699414,0
S00114,0,0,0,1,0,0,0.6,0,0.4,0,0.73265475,0.4735741,0
S00115,0,0,0,1,0,0,0,0.4,0.6,0,0.8325357,0.40626392,0
S00116,0,0,0,1,0,0,0.4,0,0.6,0,0.74431616,0.46003896,0
S00117,0,0,0,1,0,0,0,0,0.6,0.4,0.80645925,0.45299295,0
S00118,0,0,0,1,0,0.4,0,0.6,0,0,0.95858073,0.45552704,0
S00119,0,0,0,1,0,0.4,0.6,0,0,0,0.1871497,0.8260182,1
S00120,0,0,0,1,0,0.4,0,0,0.6,0,0.9309738,0.6957593,2
S00121,0,0,0,1,0,0.6,0,0.4,0,0,0.94983083,0.47289836,0
S00122,0,0,0,1,0,0.6,0.4,0,0,0,0.93997806,0.75853324,2
S00123,0,0,0,1,0,0.6,0,0,0,0.4,0.9613473,0.8026657,2
S00124,0,0,0,1,0,0.6,0,0,0.4,0,0.9295024,0.7125003,2
S00125,1,0,0,0,0,0,0.2,0.8,0,0,0.5277935,0.041598614,3
S00126,1,0,0,0,0,0,0.8,0.2,0,0,0.05015277,0.5081072,1
S00127,1,0,0,0,0,0,0,0.8,0,0.2,0.52957875,0.026664106,3
S00128,1,0,0,0,0,0,0.8,0,0,0.2,0.033252425,0.512563,1
S00129,1,0,0,0,0,0,0,0.8,0.2,0,0.525458,0.045760956,3
S00130,1,0,0,0,0,0,0.8,0,0.2,0,0.045943424,0.50965875,1
S00131,1,0,0,0,0,0,0,0.2,0.8,0,0.26476637,0.17349102,3
S00132,1,0,0,0,0,0,0.2,0,0.8,0,0.27259076,0.17471957,3
S00133,1,0,0,0,0,0,0,0,0.8,0.2,0.27128038,0.15714644,3
S00134,1,0,0,0,0,0.2,0,0.8,0,0,0.5228534,0.039070174,3
S00135,1,0,0,0,0,0.2,0.8,0,0,0,0.0501254,0.5022635,1
S00136,1,0,0,0,0,0.2,0,0,0.8,0,0.26652956,0.16846693,3
S00137,1,0,0,0,0,0.8,0,0.2,0,0,0.6977309,0.96433973,2
S00138,1,0,0,0,0,0.8,0.2,0,0,0,0.6877871,0.963126,2
S00139,1,0,0,0,0,0.8,0,0,0,0.2,0.7118132,0.9689296,2
S00140,1,0,0,0,0,0.8,0,0,0.2,0,0.698358,0.9627692,2
S00141,1,0,0,0,0,0,0.4,0.6,0,0,0.07577545,0.42780343,1
S00142,1,0,0,0,0,0,0.6,0.4,0,0,0.07118755,0.4446372,1
S00143,1,0,0,0,0,0,0,0.6,0,0.4,0.18543868,0.2153205,3
S00144,1,0,0,0,0,0,0.6,0,0,0.4,0.011545988,0.5025828,1
S00145,1,0,0,0,0,0,0,0.6,0.4,0,0.22222751,0.20361602,3
S00146,1,0,0,0,0,0,0.6,0,0.4,0,0.13238163,0.3491869,3
S00147,1,0,0,0,0,0,0,0.4,0.6,0,0.23576857,0.1847025,3
S00148,1,0,0,0,0,0,0.4,0,0.6,0,0.13880539,0.3341328,3
S00149,1,0,0,0,0,0,0,0,0.6,0.4,0.25863653,0.13771157,3
S00150,1,0,0,0,0,0.4,0,0.6,0,0,0.2038427,0.24456446,3
S00151,1,0,0,0,0,0.4,0.6,0,0,0,0.049197245,0.48027918,1
S00152,1,0,0,0,0,0.4,0,0,0.6,0,0.20597261,0.14320987,3
S00153,1,0,0,0,0,0.6,0,0.4,0,0,0.53345823,0.58457255,2
S00154,1,0,0,0,0,0.6,0.4,0,0,0,0.6635587,0.97278214,2
S00155,1,0,0,0,0,0.6,0,0,0,0.4,0.723674,0.98812217,2
S00156,1,0,0,0,0,0.6,0,0,0.4,0,0.19918512,0.12992853,3
S00157,0,0.8,0.2,0,0,0,0,1,0,0,0.7710496,0.14118634,0
S00158,0,0.8,0.2,0,0,0,1,0,0,0,0.30391717,0.7012465,1
S00159,0,0.8,0.2,0,0,0,0,0,1,0,0.5298731,0.41262662,3
S00160,0,0.8,0.2,0,0,1,0,0,0,0,0.73253506,0.724385,2
S00161,0,0.2,0.8,0,0,0,0,1,0,0,0.7291908,0.23908103,0
S00162,0,0.2,0.8,0,0,0,1,0,0,0,0.28600338,0.5724352,1
S00163,0,0.2,0.8,0,0,0,0,0,1,0,0.42815968,0.41433185,3
S00164,0,0.2,0.8,0,0,1,0,0,0,0,0.6407205,0.6944351,2
S00165,0,0.8,0,0,0.2,0,0,1,0,0,0.7658501,0.12838778,0
S00166,0,0.8,0,0,0.2,0,1,0,0,0,0.30009562,0.70744014,1
S00167,0,0.8,0,0,0.2,0,0,0,1,0,0.537049,0.40900367,3
S00168,0,0.8,0,0,0.2,1,0,0,0,0,0.7374578,0.72929233,2
S00169,0,0,0.8,0,0.2,0,0,1,0,0,0.7114796,0.2384187,0
S00170,0,0,0.8,0,0.2,0,1,0,0,0,0.27997205,0.5677139,1
S00171,0,0,0.8,0,0.2,0,0,0,1,0,0.40784147,0.4065651,3
S00172,0,0,0.8,0,0.2,1,0,0,0,0,0.6261971,0.7040086,2
S00173,0,0.2,0,0,0.8,0,0,1,0,0,0.6471835,0.16593078,0
S00174,0,0.2,0,0,0.8,0,1,0,0,0,0.19508098,0.6508535,1
S00175,0,0.2,0,0,0.8,0,0,0,1,0,0.35026228,0.32558104,3
S00176,0,0.2,0,0,0.8,1,0,0,0,0,0.6105959,0.80241543,2
S00177,0,0,0.2,0,0.8,0,0,1,0,0,0.64887667,0.17703806,0
S00178,0,0,0.2,0,0.8,0,1,0,0,0,0.18725108,0.64549345,1
S00179,0,0,0.2,0,0.8,0,0,0,1,0,0.35113862,0.33401695,3
S00180,0,0,0.2,0,0.8,1,0,0,0,0,0.60942876,0.79468274,2
S00181,0,0.8,0,0.2,0,0,0,1,0,0,0.7713638,0.12870525,0
S00182,0,0.8,0,0.2,0,0,1,0,0,0,0.29985276,0.7191645,1
S00183,0,0.8,0,0.2,0,0,0,0,1,0,0.5413038,0.4010376,3
S00184,0,0.8,0,0.2,0,1,0,0,0,0,0.7540924,0.7304359,2
S00185,0,0,0.8,0.2,0,0,0,1,0,0,0.72487456,0.2417966,0
S00186,0,0,0.8,0.2,0,0,1,0,0,0,0.28268114,0.56352043,1
S00187,0,0,0.8,0.2,0,0,0,0,1,0,0.42180452,0.40927702,3
S00188,0,0,0.8,0.2,0,1,0,0,0,0,0.63406533,0.6962287,2
S00189,0,0,0,0.2,0.8,0,0,1,0,0,0.64316386,0.169018,0
S00190,0,0,0,0.2,0.8,0,1,0,0,0,0.17361684,0.6561088,1
S00191,0,0,0,0.2,0.8,0,0,0,1,0,0.34497076,0.32349628,3
S00192,0,0,0,0.2,0.8,1,0,0,0,0,0.6077878,0.8057406,2
S00193,0,0.2,0,0.8,0,0,0,1,0,0,0.93963295,0.32406342,0
S00194,0,0.2,0,0.8,0,0,1,0,0,0,0.1448089,0.7782215,1
S00195,0,0.2,0,0.8,0,0,0,0,1,0,0.75092846,0.40534216,0
S00196,0,0.2,0,0.8,0,1,0,0,0,0,0.88640827,0.8057,2
S00197,0,0,0.2,0.8,0,0,0,1,0,0,0.9447281,0.31954384,0
S00198,0,0,0.2,0.8,0,0,1,0,0,0,0.15290545,0.7754757,1
S00199,0,0,0.2,0.8,0,0,0,0,1,0,0.75096977,0.40460104,0
S00200,0,0,0.2,0.8,0,1,0,0,0,0,0.8819293,0.79810005,2
S00201,0,0,0,0.8,0.2,0,0,1,0,0,0.92990834,0.3248847,0
S00202,0,0,0,0.8,0.2,0,1,0,0,0,0.1411562,0.7751745,1
S00203,0,0,0,0.8,0.2,0,0,0,1,0,0.7546358,0.39898804,0
S00204,0,0,0,0.8,0.2,1,0,0,0,0,0.8846798,0.81365156,2
S00205,0.2,0.8,0,0,0,0,0,1,0,0,0.76779515,0.12011827,0
S00206,0.2,0.8,0,0,0,0,1,0,0,0,0.3038331,0.71122986,1
S00207,0.2,0.8,0,0,0,0,0,0,1,0,0.53808635,0.408626,3
S00208,0.2,0.8,0,0,0,1,0,0,0,0,0.7445025,0.7293455,2
S00209,0.2,0,0.8,0,0,0,0,1,0,0,0.7187067,0.24059562,0
S00210,0.2,0,0.8,0,0,0,1,0,0,0,0.2756752,0.5571149,1
S00211,0.2,0,0.8,0,0,0,0,0,1,0,0.41571033,0.4109279,3
S00212,0.2,0,0.8,0,0,1,0,0,0,0,0.6311273,0.69844985,2
S00213,0.2,0,0,0,0.8,0,0,1,0,0,0.6355001,0.15661195,0
S00214,0.2,0,0,0,0.8,0,1,0,0,0,0.17744145,0.6464822,1
S00215,0.2,0,0,0,0.8,0,0,0,1,0,0.33757174,0.31445798,3
S00216,0.2,0,0,0,0.8,1,0,0,0,0,0.6090214,0.8131617,2
S00217,0.2,0,0,0.8,0,0,0,1,0,0,0.9557494,0.32422057,0
S00218,0.2,0,0,0.8,0,0,1,0,0,0,0.13309248,0.7755053,1
S00219,0.2,0,0,0.8,0,0,0,0,1,0,0.75925565,0.3986773,0
S00220,0.2,0,0,0.8,0,1,0,0,0,0,0.8911411,0.8215495,2
S00221,0.8,0.2,0,0,0,0,0,1,0,0,0.5697304,0.050181344,3
S00222,0.8,0.2,0,0,0,0,1,0,0,0,0.08415209,0.53738594,1
S00223,0.8,0.2,0,0,0,0,0,0,1,0,0.32368243,0.16438767,3
S00224,0.8,0.2,0,0,0,1,0,0,0,0,0.7122304,0.921144,2
S00225,0.8,0,0.2,0,0,0,0,1,0,0,0.5628116,0.063539565,3
S00226,0.8,0,0.2,0,0,0,1,0,0,0,0.07683203,0.5420723,1
S00227,0.8,0,0.2,0,0,0,0,0,1,0,0.31727657,0.18474337,3
S00228,0.8,0,0.2,0,0,1,0,0,0,0,0.6987309,0.91741633,2
S00229,0.8,0,0,0,0.2,0,0,1,0,0,0.56823456,0.05633077,3
S00230,0.8,0,0,0,0.2,0,1,0,0,0,0.06719033,0.5519391,1
S00231,0.8,0,0,0,0.2,0,0,0,1,0,0.30944523,0.19028233,3
S00232,0.8,0,0,0,0.2,1,0,0,0,0,0.70579004,0.9229903,2
S00233,0.8,0,0,0.2,0,0,0,1,0,0,0.5774568,0.042698633,3
S00234,0.8,0,0,0.2,0,0,1,0,0,0,0.07278804,0.5470273,1
S00235,0.8,0,0,0.2,0,0,0,0,1,0,0.3186334,0.17500925,3
S00236,0.8,0,0,0.2,0,1,0,0,0,0,0.72398645,0.92323494,2
S00237,0,0.6,0.4,0,0,0,0,1,0,0,0.7597293,0.17578642,0
S00238,0,0.6,0.4,0,0,0,1,0,0,0,0.29810375,0.6513853,1
S00239,0,0.6,0.4,0,0,0,0,0,1,0,0.49169284,0.41090354,3
S00240,0,0.6,0.4,0,0,1,0,0,0,0,0.6983316,0.71652716,2
S00241,0,0.4,0.6,0,0,0,0,1,0,0,0.74916667,0.20025097,0
S00242,0,0.4,0.6,0,0,0,1,0,0,0,0.29487112,0.6256798,1
S00243,0,0.4,0.6,0,0,0,0,0,1,0,0.46316296,0.41301304,3
S00244,0,0.4,0.6,0,0,1,0,0,0,0,0.67343545,0.7099066,2
S00245,0,0.6,0,0,0.4,0,0,1,0,0,0.7230372,0.13938263,0
S00246,0,0.6,0,0,0.4,0,1,0,0,0,0.25503525,0.6872765,1
S00247,0,0.6,0,0,0.4,0,0,0,1,0,0.41036385,0.31748915,3
S00248,0,0.6,0,0,0.4,1,0,0,0,0,0.7028978,0.76937443,2
S00249,0,0,0.6,0,0.4,0,0,1,0,0,0.6920356,0.21373379,0
S00250,0,0,0.6,0,0.4,0,1,0,0,0,0.25158203,0.5988204,1
S00251,0,0,0.6,0,0.4,0,0,0,1,0,0.391774,0.38108233,3
S00252,0,0,0.6,0,0.4,1,0,0,0,0,0.623782,0.73769134,2
S00253,0,0.4,0,0,0.6,0,0,1,0,0,0.6943292,0.14765638,0
S00254,0,0.4,0,0,0.6,0,1,0,0,0,0.22715081,0.67334896,1
S00255,0,0.4,0,0,0.6,0,0,0,1,0,0.38839012,0.31639498,3
S00256,0,0.4,0,0,0.6,1,0,0,0,0,0.6768254,0.78377056,2
S00257,0,0,0.4,0,0.6,0,0,1,0,0,0.6723818,0.19679959,0
S00258,0,0,0.4,0,0.6,0,1,0,0,0,0.23214181,0.61597824,1
S00259,0,0,0.4,0,0.6,0,0,0,1,0,0.37413314,0.36070928,3
S00260,0,0,0.4,0,0.6,1,0,0,0,0,0.6186965,0.7624404,2
S00261,0,0.6,0,0.4,0,0,0,1,0,0,0.87562865,0.20943823,0
S00262,0,0.6,0,0.4,0,0,1,0,0,0,0.27107325,0.74058366,1
S00263,0,0.6,0,0.4,0,0,0,0,1,0,0.5351079,0.3669751,3
S00264,0,0.6,0,0.4,0,1,0,0,0,0,0.7815164,0.74957156,2
S00265,0,0,0.6,0.4,0,0,0,1,0,0,0.92811227,0.25689873,0
S00266,0,0,0.6,0.4,0,0,1,0,0,0,0.19768013,0.74632704,1
S00267,0,0,0.6,0.4,0,0,0,0,1,0,0.4487716,0.36681843,3
S00268,0,0,0.6,0.4,0,1,0,0,0,0,0.8465432,0.76801753,2
S00269,0,0,0,0.4,0.6,0,0,1,0,0,0.87509483,0.29956967,0
S00270,0,0,0,0.4,0.6,0,1,0,0,0,0.16447772,0.68969136,1
S00271,0,0,0,0.4,0.6,0,0,0,1,0,0.44804356,0.29211494,3
S00272,0,0,0,0.4,0.6,1,0,0,0,0,0.8163291,0.83544743,2
S00273,0,0.4,0,0.6,0,0,0,1,0,0,0.8831517,0.22515951,0
S00274,0,0.4,0,0.6,0,0,1,0,0,0,0.25316933,0.75552595,1
S00275,0,0.4,0,0.6,0,0,0,0,1,0,0.5347303,0.34592658,3
S00276,0,0.4,0,0.6,0,1,0,0,0,0,0.8031378,0.75942117,2
S00277,0,0,0.4,0.6,0,0,0,1,0,0,0.9347882,0.27509138,0
S00278,0,0,0.4,0.6,0,0,1,0,0,0,0.18022542,0.757741,1
S00279,0,0,0.4,0.6,0,0,0,0,1,0,0.46995014,0.3487393,3
S00280,0,0,0.4,0.6,0,1,0,0,0,0,0.85917777,0.7810599,2
S00281,0,0,0,0.6,0.4,0,0,1,0,0,0.89551455,0.30731642,0
S00282,0,0,0,0.6,0.4,0,1,0,0,0,0.15544051,0.7164734,1
S00283,0,0,0,0.6,0.4,0,0,0,1,0,0.46963897,0.29695636,3
S00284,0,0,0,0.6,0.4,1,0,0,0,0,0.8391949,0.8293952,2
S00285,0.4,0.6,0,0,0,0,0,1,0,0,0.7117449,0.07831145,0
S00286,0.4,0.6,0,0,0,0,1,0,0,0,0.13625744,0.53358346,1
S00287,0.4,0.6,0,0,0,0,0,0,1,0,0.36331028,0.14038493,3
S00288,0.4,0.6,0,0,0,1,0,0,0,0,0.7252104,0.83507735,2
S00289,0.4,0,0.6,0,0,0,0,1,0,0,0.5595548,0.10877918,3
S00290,0.4,0,0.6,0,0,0,1,0,0,0,0.23014516,0.54452324,1
S00291,0.4,0,0.6,0,0,0,0,0,1,0,0.3537969,0.22871886,3
S00292,0.4,0,0.6,0,0,1,0,0,0,0,0.66401833,0.8847624,2
S00293,0.4,0,0,0,0.6,0,0,1,0,0,0.63160014,0.12480313,0
S00294,0.4,0,0,0,0.6,0,1,0,0,0,0.11163358,0.60659677,1
S00295,0.4,0,0,0,0.6,0,0,0,1,0,0.3299671,0.28574538,3
S00296,0.4,0,0,0,0.6,1,0,0,0,0,0.6284251,0.83629596,2
S00297,0.4,0,0,0.6,0,0,0,1,0,0,0.9752832,0.313371,0
S00298,0.4,0,0,0.6,0,0,1,0,0,0,0.09487437,0.7417737,1
S00299,0.4,0,0,0.6,0,0,0,0,1,0,0.40933934,0.20218875,3
S00300,0.4,0,0,0.6,0,1,0,0,0,0,0.882029,0.8456524,2
S00301,0.6,0.4,0,0,0,0,0,1,0,0,0.6911081,0.06772088,0
S00302,0.6,0.4,0,0,0,0,1,0,0,0,0.11687558,0.5359184,1
S00303,0.6,0.4,0,0,0,0,0,0,1,0,0.3480809,0.14970231,3
S00304,0.6,0.4,0,0,0,1,0,0,0,0,0.7214068,0.85935843,2
S00305,0.6,0,0.4,0,0,0,0,1,0,0,0.56023216,0.090211675,3
