id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1,count,entropy,potential_initial,uncertainty_initial,potential_final,uncertainty_final
S01915,0,0.2,0.8,0,0,0,0.4,0.2,0.4,0,0,0.4098189,0.51428,5,12.93095203,0.405964202,0.034764999,0.444183844,0.010414939
S01916,0,0.2,0.8,0,0,0.2,0.4,0.4,0,0,0,0.4724975,0.5828165,5,12.93095203,0.385636065,0.033091172,0.432925853,0.010050622
S01917,0,0.2,0.8,0,0,0.2,0,0.4,0.4,0,0,0.25130376,0.5038393,5,12.93095203,0.393044,0.038816757,0.433931016,0.009272266
S01918,0,0.2,0.8,0,0,0.2,0.4,0,0.4,0,0,0.50145525,0.43496448,5,12.93095203,0.405768374,0.034656823,0.4564656,0.010512595
S01919,0,0.2,0.8,0,0,0.4,0.2,0.4,0,0,0,0.55410475,0.49771246,5,12.93095203,0.417896613,0.032207604,0.444730986,0.010119835
S01920,0,0.2,0.8,0,0,0.4,0.4,0.2,0,0,0,0.7470569,0.45294106,5,12.93095203,0.423653838,0.032536067,0.461015839,0.010824866
S01921,0,0.2,0.8,0,0,0.4,0,0.4,0.2,0,0,0.5433475,0.4787931,5,12.93095203,0.394372805,0.036254057,0.449885006,0.010191084
S01922,0,0.2,0.8,0,0,0.4,0.4,0,0.2,0,0,0.73605293,0.44988316,5,12.93095203,0.424057539,0.034404299,0.465113085,0.011560455
S01923,0,0.2,0.8,0,0,0.4,0,0.2,0.4,0,0,0.6005355,0.3712925,5,12.93095203,0.420136444,0.035626928,0.466903082,0.010204806
S01924,0,0.2,0.8,0,0,0.4,0.2,0,0.4,0,0,0.61346155,0.36715636,5,12.93095203,0.423925255,0.033832787,0.467703939,0.010331919
S01925,0,0.8,0,0,0.2,0,0.2,0.6,0.2,0,0,0.24782862,0.6936027,5,12.06089501,0.384824426,0.038565357,0.424254126,0.010475823
S01926,0,0.8,0,0,0.2,0,0.6,0.2,0.2,0,0,0.83591425,0.6898688,5,12.06089501,0.420692657,0.035826363,0.461498607,0.013633782
S01927,0,0.8,0,0,0.2,0,0.2,0.2,0.6,0,0,0.2968985,0.32958886,5,12.06089501,0.44345904,0.03803599,0.489875726,0.013307958
S01928,0,0.8,0,0,0.2,0.2,0.2,0.6,0,0,0,0.24240942,0.68555,5,12.06089501,0.376695147,0.035001333,0.409560283,0.009911428
S01929,0,0.8,0,0,0.2,0.2,0.6,0.2,0,0,0,0.85091686,0.6701638,5,12.06089501,0.410138846,0.035889489,0.448138207,0.011768976
S01930,0,0.8,0,0,0.2,0.2,0,0.6,0.2,0,0,0.23408207,0.68345934,5,12.06089501,0.386686901,0.03698688,0.422429734,0.009159189
S01931,0,0.8,0,0,0.2,0.2,0.6,0,0.2,0,0,0.8425701,0.68111897,5,12.06089501,0.42243643,0.039631544,0.461137059,0.012289921
S01932,0,0.8,0,0,0.2,0.2,0,0.2,0.6,0,0,0.27196574,0.34317318,5,12.06089501,0.440770494,0.040023398,0.486153966,0.012469084
S01933,0,0.8,0,0,0.2,0.2,0.2,0,0.6,0,0,0.3182181,0.31883195,5,12.06089501,0.441861847,0.037862671,0.489388586,0.012142425
S01934,0,0.8,0,0,0.2,0.6,0.2,0.2,0,0,0,0.83781534,0.32875675,5,12.06089501,0.451493657,0.033858619,0.476523909,0.010768653
S01935,0,0.8,0,0,0.2,0.6,0,0.2,0.2,0,0,0.83666426,0.3283803,5,12.06089501,0.461977939,0.037492193,0.491709186,0.011476768
S01936,0,0.8,0,0,0.2,0.6,0.2,0,0.2,0,0,0.8419388,0.32812288,5,12.06089501,0.460658778,0.034827741,0.491303925,0.010671374
S01937,0,0.8,0,0,0.2,0,0.4,0.4,0.2,0,0,0.44904566,0.56188154,5,12.93095203,0.409806624,0.036791608,0.448536464,0.010880393
S01938,0,0.8,0,0,0.2,0,0.2,0.4,0.4,0,0,0.33050567,0.48678687,5,12.93095203,0.401719205,0.040962497,0.463049974,0.012545948
S01939,0,0.8,0,0,0.2,0,0.4,0.2,0.4,0,0,0.40881762,0.46798557,5,12.93095203,0.4286654,0.034916994,0.470105279,0.012229055
S01940,0,0.8,0,0,0.2,0.2,0.4,0.4,0,0,0,0.51206625,0.5703609,5,12.93095203,0.400682848,0.034345845,0.436231201,0.010121888
S01941,0,0.8,0,0,0.2,0.2,0,0.4,0.4,0,0,0.24124764,0.47352245,5,12.93095203,0.407831306,0.040476104,0.457398277,0.010677869
S01942,0,0.8,0,0,0.2,0.2,0.4,0,0.4,0,0,0.44278753,0.4199073,5,12.93095203,0.427685488,0.036515158,0.472952327,0.009669668
S01943,0,0.8,0,0,0.2,0.4,0.2,0.4,0,0,0,0.57269806,0.54658586,5,12.93095203,0.412466239,0.034868925,0.441394341,0.010346953
S01944,0,0.8,0,0,0.2,0.4,0.4,0.2,0,0,0,0.8615123,0.5585026,5,12.93095203,0.432521626,0.033755503,0.458034473,0.011417387
S01945,0,0.8,0,0,0.2,0.4,0,0.4,0.2,0,0,0.60153514,0.4454901,5,12.93095203,0.412651038,0.037888512,0.466235383,0.010168232
S01946,0,0.8,0,0,0.2,0.4,0.4,0,0.2,0,0,0.863665,0.54507643,5,12.93095203,0.445969204,0.037682474,0.473424096,0.011989834
S01947,0,0.8,0,0,0.2,0.4,0,0.2,0.4,0,0,0.60571283,0.42693233,5,12.93095203,0.447500183,0.037783093,0.482569854,0.010942339
S01948,0,0.8,0,0,0.2,0.4,0.2,0,0.4,0,0,0.62623876,0.4206561,5,12.93095203,0.453298819,0.039271972,0.48321511,0.009919408
S01949,0,0,0.8,0,0.2,0,0.2,0.6,0.2,0,0,0.1686897,0.6205418,5,12.06089501,0.367335543,0.035498351,0.411859467,0.009480741
S01950,0,0,0.8,0,0.2,0,0.6,0.2,0.2,0,0,0.72473174,0.7466623,5,12.06089501,0.394427168,0.037044899,0.43472231,0.011865632
S01951,0,0,0.8,0,0.2,0,0.2,0.2,0.6,0,0,0.25852743,0.2784224,5,12.06089501,0.398024361,0.035893113,0.448239187,0.010371673
S01952,0,0,0.8,0,0.2,0.2,0.2,0.6,0,0,0,0.17774665,0.6217227,5,12.06089501,0.378116943,0.034869004,0.411324885,0.009431354
S01953,0,0,0.8,0,0.2,0.2,0.6,0.2,0,0,0,0.743033,0.73691785,5,12.06089501,0.389914148,0.036220497,0.435778923,0.0119275
S01954,0,0,0.8,0,0.2,0.2,0,0.6,0.2,0,0,0.17896459,0.6150705,5,12.06089501,0.368171368,0.039453738,0.412152964,0.009462808
S01955,0,0,0.8,0,0.2,0.2,0.6,0,0.2,0,0,0.7319003,0.7409191,5,12.06089501,0.390026772,0.037488073,0.43488303,0.011840683
S01956,0,0,0.8,0,0.2,0.2,0,0.2,0.6,0,0,0.24650912,0.28304628,5,12.06089501,0.396717913,0.039109791,0.445938402,0.010295473
S01957,0,0,0.8,0,0.2,0.2,0.2,0,0.6,0,0,0.26706016,0.27210274,5,12.06089501,0.400012712,0.037988125,0.448417951,0.010437929
S01958,0,0,0.8,0,0.2,0.6,0.2,0.2,0,0,0,0.7384482,0.3892205,5,12.06089501,0.445826589,0.031231113,0.465450355,0.010723051
S01959,0,0,0.8,0,0.2,0.6,0,0.2,0.2,0,0,0.7322914,0.3784591,5,12.06089501,0.446214783,0.032261705,0.466099031,0.01063706
S01960,0,0,0.8,0,0.2,0.6,0.2,0,0.2,0,0,0.73210806,0.39916167,5,12.06089501,0.445238482,0.032194725,0.464159467,0.010580175
S01961,0,0,0.8,0,0.2,0,0.4,0.4,0.2,0,0,0.40542296,0.602519,5,12.93095203,0.389584524,0.035630533,0.427889202,0.009811857
S01962,0,0,0.8,0,0.2,0,0.2,0.4,0.4,0,0,0.34536248,0.53271294,5,12.93095203,0.388878037,0.035242287,0.430704136,0.009615395
S01963,0,0,0.8,0,0.2,0,0.4,0.2,0.4,0,0,0.41447768,0.5175796,5,12.93095203,0.401135814,0.034172803,0.436231074,0.009738717
S01964,0,0,0.8,0,0.2,0.2,0.4,0.4,0,0,0,0.4685871,0.5869085,5,12.93095203,0.387639489,0.035487326,0.432317561,0.009964331
S01965,0,0,0.8,0,0.2,0.2,0,0.4,0.4,0,0,0.253781,0.5076313,5,12.93095203,0.384869376,0.040780326,0.426351919,0.009545472
S01966,0,0,0.8,0,0.2,0.2,0.4,0,0.4,0,0,0.5028913,0.43942383,5,12.93095203,0.400747846,0.033976414,0.44782535,0.009991058
S01967,0,0,0.8,0,0.2,0.4,0.2,0.4,0,0,0,0.5561645,0.49476343,5,12.93095203,0.405288462,0.033751108,0.445205635,0.010090871
S01968,0,0,0.8,0,0.2,0.4,0.4,0.2,0,0,0,0.7479796,0.45397088,5,12.93095203,0.418652112,0.034930192,0.460857627,0.010785323
S01969,0,0,0.8,0,0.2,0.4,0,0.4,0.2,0,0,0.5418595,0.47697377,5,12.93095203,0.386739795,0.035456373,0.446085309,0.010037687
S01970,0,0,0.8,0,0.2,0.4,0.4,0,0.2,0,0,0.7369484,0.45045897,5,12.93095203,0.416377862,0.034792838,0.460579228,0.010698651
S01971,0,0,0.8,0,0.2,0.4,0,0.2,0.4,0,0,0.5980414,0.3690818,5,12.93095203,0.410948422,0.035152888,0.459470186,0.010197666
S01972,0,0,0.8,0,0.2,0.4,0.2,0,0.4,0,0,0.61482596,0.36410895,5,12.93095203,0.410425965,0.035314334,0.460956929,0.010163039
S01973,0,0.2,0,0,0.8,0,0.2,0.6,0.2,0,0,0.29382518,0.58789474,5,12.06089501,0.357096236,0.039492133,0.427362824,0.009637659
S01974,0,0.2,0,0,0.8,0,0.6,0.2,0.2,0,0,0.60161316,0.688706,5,12.06089501,0.389211703,0.037278709,0.436998316,0.011069531
S01975,0,0.2,0,0,0.8,0,0.2,0.2,0.6,0,0,0.16054745,0.3650096,5,12.06089501,0.398401919,0.043508346,0.445490606,0.010770117
S01976,0,0.2,0,0,0.8,0.2,0.2,0.6,0,0,0,0.28487167,0.5957213,5,12.06089501,0.355707156,0.03880027,0.42041672,0.009635777
S01977,0,0.2,0,0,0.8,0.2,0.6,0.2,0,0,0,0.5986864,0.67692286,5,12.06089501,0.396779203,0.03726531,0.432321416,0.01081065
S01978,0,0.2,0,0,0.8,0.2,0,0.6,0.2,0,0,0.27472153,0.587113,5,12.06089501,0.35660924,0.041244678,0.425444389,0.010171249
S01979,0,0.2,0,0,0.8,0.2,0.6,0,0.2,0,0,0.61021805,0.68355006,5,12.06089501,0.398652275,0.038420092,0.436423421,0.011113534
S01980,0,0.2,0,0,0.8,0.2,0,0.2,0.6,0,0,0.16188616,0.3794921,5,12.06089501,0.403858322,0.042654518,0.44357096,0.009575602
S01981,0,0.2,0,0,0.8,0.2,0.2,0,0.6,0,0,0.15391903,0.35753044,5,12.06089501,0.40495002,0.042267228,0.445689373,0.010661641
S01982,0,0.2,0,0,0.8,0.6,0.2,0.2,0,0,0,0.79601425,0.430663,5,12.06089501,0.434523453,0.036280241,0.465404646,0.010935783
S01983,0,0.2,0,0,0.8,0.6,0,0.2,0.2,0,0,0.7900641,0.42055473,5,12.06089501,0.432595372,0.036106115,0.4695045,0.010147269
S01984,0,0.2,0,0,0.8,0.6,0.2,0,0.2,0,0,0.80256796,0.4436636,5,12.06089501,0.43674333,0.036460183,0.469005203,0.011185024
S01985,0,0.2,0,0,0.8,0,0.4,0.4,0.2,0,0,0.4455462,0.64274234,5,12.93095203,0.382473695,0.0391262,0.432486377,0.010023073
S01986,0,0.2,0,0,0.8,0,0.2,0.4,0.4,0,0,0.29609263,0.5556076,5,12.93095203,0.381596622,0.03601124,0.434287418,0.010520151
S01987,0,0.2,0,0,0.8,0,0.4,0.2,0.4,0,0,0.46694222,0.51596844,5,12.93095203,0.393712965,0.037945993,0.447499368,0.009762118
S01988,0,0.2,0,0,0.8,0.2,0.4,0.4,0,0,0,0.4580574,0.64563066,5,12.93095203,0.385491078,0.038403839,0.42663589,0.010120812
S01989,0,0.2,0,0,0.8,0.2,0,0.4,0.4,0,0,0.27916935,0.5518959,5,12.93095203,0.391687786,0.038078287,0.432217959,0.009808324
S01990,0,0.2,0,0,0.8,0.2,0.4,0,0.4,0,0,0.48804522,0.49426523,5,12.93095203,0.403329047,0.038596908,0.45087008,0.011285633
S01991,0,0.2,0,0,0.8,0.4,0.2,0.4,0,0,0,0.6168926,0.50953907,5,12.93095203,0.40382754,0.037111735,0.447876055,0.010249832
S01992,0,0.2,0,0,0.8,0.4,0.4,0.2,0,0,0,0.7870192,0.5180913,5,12.93095203,0.430166389,0.037756363,0.457698043,0.011057266
S01993,0,0.2,0,0,0.8,0.4,0,0.4,0.2,0,0,0.54600924,0.4324315,5,12.93095203,0.399338813,0.040896554,0.454708949,0.009985649
S01994,0,0.2,0,0,0.8,0.4,0.4,0,0.2,0,0,0.7901669,0.49917436,5,12.93095203,0.434739112,0.036777521,0.462814769,0.010464822
S01995,0,0.2,0,0,0.8,0.4,0,0.2,0.4,0,0,0.5446894,0.40953812,5,12.93095203,0.423991467,0.039518643,0.459766351,0.010511546
S01996,0,0.2,0,0,0.8,0.4,0.2,0,0.4,0,0,0.671177,0.40400538,5,12.93095203,0.423530695,0.034755755,0.468858662,0.011413179
S01997,0,0,0.2,0,0.8,0,0.2,0.6,0.2,0,0,0.29337114,0.5873974,5,12.06089501,0.338390434,0.037789877,0.422968811,0.00978887
S01998,0,0,0.2,0,0.8,0,0.6,0.2,0.2,0,0,0.601601,0.6891057,5,12.06089501,0.383714992,0.038515543,0.432576308,0.01100566
S01999,0,0,0.2,0,0.8,0,0.2,0.2,0.6,0,0,0.15981293,0.36563507,5,12.06089501,0.385059556,0.036375134,0.43474229,0.010232868
S02000,0,0,0.2,0,0.8,0.2,0.2,0.6,0,0,0,0.2843512,0.59538037,5,12.06089501,0.353612775,0.037751396,0.420629448,0.009701623
S02001,0,0,0.2,0,0.8,0.2,0.6,0.2,0,0,0,0.59840304,0.67729664,5,12.06089501,0.391349942,0.038040808,0.432280822,0.010802754
S02002,0,0,0.2,0,0.8,0.2,0,0.6,0.2,0,0,0.27358183,0.58685863,5,12.06089501,0.347744436,0.04034254,0.420758963,0.009478289
S02003,0,0,0.2,0,0.8,0.2,0.6,0,0.2,0,0,0.61019224,0.68401474,5,12.06089501,0.389720441,0.037531178,0.432517579,0.010956974
S02004,0,0,0.2,0,0.8,0.2,0,0.2,0.6,0,0,0.16009523,0.37789464,5,12.06089501,0.389296372,0.040230028,0.432602383,0.009952975
S02005,0,0,0.2,0,0.8,0.2,0.2,0,0.6,0,0,0.15327963,0.35821363,5,12.06089501,0.397015505,0.037863664,0.433751871,0.010073168
S02006,0,0,0.2,0,0.8,0.6,0.2,0.2,0,0,0,0.7950975,0.43072715,5,12.06089501,0.4308688,0.033666069,0.465464394,0.010883649
S02007,0,0,0.2,0,0.8,0.6,0,0.2,0.2,0,0,0.78902656,0.42043948,5,12.06089501,0.427884705,0.035122326,0.466086119,0.010756172
S02008,0,0,0.2,0,0.8,0.6,0.2,0,0.2,0,0,0.8017513,0.4437631,5,12.06089501,0.429112836,0.034654557,0.464661204,0.010883996
S02009,0,0,0.2,0,0.8,0,0.4,0.4,0.2,0,0,0.4441251,0.64354664,5,12.93095203,0.365746004,0.03688398,0.42698061,0.010138121
S02010,0,0,0.2,0,0.8,0,0.2,0.4,0.4,0,0,0.29808626,0.55666053,5,12.93095203,0.369689069,0.036456457,0.426108506,0.009819807
S02011,0,0,0.2,0,0.8,0,0.4,0.2,0.4,0,0,0.46476877,0.5188922,5,12.93095203,0.380618519,0.034921666,0.439502957,0.00990736
S02012,0,0,0.2,0,0.8,0.2,0.4,0.4,0,0,0,0.45778632,0.64613914,5,12.93095203,0.378100588,0.039506968,0.426578954,0.010096644
S02013,0,0,0.2,0,0.8,0.2,0,0.4,0.4,0,0,0.2799743,0.5517158,5,12.93095203,0.378691358,0.038527261,0.424444681,0.009776989
S02014,0,0,0.2,0,0.8,0.2,0.4,0,0.4,0,0,0.48967546,0.49419975,5,12.93095203,0.394949676,0.037071254,0.442144408,0.009718685
S02015,0,0,0.2,0,0.8,0.4,0.2,0.4,0,0,0,0.61440235,0.50498533,5,12.93095203,0.404609548,0.034998765,0.448156782,0.010208373
S02016,0,0,0.2,0,0.8,0.4,0.4,0.2,0,0,0,0.7850648,0.51579237,5,12.93095203,0.427806514,0.035978086,0.457684413,0.011108292
S02017,0,0,0.2,0,0.8,0.4,0,0.4,0.2,0,0,0.54217386,0.4355453,5,12.93095203,0.387257247,0.036693931,0.450092888,0.010005837
S02018,0,0,0.2,0,0.8,0.4,0.4,0,0.2,0,0,0.7871066,0.4955843,5,12.93095203,0.430308925,0.036536018,0.459921766,0.010883144
S02019,0,0,0.2,0,0.8,0.4,0,0.2,0.4,0,0,0.54429626,0.40539467,5,12.93095203,0.413284836,0.038344802,0.45302416,0.010051102
S02020,0,0,0.2,0,0.8,0.4,0.2,0,0.4,0,0,0.67297435,0.40065542,5,12.93095203,0.413044553,0.036744554,0.46147171,0.01024872
S02021,0,0.8,0,0.2,0,0,0.2,0.6,0.2,0,0,0.24921645,0.6946537,5,12.06089501,0.395004407,0.031223642,0.420361288,0.010997628
S02022,0,0.8,0,0.2,0,0,0.6,0.2,0.2,0,0,0.83699197,0.69069755,5,12.06089501,0.429948608,0.030877132,0.458939592,0.013617993
S02023,0,0.8,0,0.2,0,0,0.2,0.2,0.6,0,0,0.2972792,0.33159426,5,12.06089501,0.447305188,0.035450526,0.485700901,0.013796514
S02024,0,0.8,0,0.2,0,0.2,0.2,0.6,0,0,0,0.24310221,0.6865317,5,12.06089501,0.394512286,0.035059678,0.41128002,0.012420048
S02025,0,0.8,0,0.2,0,0.2,0.6,0.2,0,0,0,0.8512906,0.6710893,5,12.06089501,0.425871589,0.034344971,0.448083058,0.014564584
S02026,0,0.8,0,0.2,0,0.2,0,0.6,0.2,0,0,0.23462154,0.68422484,5,12.06089501,0.400932313,0.034684281,0.42505932,0.012071946
S02027,0,0.8,0,0.2,0,0.2,0.6,0,0.2,0,0,0.84344995,0.68201,5,12.06089501,0.429173636,0.032070344,0.460550175,0.013708798
S02028,0,0.8,0,0.2,0,0.2,0,0.2,0.6,0,0,0.2742347,0.34488302,5,12.06089501,0.453479525,0.033739395,0.481000791,0.015867176
S02029,0,0.8,0,0.2,0,0.2,0.2,0,0.6,0,0,0.32009724,0.32094935,5,12.06089501,0.451388789,0.033881632,0.487988542,0.014704298
S02030,0,0.8,0,0.2,0,0.6,0.2,0.2,0,0,0,0.8375478,0.32247958,5,12.06089501,0.468401836,0.033827604,0.479791954,0.014006968
S02031,0,0.8,0,0.2,0,0.6,0,0.2,0.2,0,0,0.8362259,0.3220918,5,12.06089501,0.478123869,0.033144486,0.493298547,0.015509494
S02032,0,0.8,0,0.2,0,0.6,0.2,0,0.2,0,0,0.8416668,0.3211595,5,12.06089501,0.476749442,0.034304167,0.493077175,0.013279978
S02033,0,0.8,0,0.2,0,0,0.4,0.4,0.2,0,0,0.447865,0.56054586,5,12.93095203,0.421239017,0.031162535,0.445786832,0.014960143
S02034,0,0.8,0,0.2,0,0,0.2,0.4,0.4,0,0,0.32632104,0.4845773,5,12.93095203,0.415052806,0.033106172,0.458961864,0.011238654
S02035,0,0.8,0,0.2,0,0,0.4,0.2,0.4,0,0,0.41321978,0.46522987,5,12.93095203,0.445068496,0.028187307,0.469135347,0.014318654
S02036,0,0.8,0,0.2,0,0.2,0.4,0.4,0,0,0,0.51115555,0.5684903,5,12.93095203,0.416030972,0.03265367,0.439134647,0.012662129
S02037,0,0.8,0,0.2,0,0.2,0,0.4,0.4,0,0,0.24357964,0.47087017,5,12.93095203,0.411359278,0.033027371,0.454239868,0.013181196
S02038,0,0.8,0,0.2,0,0.2,0.4,0,0.4,0,0,0.442226,0.42051974,5,12.93095203,0.445052033,0.030727601,0.472141172,0.013923072
S02039,0,0.8,0,0.2,0,0.4,0.2,0.4,0,0,0,0.56837744,0.54483557,5,12.93095203,0.424188766,0.033353847,0.442928717,0.012220124
S02040,0,0.8,0,0.2,0,0.4,0.4,0.2,0,0,0,0.8628324,0.558828,5,12.93095203,0.452605813,0.034879631,0.46013165,0.014256626
S02041,0,0.8,0,0.2,0,0.4,0,0.4,0.2,0,0,0.604199,0.44946796,5,12.93095203,0.426318434,0.033727889,0.466958135,0.012007843
S02042,0,0.8,0,0.2,0,0.4,0.4,0,0.2,0,0,0.86504745,0.5469788,5,12.93095203,0.460026346,0.033810107,0.471298709,0.01483944
S02043,0,0.8,0,0.2,0,0.4,0,0.2,0.4,0,0,0.60645574,0.42576677,5,12.93095203,0.462578542,0.032171583,0.482074624,0.014232616
S02044,0,0.8,0,0.2,0,0.4,0.2,0,0.4,0,0,0.62225807,0.41928652,5,12.93095203,0.460762343,0.030757017,0.482024382,0.012918001
S02045,0,0,0.8,0.2,0,0,0.2,0.6,0.2,0,0,0.16806555,0.621213,5,12.06089501,0.379065698,0.029428899,0.412064844,0.012366072
S02046,0,0,0.8,0.2,0,0,0.6,0.2,0.2,0,0,0.7250174,0.7478304,5,12.06089501,0.402847019,0.033130035,0.437064981,0.013344565
S02047,0,0,0.8,0.2,0,0,0.2,0.2,0.6,0,0,0.25983486,0.27733034,5,12.06089501,0.409973059,0.030661514,0.448698616,0.014176497
S02048,0,0,0.8,0.2,0,0.2,0.2,0.6,0,0,0,0.17620176,0.6226788,5,12.06089501,0.391404797,0.032228645,0.411818999,0.012337463
S02049,0,0,0.8,0.2,0,0.2,0.6,0.2,0,0,0,0.742903,0.7376551,5,12.06089501,0.40409921,0.032102541,0.438671728,0.013757153
S02050,0,0,0.8,0.2,0,0.2,0,0.6,0.2,0,0,0.17716488,0.61556995,5,12.06089501,0.379980933,0.035682063,0.41451277,0.01156684
S02051,0,0,0.8,0.2,0,0.2,0.6,0,0.2,0,0,0.73234844,0.74183047,5,12.06089501,0.405998709,0.035027152,0.436538937,0.01419509
S02052,0,0,0.8,0.2,0,0.2,0,0.2,0.6,0,0,0.24853751,0.28203708,5,12.06089501,0.409473154,0.030120448,0.44617046,0.01377651
S02053,0,0,0.8,0.2,0,0.2,0.2,0,0.6,0,0,0.26745328,0.27089745,5,12.06089501,0.412362976,0.037418459,0.449181664,0.01374871
S02054,0,0,0.8,0.2,0,0.6,0.2,0.2,0,0,0,0.7343569,0.38737795,5,12.06089501,0.462831323,0.031421002,0.469771527,0.013127837
S02055,0,0,0.8,0.2,0,0.6,0,0.2,0.2,0,0,0.72913903,0.3759719,5,12.06089501,0.455761247,0.030649889,0.469243512,0.013405832
S02056,0,0,0.8,0.2,0,0.6,0.2,0,0.2,0,0,0.72736186,0.39607996,5,12.06089501,0.463361965,0.031315798,0.46969087,0.012168035
S02057,0,0,0.8,0.2,0,0,0.4,0.4,0.2,0,0,0.40399736,0.5998551,5,12.93095203,0.400707269,0.030640733,0.428770328,0.012761831
S02058,0,0,0.8,0.2,0,0,0.2,0.4,0.4,0,0,0.3477246,0.52938294,5,12.93095203,0.395203123,0.030730945,0.429047151,0.012587847
S02059,0,0,0.8,0.2,0,0,0.4,0.2,0.4,0,0,0.4112804,0.5150183,5,12.93095203,0.408146141,0.030041751,0.433768276,0.013118031
S02060,0,0,0.8,0.2,0,0.2,0.4,0.4,0,0,0,0.47019547,0.5837403,5,12.93095203,0.39880924,0.032356678,0.434188346,0.01270295
S02061,0,0,0.8,0.2,0,0.2,0,0.4,0.4,0,0,0.25245166,0.5062753,5,12.93095203,0.394373172,0.030468026,0.427926663,0.012542821
S02062,0,0,0.8,0.2,0,0.2,0.4,0,0.4,0,0,0.5021807,0.43881956,5,12.93095203,0.412284767,0.031859461,0.447766969,0.012429098
S02063,0,0,0.8,0.2,0,0.4,0.2,0.4,0,0,0,0.5548724,0.49701166,5,12.93095203,0.422525501,0.031042187,0.443942534,0.012809409
S02064,0,0,0.8,0.2,0,0.4,0.4,0.2,0,0,0,0.74658257,0.45266742,5,12.93095203,0.431090443,0.03042554,0.464300775,0.012562865
S02065,0,0,0.8,0.2,0,0.4,0,0.4,0.2,0,0,0.5444529,0.48084813,5,12.93095203,0.401973908,0.031758984,0.445785356,0.012803875
S02066,0,0,0.8,0.2,0,0.4,0.4,0,0.2,0,0,0.7355283,0.44977134,5,12.93095203,0.432046612,0.031612332,0.460544587,0.01438327
S02067,0,0,0.8,0.2,0,0.4,0,0.2,0.4,0,0,0.5973842,0.36913413,5,12.93095203,0.428500085,0.031366875,0.46146156,0.012729938
S02068,0,0,0.8,0.2,0,0.4,0.2,0,0.4,0,0,0.6156455,0.36343879,5,12.93095203,0.424980242,0.03317226,0.460861738,0.013689627
S02069,0,0,0,0.2,0.8,0,0.2,0.6,0.2,0,0,0.29401675,0.5873197,5,12.06089501,0.364652959,0.031430326,0.422069025,0.013124183
S02070,0,0,0,0.2,0.8,0,0.6,0.2,0.2,0,0,0.6013732,0.68932134,5,12.06089501,0.402521361,0.030686192,0.432553752,0.013372746
S02071,0,0,0,0.2,0.8,0,0.2,0.2,0.6,0,0,0.15909591,0.36693364,5,12.06089501,0.411020318,0.03039116,0.431972172,0.012852163
S02072,0,0,0,0.2,0.8,0.2,0.2,0.6,0,0,0,0.2856085,0.59524816,5,12.06089501,0.369157691,0.033999793,0.418599077,0.012500711
S02073,0,0,0,0.2,0.8,0.2,0.6,0.2,0,0,0,0.59846604,0.67723465,5,12.06089501,0.403239179,0.029786974,0.436176026,0.012961623
S02074,0,0,0,0.2,0.8,0.2,0,0.6,0.2,0,0,0.27512726,0.58675236,5,12.06089501,0.363865794,0.036280039,0.420555473,0.012096402
S02075,0,0,0,0.2,0.8,0.2,0.6,0,0.2,0,0,0.6097322,0.68377674,5,12.06089501,0.404365497,0.030310413,0.434075728,0.014796845
S02076,0,0,0,0.2,0.8,0.2,0,0.2,0.6,0,0,0.15962443,0.3787971,5,12.06089501,0.41388178,0.030686603,0.433240629,0.012410668
S02077,0,0,0,0.2,0.8,0.2,0.2,0,0.6,0,0,0.15263666,0.3599668,5,12.06089501,0.41111915,0.035172011,0.43345737,0.012701679
S02078,0,0,0,0.2,0.8,0.6,0.2,0.2,0,0,0,0.7965249,0.43186897,5,12.06089501,0.443673463,0.031379878,0.468662958,0.013770903
S02079,0,0,0,0.2,0.8,0.6,0,0.2,0.2,0,0,0.7903787,0.42158225,5,12.06089501,0.441308535,0.032325346,0.46856714,0.01278237
S02080,0,0,0,0.2,0.8,0.6,0.2,0,0.2,0,0,0.8037799,0.44500566,5,12.06089501,0.443056227,0.032687919,0.469153317,0.01462525
S02081,0,0,0,0.2,0.8,0,0.4,0.4,0.2,0,0,0.44581935,0.6450739,5,12.93095203,0.387056963,0.030452637,0.428465544,0.012726228
S02082,0,0,0,0.2,0.8,0,0.2,0.4,0.4,0,0,0.2953778,0.55561334,5,12.93095203,0.39374528,0.031030707,0.424386568,0.013650065
S02083,0,0,0,0.2,0.8,0,0.4,0.2,0.4,0,0,0.4683544,0.5151411,5,12.93095203,0.404323476,0.029918086,0.441734956,0.013342251
S02084,0,0,0,0.2,0.8,0.2,0.4,0.4,0,0,0,0.4576514,0.64797217,5,12.93095203,0.391973981,0.032246619,0.426847861,0.012201448
S02085,0,0,0,0.2,0.8,0.2,0,0.4,0.4,0,0,0.28118983,0.55192745,5,12.93095203,0.394871918,0.036472646,0.425427666,0.012350057
S02086,0,0,0,0.2,0.8,0.2,0.4,0,0.4,0,0,0.48535287,0.4950012,5,12.93095203,0.408629939,0.031550065,0.442503987,0.012413662
S02087,0,0,0,0.2,0.8,0.4,0.2,0.4,0,0,0,0.61661154,0.5100327,5,12.93095203,0.416150522,0.030560231,0.448447619,0.013946172
