id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1,count,entropy,potential_initial,uncertainty_initial,potential_final,uncertainty_final
S05658,0,0.6,0,0.2,0.2,0.4,0.4,0.2,0,0,0,0.8491749,0.5568696,6,16.67115554,0.44605512,0.034377692,0.458385356,0.01434421
S05659,0,0.6,0,0.2,0.2,0.4,0,0.4,0.2,0,0,0.5959559,0.45396805,6,16.67115554,0.419327659,0.033812474,0.460904319,0.012092028
S05660,0,0.6,0,0.2,0.2,0.4,0.4,0,0.2,0,0,0.8482175,0.5413894,6,16.67115554,0.452816027,0.032814091,0.470071995,0.014592505
S05661,0,0.6,0,0.2,0.2,0.4,0,0.2,0.4,0,0,0.59603006,0.42031944,6,16.67115554,0.452220595,0.030417984,0.475781895,0.01560351
S05662,0,0.6,0,0.2,0.2,0.4,0.2,0,0.4,0,0,0.6302314,0.4120086,6,16.67115554,0.451299042,0.03059015,0.479688434,0.014118347
S05663,0,0,0.6,0.2,0.2,0,0.2,0.6,0.2,0,0,0.20241433,0.59560955,6,15.80109853,0.371612061,0.031366961,0.416475601,0.011407538
S05664,0,0,0.6,0.2,0.2,0,0.6,0.2,0.2,0,0,0.6975877,0.74207425,6,15.80109853,0.403028457,0.032726065,0.434019844,0.012490073
S05665,0,0,0.6,0.2,0.2,0,0.2,0.2,0.6,0,0,0.2623844,0.29076228,6,15.80109853,0.408026661,0.030490047,0.446656332,0.012726441
S05666,0,0,0.6,0.2,0.2,0.2,0.2,0.6,0,0,0,0.20298722,0.60255414,6,15.80109853,0.388984689,0.0324628,0.413086341,0.012423016
S05667,0,0,0.6,0.2,0.2,0.2,0.6,0.2,0,0,0,0.69218856,0.74347234,6,15.80109853,0.407719529,0.035959923,0.43390378,0.013819653
S05668,0,0,0.6,0.2,0.2,0.2,0,0.6,0.2,0,0,0.20221055,0.6001677,6,15.80109853,0.37638306,0.032548422,0.416139373,0.012558305
S05669,0,0,0.6,0.2,0.2,0.2,0.6,0,0.2,0,0,0.69695556,0.741799,6,15.80109853,0.402022112,0.033370316,0.433055874,0.013518562
S05670,0,0,0.6,0.2,0.2,0.2,0,0.2,0.6,0,0,0.24528737,0.29674885,6,15.80109853,0.4111114,0.03248456,0.447923975,0.013243409
S05671,0,0,0.6,0.2,0.2,0.2,0.2,0,0.6,0,0,0.2770554,0.28188258,6,15.80109853,0.408910196,0.029966133,0.450810945,0.012974108
S05672,0,0,0.6,0.2,0.2,0.6,0.2,0.2,0,0,0,0.74925005,0.39006984,6,15.80109853,0.45685339,0.031327152,0.468771476,0.013587853
S05673,0,0,0.6,0.2,0.2,0.6,0,0.2,0.2,0,0,0.7509195,0.3810707,6,15.80109853,0.453424027,0.030109491,0.467945417,0.013397125
S05674,0,0,0.6,0.2,0.2,0.6,0.2,0,0.2,0,0,0.7412588,0.4020752,6,15.80109853,0.463467308,0.032932316,0.469123359,0.013505311
S05675,0,0,0.6,0.2,0.2,0,0.4,0.4,0.2,0,0,0.4134376,0.60604066,6,16.67115554,0.398735239,0.030514457,0.429221863,0.012326132
S05676,0,0,0.6,0.2,0.2,0,0.2,0.4,0.4,0,0,0.3357544,0.52903,6,16.67115554,0.393623258,0.029967632,0.430961746,0.011269008
S05677,0,0,0.6,0.2,0.2,0,0.4,0.2,0.4,0,0,0.42188188,0.5114155,6,16.67115554,0.407455772,0.030432607,0.435714956,0.01337697
S05678,0,0,0.6,0.2,0.2,0.2,0.4,0.4,0,0,0,0.47016814,0.5955088,6,16.67115554,0.401093569,0.032659065,0.431469531,0.01244657
S05679,0,0,0.6,0.2,0.2,0.2,0,0.4,0.4,0,0,0.2655884,0.5043217,6,16.67115554,0.392124406,0.033124186,0.426910976,0.012846754
S05680,0,0,0.6,0.2,0.2,0.2,0.4,0,0.4,0,0,0.49368858,0.4446792,6,16.67115554,0.411009323,0.032675753,0.44680024,0.012969678
S05681,0,0,0.6,0.2,0.2,0.4,0.2,0.4,0,0,0,0.56833214,0.49868283,6,16.67115554,0.424471019,0.032604782,0.448280837,0.012358437
S05682,0,0,0.6,0.2,0.2,0.4,0.4,0.2,0,0,0,0.7506239,0.46772328,6,16.67115554,0.429029319,0.031347656,0.464434714,0.013348818
S05683,0,0,0.6,0.2,0.2,0.4,0,0.4,0.2,0,0,0.55089706,0.47431904,6,16.67115554,0.399810586,0.031166277,0.447494473,0.011759652
S05684,0,0,0.6,0.2,0.2,0.4,0.4,0,0.2,0,0,0.73665446,0.46126962,6,16.67115554,0.432729412,0.032586926,0.462518181,0.013636609
S05685,0,0,0.6,0.2,0.2,0.4,0,0.2,0.4,0,0,0.5878582,0.37646654,6,16.67115554,0.431269803,0.034917453,0.461530967,0.013157707
S05686,0,0,0.6,0.2,0.2,0.4,0.2,0,0.4,0,0,0.6261447,0.36779392,6,16.67115554,0.426158044,0.034018103,0.461781149,0.013587074
S05687,0,0.2,0,0.2,0.6,0,0.2,0.6,0.2,0,0,0.30170164,0.6087069,6,15.80109853,0.370948527,0.031964943,0.424205842,0.013288207
S05688,0,0.2,0,0.2,0.6,0,0.6,0.2,0.2,0,0,0.6205098,0.70567703,6,15.80109853,0.40470098,0.032233996,0.436598444,0.014163424
S05689,0,0.2,0,0.2,0.6,0,0.2,0.2,0.6,0,0,0.18143876,0.3640716,6,15.80109853,0.420097795,0.030966854,0.446859462,0.012588782
S05690,0,0.2,0,0.2,0.6,0.2,0.2,0.6,0,0,0,0.2864513,0.6140309,6,15.80109853,0.376060352,0.038498643,0.41880135,0.012353885
S05691,0,0.2,0,0.2,0.6,0.2,0.6,0.2,0,0,0,0.6206801,0.708739,6,15.80109853,0.408203153,0.032500396,0.430439542,0.013319929
S05692,0,0.2,0,0.2,0.6,0.2,0,0.6,0.2,0,0,0.27215388,0.6085671,6,15.80109853,0.369399392,0.036582763,0.425233507,0.011951428
S05693,0,0.2,0,0.2,0.6,0.2,0.6,0,0.2,0,0,0.62224257,0.7044149,6,15.80109853,0.409278741,0.034656304,0.438204899,0.014003509
S05694,0,0.2,0,0.2,0.6,0.2,0,0.2,0.6,0,0,0.1763522,0.38169855,6,15.80109853,0.417072625,0.033901597,0.445056314,0.01113109
S05695,0,0.2,0,0.2,0.6,0.2,0.2,0,0.6,0,0,0.18591847,0.35767826,6,15.80109853,0.421943011,0.035395747,0.445592189,0.013186999
S05696,0,0.2,0,0.2,0.6,0.6,0.2,0.2,0,0,0,0.81015617,0.4237722,6,15.80109853,0.450618779,0.033215983,0.470740665,0.014272822
S05697,0,0.2,0,0.2,0.6,0.6,0,0.2,0.2,0,0,0.8055094,0.4098939,6,15.80109853,0.444789279,0.031285525,0.473873697,0.01360817
S05698,0,0.2,0,0.2,0.6,0.6,0.2,0,0.2,0,0,0.8149881,0.4390541,6,15.80109853,0.45464962,0.03115704,0.468771017,0.014340871
S05699,0,0.2,0,0.2,0.6,0,0.4,0.4,0.2,0,0,0.44224072,0.6338829,6,16.67115554,0.396575501,0.030352101,0.430061782,0.013559554
S05700,0,0.2,0,0.2,0.6,0,0.2,0.4,0.4,0,0,0.299956,0.54148465,6,16.67115554,0.397559337,0.031644755,0.433686857,0.012220469
S05701,0,0.2,0,0.2,0.6,0,0.4,0.2,0.4,0,0,0.46075702,0.50689644,6,16.67115554,0.410392653,0.029625978,0.444426641,0.011410353
S05702,0,0.2,0,0.2,0.6,0.2,0.4,0.4,0,0,0,0.4626335,0.6364601,6,16.67115554,0.398142156,0.033361412,0.429217383,0.012230996
S05703,0,0.2,0,0.2,0.6,0.2,0,0.4,0.4,0,0,0.27845037,0.5354488,6,16.67115554,0.402460927,0.034725834,0.428998961,0.012381104
S05704,0,0.2,0,0.2,0.6,0.2,0.4,0,0.4,0,0,0.4817632,0.4838622,6,16.67115554,0.416742008,0.030005525,0.450515392,0.011958062
S05705,0,0.2,0,0.2,0.6,0.4,0.2,0.4,0,0,0,0.60897285,0.516442,6,16.67115554,0.415994267,0.031711301,0.446185841,0.013326586
S05706,0,0.2,0,0.2,0.6,0.4,0.4,0.2,0,0,0,0.7812995,0.5256735,6,16.67115554,0.442401236,0.031145504,0.458216147,0.013317309
S05707,0,0.2,0,0.2,0.6,0.4,0,0.4,0.2,0,0,0.5553241,0.4390773,6,16.67115554,0.409301286,0.035250758,0.452922215,0.013100231
S05708,0,0.2,0,0.2,0.6,0.4,0.4,0,0.2,0,0,0.7838374,0.5032052,6,16.67115554,0.444357012,0.031810912,0.46346881,0.013895398
S05709,0,0.2,0,0.2,0.6,0.4,0,0.2,0.4,0,0,0.55688864,0.41082713,6,16.67115554,0.430414974,0.034066791,0.459596897,0.013502135
S05710,0,0.2,0,0.2,0.6,0.4,0.2,0,0.4,0,0,0.6604518,0.4016354,6,16.67115554,0.437954768,0.033234838,0.467289927,0.013209869
S05711,0,0,0.2,0.2,0.6,0,0.2,0.6,0.2,0,0,0.30044773,0.6018714,6,15.80109853,0.363971204,0.033553376,0.419990196,0.011535785
S05712,0,0,0.2,0.2,0.6,0,0.6,0.2,0.2,0,0,0.6314531,0.7097536,6,15.80109853,0.401667369,0.031993494,0.431984828,0.013520905
S05713,0,0,0.2,0.2,0.6,0,0.2,0.2,0.6,0,0,0.18149053,0.3663407,6,15.80109853,0.409571691,0.03061365,0.435263873,0.01293535
S05714,0,0,0.2,0.2,0.6,0.2,0.2,0.6,0,0,0,0.28627834,0.6076801,6,15.80109853,0.371655004,0.0327103,0.423326463,0.012542878
S05715,0,0,0.2,0.2,0.6,0.2,0.6,0.2,0,0,0,0.63416064,0.7132829,6,15.80109853,0.40411182,0.033547892,0.431303706,0.013535009
S05716,0,0,0.2,0.2,0.6,0.2,0,0.6,0.2,0,0,0.27101722,0.6013803,6,15.80109853,0.367609763,0.033701053,0.418585435,0.01115672
S05717,0,0,0.2,0.2,0.6,0.2,0.6,0,0.2,0,0,0.63251257,0.7087394,6,15.80109853,0.407590882,0.033400127,0.432706939,0.013027657
S05718,0,0,0.2,0.2,0.6,0.2,0,0.2,0.6,0,0,0.17800039,0.37839392,6,15.80109853,0.409975169,0.035269167,0.43415558,0.012902032
S05719,0,0,0.2,0.2,0.6,0.2,0.2,0,0.6,0,0,0.1869723,0.36108378,6,15.80109853,0.410667116,0.034131777,0.435393692,0.012395844
S05720,0,0,0.2,0.2,0.6,0.6,0.2,0.2,0,0,0,0.80593574,0.42561013,6,15.80109853,0.443414064,0.033088188,0.470069278,0.013926458
S05721,0,0,0.2,0.2,0.6,0.6,0,0.2,0.2,0,0,0.8007123,0.41299042,6,15.80109853,0.444135075,0.034269566,0.469301576,0.014621926
S05722,0,0,0.2,0.2,0.6,0.6,0.2,0,0.2,0,0,0.8120638,0.44062924,6,15.80109853,0.448368693,0.031464677,0.466163113,0.013879541
S05723,0,0,0.2,0.2,0.6,0,0.4,0.4,0.2,0,0,0.43652385,0.6340369,6,16.67115554,0.390991543,0.029506801,0.426859672,0.013167321
S05724,0,0,0.2,0.2,0.6,0,0.2,0.4,0.4,0,0,0.30520573,0.5455063,6,16.67115554,0.393921412,0.030271598,0.428236301,0.013293638
S05725,0,0,0.2,0.2,0.6,0,0.4,0.2,0.4,0,0,0.45651898,0.51345277,6,16.67115554,0.403739088,0.029415604,0.442025746,0.013675449
S05726,0,0,0.2,0.2,0.6,0.2,0.4,0.4,0,0,0,0.462089,0.63758117,6,16.67115554,0.393762478,0.03155046,0.428047243,0.01226228
S05727,0,0,0.2,0.2,0.6,0.2,0,0.4,0.4,0,0,0.2803411,0.5353715,6,16.67115554,0.396668618,0.036037481,0.424069166,0.012364304
S05728,0,0,0.2,0.2,0.6,0.2,0.4,0,0.4,0,0,0.48485902,0.4850033,6,16.67115554,0.414132479,0.033594168,0.442004989,0.012335915
S05729,0,0,0.2,0.2,0.6,0.4,0.2,0.4,0,0,0,0.605888,0.5074606,6,16.67115554,0.416242685,0.032717132,0.443219329,0.014149094
S05730,0,0,0.2,0.2,0.6,0.4,0.4,0.2,0,0,0,0.77693826,0.5238924,6,16.67115554,0.437899596,0.030575216,0.460305764,0.013793464
S05731,0,0,0.2,0.2,0.6,0.4,0,0.4,0.2,0,0,0.5478861,0.44435492,6,16.67115554,0.403389229,0.034279413,0.44794608,0.013185807
S05732,0,0,0.2,0.2,0.6,0.4,0.4,0,0.2,0,0,0.7780596,0.49735835,6,16.67115554,0.442279079,0.030631213,0.46143556,0.013478506
S05733,0,0,0.2,0.2,0.6,0.4,0,0.2,0.4,0,0,0.5550018,0.40272638,6,16.67115554,0.425096805,0.035390292,0.453672402,0.014245055
S05734,0,0,0.2,0.2,0.6,0.4,0.2,0,0.4,0,0,0.6629012,0.39424235,6,16.67115554,0.425558368,0.033315316,0.463052097,0.014122547
S05735,0,0.2,0.2,0.6,0,0,0.2,0.6,0,0.2,0,0.31380975,0.79605013,6,15.80109853,0.43486107,0.023233015,0.455431503,0.009700736
S05736,0,0.2,0.2,0.6,0,0,0.6,0.2,0,0.2,0,0.6181532,0.83060354,6,15.80109853,0.450742208,0.025927032,0.467381154,0.010353916
S05737,0,0.2,0.2,0.6,0,0,0.2,0.6,0.2,0,0,0.31703377,0.7956109,6,15.80109853,0.437639493,0.025422173,0.454858441,0.009913688
S05738,0,0.2,0.2,0.6,0,0,0.6,0.2,0.2,0,0,0.61772645,0.8365537,6,15.80109853,0.44789801,0.027145677,0.473366025,0.011697929
S05739,0,0.2,0.2,0.6,0,0,0,0.6,0.2,0.2,0,0.31315365,0.7966005,6,15.80109853,0.446160272,0.024434228,0.459498805,0.009108201
S05740,0,0.2,0.2,0.6,0,0,0.6,0,0.2,0.2,0,0.61864334,0.835389,6,15.80109853,0.456357349,0.028300518,0.476605577,0.010206537
S05741,0,0.2,0.2,0.6,0,0,0.2,0.2,0.6,0,0,0.2862112,0.387113,6,15.80109853,0.474941481,0.02484844,0.498236487,0.01012636
S05742,0,0.2,0.2,0.6,0,0,0,0.2,0.6,0.2,0,0.3038607,0.38705653,6,15.80109853,0.484252743,0.022909043,0.506926354,0.011333561
S05743,0,0.2,0.2,0.6,0,0,0.2,0,0.6,0.2,0,0.33551037,0.3677408,6,15.80109853,0.481507375,0.023803851,0.511328211,0.009444446
S05744,0,0.2,0.2,0.6,0,0.2,0.2,0.6,0,0,0,0.30849037,0.80347735,6,15.80109853,0.436145651,0.023461516,0.449744734,0.008287096
S05745,0,0.2,0.2,0.6,0,0.2,0.6,0.2,0,0,0,0.6122692,0.829805,6,15.80109853,0.45005004,0.02588948,0.465223248,0.011212287
S05746,0,0.2,0.2,0.6,0,0.2,0,0.6,0,0.2,0,0.30696055,0.80325586,6,15.80109853,0.4393409,0.024692474,0.459278502,0.008039108
S05747,0,0.2,0.2,0.6,0,0.2,0.6,0,0,0.2,0,0.61396503,0.82970923,6,15.80109853,0.448637058,0.026003475,0.471069398,0.011353505
S05748,0,0.2,0.2,0.6,0,0.2,0,0.6,0.2,0,0,0.3085832,0.803061,6,15.80109853,0.437709205,0.02243501,0.453798503,0.008665655
S05749,0,0.2,0.2,0.6,0,0.2,0.6,0,0.2,0,0,0.61418915,0.8351555,6,15.80109853,0.448234136,0.027736885,0.469431686,0.011271363
S05750,0,0.2,0.2,0.6,0,0.2,0,0.2,0.6,0,0,0.27045804,0.38986737,6,15.80109853,0.473091979,0.024762585,0.500952549,0.012350372
S05751,0,0.2,0.2,0.6,0,0.2,0.2,0,0.6,0,0,0.3468085,0.35530603,6,15.80109853,0.473183594,0.026210974,0.501605692,0.007991227
S05752,0,0.2,0.2,0.6,0,0.2,0,0,0.6,0.2,0,0.32387042,0.377904,6,15.80109853,0.482867214,0.023178653,0.505966514,0.010682812
S05753,0,0.2,0.2,0.6,0,0.6,0.2,0.2,0,0,0,0.9268136,0.41796073,6,15.80109853,0.502831968,0.025145519,0.526282325,0.010834477
S05754,0,0.2,0.2,0.6,0,0.6,0,0.2,0,0.2,0,0.9264947,0.41681528,6,15.80109853,0.499140263,0.024153432,0.531043342,0.012367474
S05755,0,0.2,0.2,0.6,0,0.6,0.2,0,0,0.2,0,0.9306038,0.41248566,6,15.80109853,0.501038745,0.028069953,0.531408842,0.010346703
S05756,0,0.2,0.2,0.6,0,0.6,0,0.2,0.2,0,0,0.927044,0.41746095,6,15.80109853,0.506737099,0.026521129,0.529313551,0.012152355
S05757,0,0.2,0.2,0.6,0,0.6,0.2,0,0.2,0,0,0.9312827,0.413368,6,15.80109853,0.497303732,0.02383251,0.531610666,0.012468155
S05758,0,0.2,0.2,0.6,0,0.6,0,0,0.2,0.2,0,0.9307811,0.41181913,6,15.80109853,0.49996229,0.025815264,0.534508439,0.012307208
S05759,0,0.2,0.2,0.6,0,0,0.4,0.4,0,0.2,0,0.44843674,0.74320054,6,16.67115554,0.445505273,0.023280291,0.463582297,0.008741326
S05760,0,0.2,0.2,0.6,0,0,0.4,0.4,0.2,0,0,0.44864112,0.7453544,6,16.67115554,0.447586316,0.02423902,0.469455635,0.010017929
S05761,0,0.2,0.2,0.6,0,0,0.2,0.4,0.4,0,0,0.3948786,0.79071486,6,16.67115554,0.459150163,0.023807642,0.46569864,0.009204083
S05762,0,0.2,0.2,0.6,0,0,0.4,0.2,0.4,0,0,0.5228193,0.80396277,6,16.67115554,0.474063234,0.022234469,0.470748481,0.01048452
S05763,0,0.2,0.2,0.6,0,0,0,0.4,0.4,0.2,0,0.39447492,0.79114944,6,16.67115554,0.467100914,0.022623174,0.469548582,0.009601273
S05764,0,0.2,0.2,0.6,0,0,0.4,0,0.4,0.2,0,0.52410483,0.80381024,6,16.67115554,0.479626137,0.022219531,0.477399889,0.012134624
S05765,0,0.2,0.2,0.6,0,0.2,0.4,0.4,0,0,0,0.44887903,0.744723,6,16.67115554,0.443057456,0.025939218,0.462950067,0.010201596
S05766,0,0.2,0.2,0.6,0,0.2,0,0.4,0.4,0,0,0.39792663,0.7944891,6,16.67115554,0.455860367,0.026390568,0.46259494,0.010103961
S05767,0,0.2,0.2,0.6,0,0.2,0.4,0,0.4,0,0,0.5252697,0.80707586,6,16.67115554,0.472091569,0.021990066,0.471507453,0.00940561
S05768,0,0.2,0.2,0.6,0,0.4,0.2,0.4,0,0,0,0.42368418,0.8160044,6,16.67115554,0.480036337,0.023628599,0.454301585,0.009371259
S05769,0,0.2,0.2,0.6,0,0.4,0.4,0.2,0,0,0,0.5564973,0.82355666,6,16.67115554,0.485555917,0.022626127,0.464770558,0.009672461
S05770,0,0.2,0.2,0.6,0,0.4,0,0.4,0,0.2,0,0.41789222,0.81011015,6,16.67115554,0.464261628,0.021559504,0.460905252,0.008680313
S05771,0,0.2,0.2,0.6,0,0.4,0.4,0,0,0.2,0,0.55541754,0.8219977,6,16.67115554,0.498770136,0.02528378,0.46679789,0.009926187
S05772,0,0.2,0.2,0.6,0,0.4,0,0.4,0.2,0,0,0.4139385,0.8080795,6,16.67115554,0.461363358,0.023158432,0.457747475,0.009746073
S05773,0,0.2,0.2,0.6,0,0.4,0.4,0,0.2,0,0,0.5510755,0.8204934,6,16.67115554,0.48933782,0.02480679,0.465690829,0.010180774
S05774,0,0.2,0.2,0.6,0,0.4,0,0.2,0.4,0,0,0.47119585,0.80917567,6,16.67115554,0.486247952,0.023889253,0.469905687,0.010078788
S05775,0,0.2,0.2,0.6,0,0.4,0.2,0,0.4,0,0,0.4798624,0.8102021,6,16.67115554,0.487729891,0.022698239,0.465886952,0.010004593
S05776,0,0.2,0.2,0.6,0,0.4,0,0,0.4,0.2,0,0.47337887,0.80931467,6,16.67115554,0.491601354,0.026554667,0.470981472,0.008600442
S05777,0,0.2,0,0.6,0.2,0,0.2,0.6,0,0.2,0,0.33166367,0.80519843,6,15.80109853,0.437699671,0.024924499,0.455048136,0.009086729
S05778,0,0.2,0,0.6,0.2,0,0.6,0.2,0,0.2,0,0.604945,0.8097932,6,15.80109853,0.449449529,0.027286809,0.470367065,0.010363805
S05779,0,0.2,0,0.6,0.2,0,0.2,0.6,0.2,0,0,0.3354591,0.80618685,6,15.80109853,0.435095216,0.022687349,0.456431717,0.008132148
S05780,0,0.2,0,0.6,0.2,0,0.6,0.2,0.2,0,0,0.60582274,0.8133408,6,15.80109853,0.452124804,0.02791216,0.471481973,0.011447338
S05781,0,0.2,0,0.6,0.2,0,0,0.6,0.2,0.2,0,0.33314875,0.80768657,6,15.80109853,0.439789231,0.020694968,0.459999862,0.009573012
S05782,0,0.2,0,0.6,0.2,0,0.6,0,0.2,0.2,0,0.6062843,0.8132325,6,15.80109853,0.45150687,0.026302515,0.475326186,0.012764755
S05783,0,0.2,0,0.6,0.2,0,0.2,0.2,0.6,0,0,0.28174025,0.38134128,6,15.80109853,0.472896123,0.025606889,0.500056592,0.011804125
S05784,0,0.2,0,0.6,0.2,0,0,0.2,0.6,0.2,0,0.29906353,0.38212255,6,15.80109853,0.479547724,0.020759888,0.504641717,0.010505798
S05785,0,0.2,0,0.6,0.2,0,0.2,0,0.6,0.2,0,0.3319764,0.36286968,6,15.80109853,0.475460648,0.023394941,0.515305826,0.011571067
S05786,0,0.2,0,0.6,0.2,0.2,0.2,0.6,0,0,0,0.32538757,0.8128218,6,15.80109853,0.430135052,0.023056876,0.447101581,0.010047359
S05787,0,0.2,0,0.6,0.2,0.2,0.6,0.2,0,0,0,0.59764403,0.81391716,6,15.80109853,0.444785372,0.025953764,0.46597461,0.012216462
S05788,0,0.2,0,0.6,0.2,0.2,0,0.6,0,0.2,0,0.3246301,0.8130336,6,15.80109853,0.432106433,0.027308119,0.452368505,0.010066588
S05789,0,0.2,0,0.6,0.2,0.2,0.6,0,0,0.2,0,0.59892887,0.81361896,6,15.80109853,0.450909129,0.025636586,0.469767467,0.009537846
S05790,0,0.2,0,0.6,0.2,0.2,0,0.6,0.2,0,0,0.32870966,0.812979,6,15.80109853,0.434619756,0.02507918,0.451178101,0.01189184
S05791,0,0.2,0,0.6,0.2,0.2,0.6,0,0.2,0,0,0.6007711,0.8158615,6,15.80109853,0.450520715,0.026601008,0.470786532,0.010231333
S05792,0,0.2,0,0.6,0.2,0.2,0,0.2,0.6,0,0,0.2636545,0.38410562,6,15.80109853,0.469512275,0.024950077,0.497054074,0.008451196
S05793,0,0.2,0,0.6,0.2,0.2,0.2,0,0.6,0,0,0.34219122,0.35030222,6,15.80109853,0.472809292,0.022813363,0.508780006,0.011020621
S05794,0,0.2,0,0.6,0.2,0.2,0,0,0.6,0.2,0,0.31776047,0.37489465,6,15.80109853,0.474433071,0.024542458,0.50767371,0.009809207
S05795,0,0.2,0,0.6,0.2,0.6,0.2,0.2,0,0,0,0.9067818,0.44168034,6,15.80109853,0.49985211,0.022185641,0.52141167,0.011158978
S05796,0,0.2,0,0.6,0.2,0.6,0,0.2,0,0.2,0,0.90673184,0.43911535,6,15.80109853,0.502222713,0.023823441,0.526152074,0.011246155
S05797,0,0.2,0,0.6,0.2,0.6,0.2,0,0,0.2,0,0.90130734,0.44342297,6,15.80109853,0.500646108,0.023501346,0.524639173,0.01179176
S05798,0,0.2,0,0.6,0.2,0.6,0,0.2,0.2,0,0,0.9071456,0.4399163,6,15.80109853,0.49699063,0.024366508,0.5262625,0.009647646
S05799,0,0.2,0,0.6,0.2,0.6,0.2,0,0.2,0,0,0.9017207,0.44485086,6,15.80109853,0.495427525,0.021812525,0.523599935,0.009313414
S05800,0,0.2,0,0.6,0.2,0.6,0,0,0.2,0.2,0,0.901231,0.44138467,6,15.80109853,0.503725863,0.023281704,0.531284219,0.010603425
S05801,0,0.2,0,0.6,0.2,0,0.4,0.4,0,0.2,0,0.45677704,0.74856544,6,16.67115554,0.44609051,0.023815392,0.467762778,0.010141228
S05802,0,0.2,0,0.6,0.2,0,0.4,0.4,0.2,0,0,0.45625788,0.75040615,6,16.67115554,0.446816461,0.021759221,0.468659757,0.009483792
S05803,0,0.2,0,0.6,0.2,0,0.2,0.4,0.4,0,0,0.3843624,0.80235076,6,16.67115554,0.456529633,0.023941644,0.465219372,0.009432999
S05804,0,0.2,0,0.6,0.2,0,0.4,0.2,0.4,0,0,0.5404345,0.798407,6,16.67115554,0.471879843,0.022776808,0.473401686,0.009672449
S05805,0,0.2,0,0.6,0.2,0,0,0.4,0.4,0.2,0,0.38479573,0.8017823,6,16.67115554,0.459696959,0.021351371,0.466175954,0.009479422
S05806,0,0.2,0,0.6,0.2,0,0.4,0,0.4,0.2,0,0.54148585,0.7986003,6,16.67115554,0.478055121,0.025312892,0.478597286,0.012125583
S05807,0,0.2,0,0.6,0.2,0.2,0.4,0.4,0,0,0,0.45689577,0.7502712,6,16.67115554,0.443381368,0.024020541,0.4624489,0.009939845
S05808,0,0.2,0,0.6,0.2,0.2,0,0.4,0.4,0,0,0.389985,0.8061576,6,16.67115554,0.459231801,0.023128245,0.464351405,0.009820936
S05809,0,0.2,0,0.6,0.2,0.2,0.4,0,0.4,0,0,0.54357195,0.8030829,6,16.67115554,0.473222336,0.020743266,0.472525474,0.01083733
S05810,0,0.2,0,0.6,0.2,0.4,0.2,0.4,0,0,0,0.42162618,0.820169,6,16.67115554,0.479700664,0.02210212,0.456070466,0.009095712
S05811,0,0.2,0,0.6,0.2,0.4,0.4,0.2,0,0,0,0.56121343,0.8167754,6,16.67115554,0.487764464,0.023976761,0.464075531,0.009158809
S05812,0,0.2,0,0.6,0.2,0.4,0,0.4,0,0.2,0,0.41434065,0.81444335,6,16.67115554,0.463199829,0.023963692,0.458761849,0.009419881
S05813,0,0.2,0,0.6,0.2,0.4,0.4,0,0,0.2,0,0.5612485,0.8147232,6,16.67115554,0.488925516,0.025960239,0.471261141,0.009259397
S05814,0,0.2,0,0.6,0.2,0.4,0,0.4,0.2,0,0,0.40844405,0.8143154,6,16.67115554,0.463945487,0.02027422,0.454994826,0.010602082
S05815,0,0.2,0,0.6,0.2,0.4,0.4,0,0.2,0,0,0.5573902,0.81355387,6,16.67115554,0.493890803,0.023213812,0.469038648,0.009536295
S05816,0,0.2,0,0.6,0.2,0.4,0,0.2,0.4,0,0,0.46276712,0.8280288,6,16.67115554,0.492593124,0.025248352,0.466122165,0.011204249
S05817,0,0.2,0,0.6,0.2,0.4,0.2,0,0.4,0,0,0.47045037,0.82795286,6,16.67115554,0.490120445,0.026392418,0.464414887,0.009866403
S05818,0,0.2,0,0.6,0.2,0.4,0,0,0.4,0.2,0,0.4659446,0.8259308,6,16.67115554,0.490343119,0.023118583,0.470111029,0.009938372
S05819,0,0,0.2,0.6,0.2,0,0.2,0.6,0,0.2,0,0.32861638,0.7792134,6,15.80109853,0.433640779,0.02190539,0.454154313,0.008958074
S05820,0,0,0.2,0.6,0.2,0,0.6,0.2,0,0.2,0,0.6018007,0.83182687,6,15.80109853,0.446379462,0.023639826,0.465007017,0.010806186
S05821,0,0,0.2,0.6,0.2,0,0.2,0.6,0.2,0,0,0.3311515,0.7819808,6,15.80109853,0.435510025,0.023780326,0.452262555,0.009517765
S05822,0,0,0.2,0.6,0.2,0,0.6,0.2,0.2,0,0,0.6041772,0.8398237,6,15.80109853,0.446059795,0.024517229,0.461334382,0.01006019
S05823,0,0,0.2,0.6,0.2,0,0,0.6,0.2,0.2,0,0.3284531,0.77907425,6,15.80109853,0.435706359,0.020277714,0.45898972,0.009072933
S05824,0,0,0.2,0.6,0.2,0,0.6,0,0.2,0.2,0,0.603947,0.8381824,6,15.80109853,0.445183804,0.022655949,0.466798762,0.011300819
S05825,0,0,0.2,0.6,0.2,0,0.2,0.2,0.6,0,0,0.28393152,0.39381555,6,15.80109853,0.463755452,0.022428875,0.485039389,0.010080402
S05826,0,0,0.2,0.6,0.2,0,0,0.2,0.6,0.2,0,0.3022845,0.39313328,6,15.80109853,0.463917368,0.022378981,0.486250147,0.010204361
